Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
445,0.581,25.5,1.5,0.256,27.0,51.6,59.822,2.152,59.822,2.643,22.7,26.0,20.4,11:29:25.648
446,0.563,25.5,1.5,0.254,25.6,51.6,60.464,1.964,60.464,2.756,22.7,28.1,20.4,11:29:26.783
447,0.586,25.5,1.5,0.298,27.0,51.6,60.074,2.303,60.074,2.077,23.2,26.0,20.7,11:29:27.923
448,0.565,25.5,1.5,0.243,25.6,51.6,60.119,2.379,60.119,2.341,22.7,28.1,21.1,11:29:29.060
449,0.526,25.5,1.5,0.283,25.6,51.6,59.789,2.379,59.789,2.379,22.9,28.1,21.8,11:29:30.197
450,0.586,27.0,1.5,0.276,25.6,51.6,59.861,1.888,59.861,2.605,22.5,28.1,21.1,11:29:31.327
451,0.555,27.0,1.5,0.338,25.6,51.6,59.921,1.964,59.921,2.001,22.7,26.0,20.4,11:29:32.461
452,0.501,27.0,1.5,0.261,25.6,51.6,59.887,2.001,59.887,1.775,23.2,28.1,20.7,11:29:33.603
453,0.508,27.0,1.5,0.28,25.6,51.6,59.738,1.964,59.738,2.87,22.9,28.1,20.7,11:29:34.745
454,0.54,27.0,1.5,0.254,25.6,51.6,59.88,1.397,59.88,2.719,22.7,26.0,20.4,11:29:35.879
455,0.554,27.0,1.5,0.273,25.6,51.6,59.884,1.775,59.884,2.454,22.5,26.0,21.3,11:29:37.014
456,0.571,27.0,1.5,0.259,25.6,51.6,60.157,2.266,60.157,2.719,22.7,26.0,20.9,11:29:38.154
457,0.563,25.5,1.5,0.226,27.1,51.6,59.494,2.228,59.494,2.643,23.2,26.0,20.7,11:29:39.275
458,0.565,25.5,1.5,0.254,27.1,51.6,60.524,1.812,60.524,2.756,23.2,26.0,21.6,11:29:40.407
459,0.571,25.5,1.5,0.269,27.0,51.6,59.856,2.266,59.856,2.266,22.7,26.0,21.3,11:29:41.543
460,0.521,25.5,1.5,0.216,27.1,51.6,60.001,2.077,60.001,2.001,23.2,26.0,21.3,11:29:42.677
461,0.553,25.5,1.5,0.313,25.6,51.6,60.086,2.568,60.086,2.832,23.2,26.0,21.3,11:29:43.813
462,0.533,25.5,1.5,0.281,25.6,51.6,60.945,2.643,60.945,3.021,22.7,26.0,20.9,11:29:44.947
463,0.603,25.5,1.5,0.231,25.6,51.6,59.94,1.586,59.94,2.266,22.9,26.0,20.9,11:29:46.094
464,0.569,25.5,1.5,0.276,25.6,51.6,59.982,1.624,59.982,2.492,22.7,26.0,20.2,11:29:47.231
465,0.591,25.5,1.5,0.269,25.6,51.6,60.028,1.775,60.028,2.454,22.7,26.0,21.3,11:29:48.367
466,0.541,27.0,1.5,0.266,25.6,51.6,59.999,1.775,59.999,1.661,22.9,26.0,21.1,11:29:49.491
467,0.564,27.0,1.5,0.303,25.6,51.6,59.992,1.51,59.992,2.077,23.2,28.1,20.9,11:29:50.625
468,0.574,25.5,1.5,0.275,25.6,51.6,60.443,1.586,60.443,2.756,22.7,28.1,21.3,11:29:51.762
469,0.555,25.5,1.5,0.259,25.6,51.6,60.184,1.737,60.184,2.379,23.2,28.1,20.4,11:29:52.900
470,0.508,25.5,1.5,0.275,25.6,51.6,60.084,1.85,60.084,2.492,23.2,28.1,20.9,11:29:54.038
471,0.554,25.5,1.5,0.251,25.6,51.6,59.789,2.53,59.789,2.605,23.2,28.1,21.1,11:29:55.175
472,0.558,25.5,1.5,0.286,25.6,51.6,60.035,1.775,60.035,2.228,23.2,28.1,21.3,11:29:56.317
473,0.513,25.5,1.5,0.3,25.6,51.6,59.806,2.756,59.806,1.699,22.9,28.1,21.6,11:29:57.452
474,0.546,25.5,1.5,0.293,25.6,51.6,59.933,1.775,59.933,1.964,22.7,28.1,20.9,11:29:58.594
475,0.488,25.5,1.5,0.266,27.1,51.6,60.086,1.737,60.086,2.001,23.2,28.1,21.3,11:29:59.735
476,0.548,25.5,1.5,0.201,25.6,51.6,59.617,2.228,59.617,2.568,22.7,28.1,20.9,11:30:00.883
477,0.531,25.5,1.5,0.293,27.1,51.6,59.926,1.699,59.926,2.568,23.2,28.1,20.0,11:30:02.016
478,0.621,25.5,1.5,0.271,27.1,51.6,59.846,1.624,59.846,2.341,22.7,26.0,21.1,11:30:03.150
479,0.597,25.5,1.5,0.309,27.1,51.6,60.232,2.379,60.232,2.53,23.4,26.0,20.9,11:30:04.289
480,0.531,25.5,1.5,0.261,27.1,51.6,59.783,2.115,59.783,2.039,22.7,26.0,20.4,11:30:05.429
481,0.538,25.5,1.5,0.261,27.1,51.6,60.511,2.832,60.511,2.039,22.7,28.1,20.9,11:30:06.582
482,0.53,25.5,1.5,0.298,27.1,51.6,59.906,2.19,59.906,1.85,22.9,28.1,20.9,11:30:07.717
483,0.584,25.5,1.5,0.243,27.1,51.6,59.94,2.077,59.94,1.888,23.4,28.1,20.9,11:30:08.855
484,0.581,25.5,1.5,0.248,27.1,51.6,60.384,1.586,60.384,1.926,23.4,26.0,20.9,11:30:09.992
485,0.496,25.5,1.5,0.303,27.1,51.6,60.16,1.397,60.16,2.832,23.2,26.0,20.7,11:30:11.131
486,0.546,25.5,1.5,0.269,25.6,51.6,59.902,1.85,59.902,2.228,22.9,28.1,20.4,11:30:12.298
487,0.554,25.5,1.5,0.266,25.6,51.6,59.637,2.454,59.637,2.303,23.2,28.1,20.9,11:30:13.439
488,0.533,25.5,1.5,0.24,27.1,51.6,59.942,2.152,59.942,2.115,23.2,28.1,20.9,11:30:14.576
489,0.573,25.5,1.5,0.232,27.1,51.6,59.759,2.417,59.759,1.775,22.9,28.1,20.9,11:30:15.710
490,0.576,25.5,1.5,0.232,27.1,51.6,60.059,1.661,60.059,2.115,23.4,28.1,21.3,11:30:16.848
491,0.536,25.6,1.5,0.313,27.1,51.6,60.264,1.586,60.264,1.85,22.9,28.1,21.3,11:30:17.986
492,0.554,25.5,1.5,0.293,25.6,51.6,59.729,1.85,59.729,1.775,22.7,28.1,21.1,11:30:19.122
493,0.541,25.5,1.5,0.233,27.1,51.6,59.924,1.548,59.924,3.096,23.4,28.1,21.3,11:30:20.255
494,0.54,25.5,1.5,0.276,25.6,51.6,59.904,1.85,59.904,2.681,23.2,26.0,20.9,11:30:21.389
495,0.544,25.5,1.5,0.25,25.6,51.6,59.856,2.53,59.856,2.19,23.4,26.0,21.1,11:30:22.529
496,0.511,25.5,1.5,0.284,25.6,51.6,59.915,2.19,59.915,2.266,23.2,28.1,21.3,11:30:23.673
497,0.502,25.5,1.5,0.261,25.6,51.6,59.836,2.417,59.836,3.059,23.6,26.0,20.7,11:30:24.808
498,0.563,25.6,1.5,0.251,25.6,51.6,60.084,2.454,60.084,2.794,23.2,26.0,20.7,11:30:25.943
499,0.52,27.0,1.5,0.298,25.6,51.6,59.842,2.19,59.842,2.152,23.4,26.0,21.1,11:30:27.073
500,0.588,27.0,1.5,0.291,25.6,51.6,59.957,1.812,59.957,2.115,23.4,26.0,20.9,11:30:28.226
501,0.553,27.0,1.5,0.256,25.6,51.6,59.811,1.775,59.811,2.077,23.2,26.0,21.6,11:30:29.358
502,0.544,25.5,1.5,0.295,25.6,51.6,60.001,1.51,60.001,1.661,23.4,26.0,20.7,11:30:30.491
503,0.524,25.5,1.5,0.217,25.6,51.6,59.662,2.001,59.662,2.341,22.9,26.0,20.9,11:30:31.627
504,0.541,25.6,1.5,0.303,25.6,51.6,60.402,2.152,60.402,2.454,22.7,26.0,21.1,11:30:32.763
505,0.565,27.0,1.5,0.238,25.6,51.6,60.189,2.87,60.189,2.53,23.8,26.0,21.1,11:30:33.898
506,0.51,25.5,1.5,0.238,25.6,51.6,60.003,2.039,60.003,3.247,23.2,26.0,20.4,11:30:35.053
507,0.507,25.5,1.5,0.265,25.6,51.6,60.046,2.152,60.046,2.87,22.9,26.0,20.4,11:30:36.194
508,0.553,25.5,1.5,0.275,25.6,51.6,59.854,1.926,59.854,2.115,23.4,26.0,21.3,11:30:37.330
509,0.524,25.5,1.5,0.328,25.6,51.6,60.112,1.926,60.112,2.115,22.9,26.0,20.9,11:30:38.479
510,0.571,25.6,1.5,0.269,25.6,51.6,60.005,2.266,60.005,3.247,23.2,26.0,20.9,11:30:39.612
511,0.515,25.5,1.5,0.308,25.6,51.6,60.054,1.964,60.054,2.19,22.9,26.0,20.9,11:30:40.750
512,0.551,25.5,1.5,0.254,25.6,51.6,60.574,2.492,60.574,2.605,22.9,26.0,20.4,11:30:41.883
513,0.51,25.6,1.5,0.319,27.1,51.6,59.492,2.492,59.492,2.605,22.9,26.0,20.9,11:30:43.016
514,0.505,25.5,1.5,0.255,27.1,51.6,60.183,1.624,60.183,2.417,23.2,26.0,20.9,11:30:44.150
515,0.616,25.5,1.5,0.265,27.1,51.6,59.955,1.888,59.955,3.398,23.2,26.1,20.9,11:30:45.289
516,0.577,25.6,1.5,0.289,27.1,51.6,60.084,2.001,60.084,2.039,22.7,26.0,21.3,11:30:46.427
517,0.541,25.6,1.5,0.293,25.7,51.6,60.054,2.039,60.054,2.152,22.9,26.1,21.1,11:30:47.568
518,0.515,25.6,1.5,0.269,27.1,51.6,59.759,2.19,59.759,1.812,22.7,26.1,21.1,11:30:48.719
519,0.507,25.6,1.5,0.238,27.1,51.6,59.862,1.812,59.862,2.643,22.7,26.1,21.3,11:30:49.853
520,0.63,25.5,1.5,0.26,27.1,51.6,59.842,2.341,59.842,2.115,22.7,26.1,20.9,11:30:50.993
521,0.573,25.6,1.5,0.256,25.7,51.6,59.907,1.661,59.907,2.681,23.2,26.1,21.6,11:30:52.128
522,0.559,25.6,1.5,0.26,25.7,51.6,59.783,1.51,59.783,2.454,23.6,26.1,21.3,11:30:53.273
523,0.533,25.6,1.5,0.281,25.7,51.6,59.849,2.039,59.849,2.87,23.2,26.1,21.1,11:30:54.409
524,0.543,25.6,1.5,0.226,25.6,51.6,60.115,2.039,60.115,2.303,23.6,26.1,21.3,11:30:55.547
525,0.535,25.6,1.5,0.247,25.7,51.6,59.865,2.341,59.865,2.454,23.4,26.1,20.7,11:30:56.683
526,0.581,27.1,1.5,0.25,25.6,51.6,60.438,1.85,60.438,2.945,23.2,28.2,20.9,11:30:57.821
527,0.52,27.0,1.5,0.248,25.6,51.6,59.908,1.964,59.908,2.53,23.2,28.2,20.9,11:30:58.959
528,0.538,27.1,1.5,0.273,25.6,51.6,59.868,2.152,59.868,1.926,23.2,28.2,20.9,11:31:00.094
529,0.553,27.1,1.5,0.294,25.7,51.6,60.174,1.435,60.174,2.001,23.2,28.2,20.9,11:31:01.232
530,0.555,27.1,1.5,0.316,25.7,51.6,59.89,1.775,59.89,2.454,22.7,26.1,20.4,11:31:02.385
531,0.574,25.6,1.5,0.276,25.7,51.6,60.34,1.85,60.34,2.756,23.2,26.1,21.3,11:31:03.524
532,0.535,27.1,1.5,0.227,25.7,51.6,60.477,1.888,60.477,2.643,23.2,28.2,21.3,11:31:04.658
533,0.553,27.1,1.5,0.273,25.6,51.6,60.005,2.53,60.005,2.454,22.7,26.1,21.1,11:31:05.810
534,0.553,27.1,1.5,0.28,25.7,51.6,59.933,3.059,59.933,2.303,23.6,26.1,21.3,11:31:06.946
535,0.587,25.6,1.5,0.281,25.6,51.6,59.916,1.964,59.916,1.964,23.2,26.1,20.9,11:31:08.101
536,0.563,25.6,1.5,0.275,25.6,51.6,59.503,2.228,59.503,2.19,22.9,26.1,21.6,11:31:09.236
537,0.579,27.1,1.5,0.261,25.7,51.6,60.035,1.548,60.035,2.568,23.2,26.1,21.3,11:31:10.375
538,0.549,27.1,1.5,0.233,25.7,51.6,60.035,1.661,60.035,2.756,23.6,26.1,21.6,11:31:11.512
539,0.516,25.6,1.5,0.254,25.7,51.6,60.132,2.756,60.132,2.643,23.2,26.1,21.6,11:31:12.665
540,0.584,25.6,1.5,0.276,25.7,51.6,59.996,1.888,59.996,2.077,23.4,26.1,21.6,11:31:13.820
541,0.621,25.6,1.5,0.283,25.7,51.6,59.898,2.039,59.898,2.492,23.2,26.1,21.3,11:31:14.958
542,0.558,25.6,1.5,0.303,25.7,51.6,59.901,1.775,59.901,1.888,23.6,26.1,21.3,11:31:16.098
543,0.592,25.6,1.5,0.26,25.7,51.6,59.901,1.473,59.901,2.115,23.2,26.1,21.3,11:31:17.234
544,0.602,25.6,1.5,0.283,25.7,51.6,59.828,1.661,59.828,2.341,23.2,26.1,20.9,11:31:18.390
545,0.574,25.6,1.5,0.261,25.7,51.6,60.111,2.794,60.111,2.379,23.2,26.1,20.9,11:31:19.523
546,0.565,25.6,1.5,0.238,25.7,51.6,60.359,1.812,60.359,2.417,23.6,26.1,21.6,11:31:20.660
547,0.564,27.1,1.5,0.276,25.7,51.6,59.101,3.021,59.101,2.492,22.9,26.1,22.0,11:31:21.783
548,0.529,27.1,1.5,0.27,25.6,51.6,60.93,2.19,60.93,2.53,23.2,26.1,20.9,11:31:22.921
549,0.54,27.0,1.5,0.26,25.6,51.6,59.751,2.87,59.751,2.228,23.6,26.1,21.3,11:31:24.054
550,0.551,25.6,1.5,0.24,25.7,51.6,60.341,2.266,60.341,2.492,23.2,26.1,21.1,11:31:25.189
551,0.51,25.6,1.5,0.303,25.7,51.6,60.007,1.888,60.007,2.53,22.7,26.1,20.7,11:31:26.327
552,0.564,25.6,1.5,0.283,25.7,51.6,60.122,1.85,60.122,2.53,23.6,26.1,21.3,11:31:27.466
553,0.553,27.0,1.5,0.24,25.7,51.6,60.148,1.624,60.148,2.115,23.2,26.1,21.3,11:31:28.631
554,0.553,27.0,1.5,0.275,25.7,51.6,59.674,2.379,59.674,3.247,23.4,26.1,21.1,11:31:29.770
555,0.553,27.1,1.5,0.298,25.7,51.6,60.164,1.888,60.164,3.21,23.2,26.1,21.1,11:31:30.907
556,0.551,25.6,1.5,0.271,25.7,51.6,60.816,2.341,60.816,2.568,23.2,26.1,20.4,11:31:32.038
557,0.543,25.6,1.5,0.242,25.7,51.6,60.086,1.964,60.086,2.53,23.2,26.1,20.9,11:31:33.176
558,0.544,25.6,1.5,0.316,25.7,51.6,60.007,1.926,59.938,2.492,23.6,26.1,20.9,11:31:34.312
559,0.521,25.6,1.5,0.271,27.1,51.6,59.851,2.341,59.851,1.926,23.6,26.1,21.3,11:31:35.447
560,0.544,25.6,1.5,0.276,27.1,51.6,60.095,2.152,60.095,1.586,23.4,26.1,21.8,11:31:36.584
561,0.54,25.6,1.5,0.299,27.1,51.6,60.044,1.926,60.044,2.152,23.2,28.2,21.3,11:31:37.719
562,0.587,25.6,1.5,0.361,27.1,51.6,59.807,1.888,59.807,1.888,22.7,28.2,21.1,11:31:38.857
563,0.56,25.6,1.5,0.288,27.1,51.6,60.375,1.51,60.375,2.794,22.9,26.1,21.8,11:31:40.009
564,0.53,25.6,1.5,0.222,27.1,51.6,60.819,1.51,60.819,2.379,23.2,26.1,21.3,11:31:41.145
565,0.548,25.6,1.5,0.248,27.1,51.6,60.271,1.586,60.271,3.247,23.2,26.1,21.8,11:31:42.285
566,0.569,25.6,1.5,0.376,27.1,51.6,60.329,2.152,60.329,3.512,23.2,26.1,21.6,11:31:43.424
567,0.505,25.6,1.5,0.265,27.1,0.0,60.212,2.53,60.212,2.001,22.9,28.2,20.9,11:31:44.557
568,0.555,25.6,1.5,0.264,25.7,0.0,61.052,2.19,61.052,2.077,23.2,28.2,21.8,11:31:45.694
569,0.505,25.6,1.5,0.294,25.7,0.0,59.852,2.001,59.859,2.115,23.2,28.2,21.3,11:31:46.832
570,0.538,25.6,1.5,0.242,25.7,0.0,59.662,2.115,59.662,1.737,23.2,28.2,22.3,11:31:47.971
571,0.576,25.6,1.5,0.305,25.7,0.0,60.152,1.926,60.152,2.417,23.4,28.2,20.4,11:31:49.105
572,0.629,27.1,1.5,0.308,25.7,0.0,59.807,1.548,59.807,1.926,23.2,26.1,21.6,11:31:50.242
573,0.577,25.6,1.5,0.291,25.7,0.0,59.875,1.661,59.875,2.341,23.2,28.2,21.3,11:31:51.395
574,0.613,27.1,1.5,0.227,25.7,0.0,59.945,2.266,59.945,2.152,23.2,28.2,21.6,11:31:52.529
575,0.472,27.1,1.5,0.247,25.7,0.0,60.058,2.379,60.058,2.832,22.9,28.2,21.3,11:31:53.667
576,0.524,27.1,1.5,0.291,25.7,0.0,60.264,2.152,60.264,2.832,23.6,28.2,21.3,11:31:54.802
577,0.536,25.6,1.5,0.295,25.7,0.0,60.094,2.001,60.094,1.737,23.2,28.2,20.9,11:31:55.955
578,0.571,25.6,1.5,0.328,25.7,0.0,60.092,2.152,60.092,2.115,23.4,28.2,21.3,11:31:57.091
579,0.555,27.1,1.5,0.269,25.7,0.0,60.013,1.737,60.013,2.303,23.4,28.2,20.9,11:31:58.229
580,0.531,27.1,1.5,0.309,25.7,0.0,59.963,1.397,59.963,2.303,23.6,28.2,21.6,11:31:59.365
581,0.513,27.1,1.5,0.286,25.7,0.0,59.949,1.661,59.949,2.152,23.2,28.2,21.3,11:32:00.519
582,0.492,27.1,1.5,0.276,25.7,0.0,60.022,2.417,60.022,3.096,23.4,28.2,20.7,11:32:01.653
583,0.53,27.1,1.5,0.337,25.7,0.0,60.209,1.888,60.209,2.605,23.6,28.2,21.1,11:32:02.786
584,0.555,27.1,1.5,0.24,25.7,0.0,59.9,2.152,59.9,2.115,23.4,28.2,20.7,11:32:03.928
585,0.608,25.6,1.5,0.275,25.7,0.0,60.274,2.152,60.274,2.719,22.9,26.1,20.9,11:32:05.083
586,0.581,25.6,1.5,0.256,25.7,0.0,59.978,1.85,59.978,2.152,23.2,26.1,21.1,11:32:06.221
587,0.513,25.6,1.5,0.288,25.7,0.0,59.977,1.284,59.977,2.643,23.2,26.1,21.6,11:32:07.376
588,0.635,25.6,1.5,0.308,25.7,0.0,59.642,2.115,59.642,2.077,23.2,26.1,21.1,11:32:08.515
589,0.603,25.6,1.5,0.337,25.7,0.0,60.198,2.228,60.198,2.643,23.2,26.2,21.3,11:32:09.655
590,0.53,27.1,1.5,0.278,25.7,0.0,60.238,1.775,60.238,3.172,23.8,26.2,21.1,11:32:10.789
591,0.544,27.1,1.5,0.266,25.7,0.0,59.797,2.379,59.797,2.605,23.2,26.2,21.3,11:32:11.923
592,0.488,27.1,1.5,0.278,25.7,0.0,60.03,2.19,60.03,2.341,23.2,28.2,21.1,11:32:13.057
593,0.515,25.6,1.5,0.276,25.7,0.0,60.094,2.077,60.094,1.888,23.8,26.2,20.9,11:32:14.214
594,0.591,25.6,1.5,0.259,25.7,0.0,59.862,1.775,59.862,2.228,23.2,26.1,21.3,11:32:15.354
595,0.515,25.6,1.5,0.353,25.7,0.0,59.957,1.737,59.957,2.152,23.4,26.2,20.9,11:32:16.518
596,0.531,25.6,1.5,0.232,25.7,0.0,59.717,2.152,59.717,2.492,23.2,26.2,21.8,11:32:17.652
597,0.546,25.6,1.5,0.31,27.1,0.0,60.482,2.719,60.482,2.417,23.6,26.2,20.9,11:32:18.803
598,0.592,25.6,1.5,0.299,25.7,0.0,60.136,2.341,60.136,3.134,23.4,26.2,22.0,11:32:19.940
599,0.571,25.6,1.5,0.281,25.7,0.0,59.937,3.172,59.937,2.152,23.2,26.2,21.1,11:32:21.076
600,0.582,25.6,1.5,0.223,25.7,0.0,60.253,2.228,60.253,1.888,23.4,26.2,20.9,11:32:22.211
601,0.558,25.6,1.5,0.286,25.7,0.0,59.483,2.417,59.483,2.001,23.2,26.2,20.9,11:32:23.342
602,0.479,27.1,1.5,0.3,25.7,0.0,59.733,2.341,59.733,2.303,23.8,26.2,22.0,11:32:24.477
603,0.546,27.1,1.5,0.293,25.7,0.0,60.458,1.737,60.458,2.341,23.6,26.2,21.1,11:32:25.614
604,0.577,25.6,1.5,0.288,25.7,0.0,59.972,1.775,59.972,2.266,23.8,28.3,21.6,11:32:26.751
605,0.574,25.6,1.5,0.271,25.7,0.0,59.557,2.832,59.557,2.492,23.4,28.3,21.1,11:32:27.885
606,0.601,25.6,1.5,0.303,25.7,0.0,59.65,2.341,59.65,2.605,23.4,28.3,21.8,11:32:29.021
607,0.605,25.6,1.5,0.254,25.7,0.0,59.498,2.681,59.498,2.832,23.4,28.2,20.7,11:32:30.158
608,0.518,25.6,1.5,0.304,25.7,0.0,60.271,2.039,60.271,2.492,23.8,28.2,21.8,11:32:31.309
609,0.629,25.6,1.5,0.28,25.7,0.0,59.987,2.605,59.987,2.19,23.2,28.3,20.9,11:32:32.445
610,0.565,25.6,1.5,0.291,25.7,0.0,59.86,2.492,59.86,1.661,23.2,28.3,21.6,11:32:33.584
611,0.541,25.6,1.5,0.26,25.7,0.0,59.973,1.85,59.973,2.794,23.8,26.2,21.6,11:32:34.738
612,0.493,25.6,1.5,0.286,25.7,0.0,60.124,1.812,60.124,2.681,23.8,26.2,20.9,11:32:35.873
613,0.56,27.1,1.5,0.271,25.7,0.0,59.924,2.379,59.924,3.512,23.8,26.2,21.3,11:32:37.024
614,0.548,27.1,1.5,0.251,25.7,0.0,59.988,2.152,59.988,3.096,23.2,26.2,21.3,11:32:38.162
615,0.626,25.6,1.5,0.255,25.7,0.0,59.925,1.964,59.925,2.643,23.8,26.2,21.1,11:32:39.301
616,0.553,25.6,1.5,0.31,25.7,0.0,59.857,2.303,59.857,2.379,23.8,26.2,20.9,11:32:40.434
617,0.492,25.6,1.5,0.352,25.7,0.0,60.043,2.19,60.043,1.737,23.2,26.2,21.3,11:32:41.585
618,0.505,27.1,1.5,0.231,25.7,0.0,60.066,1.699,60.066,2.228,23.6,26.2,21.3,11:32:42.735
619,0.548,25.6,1.5,0.265,25.7,0.0,59.766,1.888,59.766,2.266,23.8,26.2,20.9,11:32:43.868
620,0.601,27.1,1.5,0.333,25.7,0.0,59.713,2.19,59.713,2.53,23.4,26.2,21.6,11:32:45.020
621,0.571,27.1,1.5,0.316,25.7,0.0,60.062,1.888,60.062,3.096,23.2,26.2,21.8,11:32:46.155
622,0.584,27.1,1.5,0.264,25.7,0.0,59.786,1.964,59.786,2.87,23.6,26.2,21.8,11:32:47.294
623,0.535,25.6,1.5,0.286,25.7,0.0,60.165,2.115,60.165,2.719,23.2,26.2,21.3,11:32:48.431
624,0.538,25.6,1.5,0.228,25.7,0.0,60.623,2.115,60.623,2.492,23.8,26.2,21.3,11:32:49.570
625,0.551,25.6,1.5,0.273,25.7,0.0,60.111,2.53,60.111,2.568,23.4,26.2,21.1,11:32:50.721
626,0.564,25.6,1.5,0.295,25.7,0.0,59.813,2.341,59.813,2.832,23.8,26.2,21.3,11:32:51.860
627,0.548,27.1,1.5,0.294,25.7,0.0,60.954,1.85,60.954,2.568,23.6,26.2,21.6,11:32:53.006
628,0.515,27.1,1.5,0.255,25.7,0.0,59.986,1.964,59.986,2.643,23.4,26.2,21.6,11:32:54.147
629,0.54,25.6,1.5,0.271,25.7,0.0,60.067,1.926,60.067,3.021,23.2,26.2,21.8,11:32:55.280
630,0.598,27.1,1.5,0.309,25.7,0.0,60.066,2.152,60.066,2.379,23.2,26.2,21.3,11:32:56.429
631,0.576,25.6,1.5,0.238,25.7,0.0,59.981,2.266,59.981,2.228,23.6,26.2,21.3,11:32:57.563
632,0.553,27.1,1.5,0.25,25.7,0.0,59.934,2.039,59.934,1.85,23.4,26.2,21.3,11:32:58.714
633,0.526,25.6,1.5,0.231,25.7,0.0,59.907,1.926,59.907,2.077,23.8,26.2,21.6,11:32:59.845
634,0.546,25.6,1.5,0.281,25.7,0.0,59.923,2.568,59.923,2.115,24.1,26.2,21.8,11:33:00.978
635,0.492,25.6,1.5,0.289,25.7,0.0,60.255,1.926,60.255,3.096,23.2,26.2,21.8,11:33:02.126
636,0.587,25.6,1.5,0.286,25.7,0.0,60.03,1.812,60.03,2.756,23.8,26.2,21.8,11:33:03.259
637,0.52,25.6,1.5,0.322,25.7,0.0,59.864,1.888,59.864,2.341,23.8,26.2,21.3,11:33:04.399
638,0.549,25.6,1.5,0.304,25.7,0.0,59.516,2.87,59.516,2.341,23.2,26.2,21.3,11:33:05.549
639,0.505,27.1,1.5,0.28,25.7,0.0,60.432,2.039,60.432,2.152,24.1,26.2,21.3,11:33:06.702
640,0.505,27.1,1.5,0.269,25.7,0.0,59.988,2.454,59.988,2.454,23.6,28.3,21.3,11:33:07.856
641,0.568,27.1,1.5,0.276,25.7,0.0,60.343,1.926,60.343,2.228,23.8,28.3,21.3,11:33:08.993
642,0.548,27.1,1.5,0.304,25.7,0.0,59.85,2.039,59.85,2.719,23.6,26.2,21.8,11:33:10.135
643,0.577,25.6,1.5,0.269,25.7,0.0,59.914,2.152,59.914,2.756,23.6,28.3,21.1,11:33:11.296
644,0.588,25.6,1.5,0.27,25.7,0.0,59.617,2.908,59.617,2.303,24.1,28.3,21.3,11:33:12.432
645,0.568,25.6,1.5,0.273,25.7,0.0,59.709,2.152,59.709,1.812,23.8,26.2,21.6,11:33:13.584
646,0.559,25.6,1.5,0.255,25.7,0.0,59.986,2.039,59.986,2.039,23.2,28.3,20.9,11:33:14.720
647,0.582,25.6,1.5,0.293,25.7,0.0,59.895,2.568,59.895,2.303,23.2,28.3,21.3,11:33:15.855
648,0.588,27.1,1.5,0.321,25.7,0.0,60.028,2.303,60.028,1.473,23.6,28.3,21.6,11:33:16.991
649,0.558,27.1,1.5,0.259,25.7,0.0,59.861,1.586,59.861,3.738,23.8,28.3,21.1,11:33:18.130
650,0.526,27.1,1.5,0.294,25.7,0.0,59.948,1.661,59.948,2.681,24.1,28.3,20.9,11:33:19.267
651,0.529,27.1,1.5,0.326,25.7,0.0,60.044,1.926,60.044,2.681,24.1,28.3,21.3,11:33:20.406
652,0.518,27.1,1.5,0.251,25.7,0.0,58.992,3.7,58.992,2.19,23.8,28.3,21.3,11:33:21.556
653,0.588,27.1,1.5,0.308,25.7,0.0,60.13,2.53,60.13,2.87,24.1,28.3,21.3,11:33:22.702
654,0.54,25.6,1.5,0.273,25.7,0.0,60.01,2.152,60.01,2.417,23.8,26.2,21.3,11:33:23.853
655,0.584,25.6,1.5,0.242,27.2,0.0,59.639,2.87,59.639,2.568,23.8,26.2,22.3,11:33:25.004
656,0.553,25.6,1.5,0.294,25.7,0.0,59.911,2.115,59.911,3.059,23.4,26.2,21.3,11:33:26.143
657,0.597,25.6,1.5,0.26,27.2,0.0,59.747,2.152,59.747,2.756,23.6,26.2,21.6,11:33:27.293
658,0.582,25.6,1.5,0.243,27.2,0.0,59.668,2.568,59.668,2.266,23.6,26.2,22.0,11:33:28.427
659,0.531,25.6,1.5,0.219,25.7,0.0,59.997,2.87,59.997,2.303,23.6,26.2,21.3,11:33:29.561
660,0.584,25.6,1.5,0.261,27.2,0.0,60.048,1.926,60.048,2.228,23.6,26.2,21.1,11:33:30.727
661,0.582,25.6,1.5,0.265,27.2,0.0,60.025,1.775,60.025,2.983,23.8,26.2,21.6,11:33:31.863
662,0.549,25.6,1.5,0.327,27.2,0.0,60.672,2.228,60.672,2.87,23.6,26.2,21.3,11:33:33.002
663,0.569,25.6,1.5,0.281,27.2,0.0,59.738,2.001,59.738,2.492,23.8,26.2,21.8,11:33:34.148
664,0.536,25.6,1.5,0.261,27.2,0.0,59.639,2.228,59.639,2.756,23.6,26.3,21.3,11:33:35.286
665,0.544,25.6,1.5,0.233,27.2,0.0,59.82,2.719,59.82,2.794,23.6,26.2,21.1,11:33:36.419
666,0.591,25.6,1.5,0.259,25.7,0.0,60.607,2.492,60.607,2.228,24.1,26.2,21.3,11:33:37.550
667,0.51,25.6,1.5,0.259,27.2,0.0,60.276,2.643,60.276,1.964,23.4,26.2,21.8,11:33:38.704
