Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
1112,0.563,27.4,1.5,0.247,25.9,0.0,59.855,2.266,59.855,2.417,25.4,26.6,23.6,11:42:15.642
1113,0.615,25.9,1.5,0.273,25.9,0.0,60.27,2.266,60.27,2.303,25.4,26.6,23.8,11:42:16.810
1114,0.603,25.9,1.5,0.26,27.3,0.0,59.95,2.001,59.95,2.643,25.4,28.7,22.5,11:42:17.990
1115,0.576,27.4,1.5,0.247,25.9,0.0,60.34,2.568,60.34,3.096,25.4,26.6,23.4,11:42:19.168
1116,0.563,25.9,1.5,0.265,27.3,0.0,59.903,1.548,59.903,2.643,25.4,28.7,22.9,11:42:20.348
1117,0.591,25.9,1.5,0.291,25.9,0.0,59.886,2.115,59.886,2.87,25.4,26.6,23.4,11:42:21.516
1118,0.607,26.0,1.5,0.269,25.9,0.0,60.029,2.568,60.029,2.756,25.2,26.6,22.9,11:42:22.684
1119,0.553,25.9,1.5,0.305,27.3,0.0,59.91,2.454,59.91,2.379,25.2,28.7,22.9,11:42:23.856
1120,0.568,25.9,1.5,0.281,25.9,0.0,60.081,2.417,60.081,2.794,25.4,26.6,22.9,11:42:25.023
1121,0.568,26.0,1.5,0.284,25.9,0.0,60.046,2.568,60.046,2.643,25.4,26.6,22.9,11:42:26.195
1122,0.521,25.9,1.5,0.232,27.3,0.0,59.933,1.775,59.933,2.303,25.4,28.7,22.7,11:42:27.365
1123,0.693,25.9,1.5,0.273,25.9,0.0,60.385,2.303,60.385,3.172,25.2,26.6,23.4,11:42:28.533
1124,0.576,25.9,1.5,0.28,25.9,0.0,59.995,2.228,59.995,2.341,25.7,26.6,23.4,11:42:29.717
1125,0.565,26.0,1.5,0.248,27.3,0.0,60.097,1.661,60.097,2.681,25.4,28.7,23.4,11:42:30.877
1126,0.548,25.9,1.5,0.321,25.9,0.0,59.663,2.983,59.663,3.512,25.2,26.7,22.5,11:42:32.046
1127,0.584,27.4,1.5,0.256,25.9,0.0,60.485,2.228,60.485,3.361,25.4,26.6,23.4,11:42:33.213
1128,0.524,26.0,1.5,0.255,27.3,0.0,59.798,2.19,59.798,2.681,25.4,28.7,23.2,11:42:34.388
1129,0.645,26.0,1.5,0.308,25.9,0.0,59.874,2.039,59.874,2.794,25.4,28.8,23.4,11:42:35.603
1130,0.54,26.0,1.5,0.26,27.3,0.0,59.872,2.039,59.872,2.794,25.4,28.8,23.2,11:42:36.766
1131,0.56,27.4,1.5,0.266,25.9,0.0,60.05,3.059,60.05,2.832,25.4,26.7,22.9,11:42:37.949
1132,0.56,26.0,1.5,0.283,25.9,0.0,59.812,2.341,59.812,2.303,25.4,28.7,22.9,11:42:39.114
1133,0.569,26.0,1.5,0.275,25.9,0.0,59.899,2.115,59.899,2.908,25.7,26.6,22.9,11:42:40.299
1134,0.581,27.4,1.5,0.278,25.9,0.0,59.997,2.417,59.997,2.152,25.2,26.6,22.9,11:42:41.464
1135,0.584,26.0,1.5,0.269,27.3,0.0,60.162,2.417,60.162,2.87,25.0,28.8,23.4,11:42:42.631
1136,0.544,25.9,1.5,0.299,27.3,0.0,59.831,2.303,59.831,3.134,25.4,26.6,23.2,11:42:43.797
1137,0.573,27.4,1.5,0.231,25.9,0.0,59.586,3.7,59.586,2.454,25.4,26.7,23.2,11:42:44.966
1138,0.505,26.0,1.5,0.289,25.9,0.0,60.924,2.417,60.924,2.756,25.4,28.8,22.9,11:42:46.134
1139,0.646,26.0,1.5,0.294,25.9,0.0,60.003,2.039,60.003,2.908,25.4,26.6,22.9,11:42:47.317
1140,0.558,26.0,1.5,0.25,25.9,0.0,60.196,1.926,59.801,2.681,25.2,28.7,23.4,11:42:48.500
1141,0.596,25.9,1.5,0.266,27.3,0.0,59.743,3.247,59.743,2.983,25.2,26.7,23.4,11:42:49.669
1142,0.563,26.0,1.5,0.243,25.9,0.0,60.695,2.379,60.695,2.115,25.2,26.7,23.4,11:42:50.832
1143,0.548,27.4,1.5,0.269,25.9,0.0,58.891,3.285,58.891,2.568,25.4,26.7,22.5,11:42:51.995
1144,0.559,26.0,1.5,0.333,25.9,0.0,59.788,3.021,59.788,2.983,25.2,28.8,23.2,11:42:53.161
1145,0.592,26.0,1.5,0.308,25.9,0.0,59.979,1.586,59.979,2.19,25.0,26.7,22.9,11:42:54.347
1146,0.568,26.0,1.5,0.293,25.9,0.0,60.485,2.605,60.485,2.53,25.7,28.8,23.2,11:42:55.533
1147,0.536,26.0,1.5,0.255,27.3,0.0,60.044,2.719,60.044,2.379,25.7,26.7,23.2,11:42:56.696
1148,0.563,26.0,1.5,0.231,25.9,0.0,59.912,2.039,59.912,2.001,25.4,26.6,22.9,11:42:57.866
1149,0.543,26.0,1.5,0.271,27.3,0.0,59.697,2.832,59.697,2.492,25.2,26.7,23.6,11:42:59.050
1150,0.592,26.0,1.5,0.27,25.9,0.0,59.95,1.775,59.95,2.756,25.4,26.7,23.4,11:43:00.238
1151,0.555,26.0,1.5,0.355,25.9,0.0,60.114,2.19,60.114,3.927,25.9,28.8,23.4,11:43:01.405
1152,0.463,26.0,1.5,0.322,25.9,0.0,59.677,2.417,59.677,1.812,25.9,26.7,22.5,11:43:02.589
1153,0.493,26.0,1.5,0.278,25.9,0.0,60.042,2.719,60.042,2.908,25.4,28.8,23.2,11:43:03.773
1154,0.569,26.0,1.5,0.251,27.3,0.0,60.015,3.323,60.015,3.285,25.2,26.7,22.9,11:43:04.938
1155,0.626,26.0,1.5,0.323,25.9,0.0,60.319,1.85,60.319,2.379,25.7,26.7,22.9,11:43:06.105
1156,0.586,26.0,1.5,0.331,25.9,0.0,60.256,1.964,60.256,2.908,25.4,28.8,22.9,11:43:07.286
1157,0.526,26.0,1.5,0.259,25.9,0.0,59.738,2.454,59.738,2.379,25.2,26.7,23.6,11:43:08.467
1158,0.511,27.4,1.5,0.269,25.9,0.0,59.747,2.341,59.747,2.379,25.7,28.8,23.2,11:43:09.647
1159,0.608,26.0,1.5,0.226,27.3,0.0,60.101,2.53,60.101,2.266,25.4,26.6,23.4,11:43:10.811
1160,0.584,27.4,1.5,0.266,25.9,0.0,59.693,2.87,59.693,2.492,25.4,26.7,23.4,11:43:11.992
1161,0.564,25.9,1.5,0.283,25.9,0.0,60.064,2.379,60.064,2.643,25.4,26.7,22.9,11:43:13.170
1162,0.574,26.0,1.5,0.321,25.9,0.0,59.597,2.228,59.597,2.379,25.4,26.6,22.9,11:43:14.352
1163,0.569,27.5,1.5,0.25,25.9,0.0,59.756,2.077,59.756,2.568,25.4,28.8,22.5,11:43:15.517
1164,0.553,26.0,1.5,0.247,27.3,0.0,60.323,2.266,60.323,2.001,25.7,26.7,23.2,11:43:16.704
1165,0.581,27.4,1.5,0.291,25.9,0.0,60.024,2.001,60.024,2.719,25.7,26.7,23.2,11:43:17.880
1166,0.613,26.0,1.5,0.261,27.3,0.0,60.03,2.53,60.03,2.492,25.7,26.7,23.6,11:43:19.066
1167,0.529,27.4,1.5,0.299,25.9,0.0,59.885,1.812,59.885,2.794,25.9,26.7,22.9,11:43:20.233
1168,0.498,26.0,1.5,0.259,27.3,0.0,59.867,2.756,59.867,2.756,25.7,26.7,23.6,11:43:21.431
1169,0.586,26.0,1.5,0.284,25.9,0.0,59.593,2.266,59.593,2.945,25.7,28.8,23.2,11:43:22.637
1170,0.551,26.0,1.5,0.27,27.4,0.0,59.88,2.53,59.88,2.832,25.4,26.7,23.2,11:43:23.818
1171,0.597,27.5,1.5,0.326,25.9,0.0,59.389,2.379,59.389,2.077,25.2,28.8,22.9,11:43:24.981
1172,0.603,26.0,1.5,0.281,27.3,0.0,60.704,2.454,60.704,3.814,25.7,26.7,23.4,11:43:26.164
1173,0.555,26.0,1.5,0.251,25.9,0.0,59.924,1.737,59.924,2.945,25.4,26.7,22.9,11:43:27.347
1174,0.518,27.4,1.5,0.276,25.9,0.0,59.839,2.303,59.839,2.417,25.9,28.8,23.4,11:43:28.509
1175,0.549,26.0,1.5,0.284,27.4,0.0,60.249,2.492,60.249,2.379,25.7,26.7,23.4,11:43:29.677
1176,0.577,26.0,1.5,0.222,25.9,0.0,59.662,2.077,59.662,2.341,25.4,26.7,22.9,11:43:30.852
1177,0.564,26.0,1.5,0.254,25.9,0.0,60.29,2.605,60.29,2.719,25.4,26.7,23.2,11:43:32.034
1178,0.52,26.0,1.5,0.347,27.3,0.0,60.145,2.228,60.145,2.341,25.9,26.7,23.2,11:43:33.202
1179,0.533,27.4,1.5,0.3,25.9,0.0,59.531,2.454,59.531,2.908,25.7,28.8,23.4,11:43:34.369
1180,0.629,26.0,1.5,0.255,27.4,0.0,59.648,2.908,60.404,2.152,25.9,26.7,22.9,11:43:35.564
1181,0.559,27.4,1.5,0.289,25.9,0.0,59.987,2.228,59.987,2.228,25.4,28.8,23.6,11:43:36.747
1182,0.553,25.9,1.5,0.188,27.3,0.0,60.098,2.417,59.807,2.756,25.4,26.7,23.4,11:43:37.931
1183,0.579,26.0,1.5,0.259,25.9,0.0,59.748,2.832,59.748,2.152,25.4,26.7,22.9,11:43:39.099
1184,0.543,26.0,1.5,0.259,25.9,0.0,59.851,2.001,59.851,3.021,25.2,26.7,22.9,11:43:40.282
1185,0.587,25.9,1.5,0.291,25.9,0.0,59.618,2.643,59.618,2.303,25.9,26.7,22.9,11:43:41.466
1186,0.553,26.0,1.5,0.298,25.9,0.0,59.859,2.417,59.859,2.417,25.4,26.7,23.2,11:43:42.647
1187,0.563,26.0,1.5,0.254,25.9,0.0,59.665,2.341,59.665,2.228,25.9,26.7,23.4,11:43:43.835
1188,0.601,26.0,1.5,0.261,25.9,0.0,60.112,2.228,60.112,2.756,25.9,26.7,23.8,11:43:45.014
1189,0.592,26.0,1.5,0.223,25.9,0.0,60.705,1.85,60.705,2.832,25.4,28.8,22.9,11:43:46.237
1190,0.56,26.0,1.5,0.243,25.9,0.0,59.641,3.172,59.641,2.492,25.9,26.7,23.4,11:43:47.425
1191,0.513,26.0,1.5,0.299,27.3,0.0,59.649,2.228,59.649,2.417,25.7,26.7,22.3,11:43:48.620
1192,0.558,26.0,1.5,0.26,27.4,0.0,60.248,2.454,60.248,3.021,25.4,26.6,23.4,11:43:49.785
1193,0.554,26.0,1.5,0.254,25.9,0.0,59.528,2.53,59.528,2.001,25.4,26.7,23.4,11:43:50.981
1194,0.563,26.0,1.5,0.27,27.4,0.0,59.9,2.492,59.9,2.945,25.9,26.7,22.9,11:43:52.159
1195,0.563,27.4,1.5,0.28,25.9,0.0,60.015,2.001,60.015,2.719,25.9,28.8,22.9,11:43:53.339
1196,0.565,26.0,1.5,0.243,27.4,0.0,59.779,3.21,59.779,2.643,25.4,26.7,23.4,11:43:54.524
1197,0.579,26.0,1.5,0.27,27.4,0.0,59.923,2.001,59.923,2.115,25.4,26.7,22.9,11:43:55.736
1198,0.568,26.0,1.5,0.264,25.9,0.0,60.504,2.228,60.504,2.908,25.4,26.7,23.4,11:43:56.908
1199,0.581,26.0,1.5,0.265,25.9,0.0,59.956,2.454,59.956,1.888,25.2,26.7,23.2,11:43:58.088
1200,0.543,26.0,1.5,0.3,25.9,0.0,61.042,1.85,61.042,2.908,25.9,26.7,22.5,11:43:59.274
1201,0.558,27.5,1.5,0.261,25.9,0.0,59.317,3.323,59.317,2.492,25.9,28.8,23.4,11:44:00.440
1202,0.564,26.0,1.5,0.288,27.4,0.0,60.009,1.926,60.009,2.454,25.7,26.7,22.7,11:44:01.624
1203,0.525,26.0,1.5,0.254,25.9,0.0,59.537,2.53,59.537,2.568,25.9,28.8,23.2,11:44:02.810
1204,0.553,26.0,1.5,0.259,27.4,0.0,60.102,2.266,60.102,2.379,25.4,26.7,23.8,11:44:03.995
1205,0.603,26.0,1.5,0.248,25.9,0.0,59.746,2.417,59.746,2.719,25.7,26.7,23.6,11:44:05.196
1206,0.574,27.5,1.5,0.221,25.9,0.0,60.05,1.812,60.05,3.398,25.4,28.8,22.9,11:44:06.393
1207,0.568,26.0,1.5,0.294,27.4,0.0,60.6,2.115,60.6,1.964,25.9,26.7,22.9,11:44:07.576
1208,0.576,27.5,1.5,0.278,25.9,0.0,59.963,2.454,59.963,2.87,25.9,28.8,22.7,11:44:08.776
1209,0.548,26.0,1.5,0.276,27.4,0.0,59.732,2.794,59.732,2.341,25.4,26.7,22.3,11:44:09.959
1210,0.549,27.5,1.5,0.283,25.9,0.0,59.124,3.247,59.124,2.908,25.4,28.8,23.6,11:44:11.131
1211,0.551,26.0,1.5,0.27,27.4,0.0,60.455,2.115,60.455,2.719,25.9,26.7,24.1,11:44:12.316
1212,0.571,26.0,1.5,0.256,25.9,0.0,60.212,2.152,60.212,2.568,25.9,28.8,23.4,11:44:13.498
1213,0.511,26.0,1.5,0.265,27.4,0.0,60.052,2.719,60.052,2.417,25.9,26.7,23.2,11:44:14.694
1214,0.546,27.5,1.5,0.291,25.9,0.0,59.927,2.19,59.927,2.908,26.1,28.8,23.4,11:44:15.884
1215,0.596,26.0,1.5,0.227,27.4,0.0,59.851,2.756,59.851,2.379,25.7,26.7,22.9,11:44:17.066
1216,0.576,27.5,1.5,0.254,25.9,0.0,59.908,1.964,59.908,2.908,25.9,28.8,23.8,11:44:18.250
1217,0.584,26.0,1.5,0.238,25.9,0.0,59.979,2.719,59.979,2.379,25.7,26.7,23.4,11:44:19.448
1218,0.546,26.0,1.5,0.295,25.9,0.0,60.011,2.568,60.011,2.568,25.2,26.7,22.9,11:44:20.633
1219,0.613,26.0,1.5,0.283,27.4,0.0,59.976,2.643,59.976,2.605,25.9,26.7,23.4,11:44:21.802
1220,0.565,26.0,1.5,0.341,25.9,0.0,60.197,2.87,60.197,3.172,25.7,26.7,23.4,11:44:22.988
1221,0.576,26.0,1.5,0.305,25.9,0.0,59.614,2.794,59.614,3.021,25.7,26.7,23.4,11:44:24.185
1222,0.548,26.0,1.5,0.243,25.9,0.0,59.83,1.85,59.83,2.039,26.1,26.7,23.4,11:44:25.365
1223,0.535,26.0,1.5,0.223,25.9,0.0,60.88,2.643,60.88,2.341,25.7,26.7,23.4,11:44:26.550
1224,0.551,26.0,1.5,0.255,25.9,0.0,59.391,2.756,59.391,2.454,25.9,26.7,23.2,11:44:27.731
1225,0.529,26.0,1.5,0.298,27.4,0.0,60.052,2.681,60.052,3.096,25.9,26.7,23.4,11:44:28.916
1226,0.553,27.5,1.5,0.295,25.9,0.0,60.304,2.077,60.304,2.152,25.9,28.8,23.2,11:44:30.098
1227,0.579,26.0,1.5,0.183,25.9,0.0,59.803,2.303,59.803,3.549,25.9,26.7,23.8,11:44:31.294
1228,0.558,26.0,1.5,0.24,25.9,0.0,60.077,2.152,60.077,2.077,25.9,26.7,22.9,11:44:32.473
1229,0.559,26.0,1.5,0.336,27.4,0.0,59.543,2.832,59.543,2.379,25.7,26.7,23.4,11:44:33.647
1230,0.544,27.5,1.5,0.247,25.9,0.0,60.122,2.53,60.122,2.87,25.7,28.8,23.4,11:44:34.829
1231,0.597,26.0,1.5,0.376,25.9,0.0,60.179,2.341,60.179,3.021,25.9,26.7,23.6,11:44:36.027
1232,0.579,26.0,1.5,0.347,25.9,0.0,59.748,2.492,59.748,2.643,25.9,26.7,22.9,11:44:37.209
1233,0.555,26.0,1.5,0.276,25.9,0.0,59.725,2.228,59.725,2.945,25.9,28.8,23.6,11:44:38.404
1234,0.524,26.0,1.5,0.211,25.9,0.0,59.994,2.379,59.994,2.417,26.1,26.7,22.9,11:44:39.586
1235,0.554,26.0,1.5,0.284,25.9,0.0,59.911,2.303,59.911,2.719,25.9,26.7,23.6,11:44:40.765
1236,0.573,26.0,1.5,0.248,25.9,0.0,60.299,2.454,60.299,2.908,25.9,26.7,23.4,11:44:41.956
1237,0.613,26.0,1.5,0.27,25.9,0.0,59.983,2.039,59.983,2.681,25.9,28.8,23.2,11:44:43.141
1238,0.576,26.0,1.5,0.276,25.9,0.0,59.883,2.152,59.883,2.266,25.4,26.7,23.4,11:44:44.324
1239,0.535,27.5,1.5,0.266,25.9,0.0,59.847,2.832,59.847,2.87,25.7,28.8,23.8,11:44:45.520
1240,0.573,26.0,1.5,0.299,27.4,0.0,59.67,2.719,59.67,2.303,25.4,26.7,23.4,11:44:46.705
1241,0.538,26.0,1.5,0.281,25.9,0.0,60.059,2.341,60.059,3.021,25.9,28.8,23.4,11:44:47.885
1242,0.577,26.0,1.5,0.259,25.9,0.0,60.419,2.417,60.419,3.398,25.9,26.7,23.2,11:44:49.061
1243,0.554,26.0,1.5,0.276,25.9,0.0,59.908,1.85,59.908,3.285,25.7,28.8,23.4,11:44:50.241
1244,0.555,26.0,1.5,0.238,25.9,0.0,60.139,2.379,60.139,2.568,25.9,26.7,23.4,11:44:51.426
1245,0.571,26.0,1.5,0.284,25.9,0.0,59.79,2.19,59.79,2.266,25.9,28.8,23.4,11:44:52.611
1246,0.541,26.0,1.5,0.265,25.9,0.0,59.886,2.681,59.886,2.908,25.4,26.7,23.8,11:44:53.793
1247,0.626,26.0,1.5,0.284,25.9,0.0,61.108,1.926,61.108,2.341,25.4,28.8,23.6,11:44:54.987
1248,0.569,26.0,1.5,0.26,27.4,0.0,59.733,2.605,59.733,2.417,25.7,26.7,23.8,11:44:56.182
1249,0.554,26.0,1.5,0.273,25.9,0.0,59.892,2.152,59.892,3.134,25.9,26.7,23.6,11:44:57.382
1250,0.581,26.0,1.5,0.228,27.4,0.0,60.188,2.341,60.188,2.152,25.4,26.7,23.2,11:44:58.567
1251,0.598,26.0,1.5,0.283,25.9,0.0,59.747,2.152,59.747,3.965,25.9,26.7,23.2,11:44:59.753
1252,0.577,26.0,1.5,0.264,27.4,0.0,59.864,2.719,59.864,2.794,25.9,26.7,23.6,11:45:00.936
1253,0.591,27.5,1.5,0.295,25.9,0.0,60.639,2.379,60.639,2.077,25.4,26.7,23.6,11:45:02.117
1254,0.533,26.0,1.5,0.236,27.4,0.0,59.876,2.19,59.876,2.983,26.1,26.7,23.2,11:45:03.299
1255,0.598,27.5,1.5,0.231,25.9,0.0,60.078,1.888,60.078,1.812,25.9,26.7,22.3,11:45:04.480
1256,0.681,26.0,1.5,0.288,25.9,0.0,60.369,2.341,60.369,2.87,25.7,26.7,23.4,11:45:05.680
1257,0.531,26.0,1.5,0.275,25.9,0.0,59.899,2.001,59.899,2.605,25.9,26.7,23.4,11:45:06.863
1258,0.587,26.0,1.5,0.284,25.9,0.0,59.918,2.417,59.918,3.021,25.7,26.7,23.4,11:45:08.044
1259,0.591,26.0,1.5,0.31,25.9,0.0,59.944,1.661,59.944,2.303,25.9,26.7,23.6,11:45:09.230
1260,0.544,26.0,1.5,0.275,25.9,0.0,60.025,2.303,60.025,2.794,26.1,28.8,23.4,11:45:10.425
1261,0.573,26.0,1.5,0.328,25.9,0.0,59.887,2.643,59.887,2.077,25.9,26.7,23.4,11:45:11.604
1262,0.538,26.0,1.5,0.298,25.9,0.0,60.13,2.19,60.13,3.323,25.9,26.7,23.4,11:45:12.785
1263,0.507,26.0,1.5,0.276,27.4,0.0,59.903,1.964,59.903,2.228,25.7,26.7,23.4,11:45:13.981
1264,0.525,26.0,1.5,0.276,25.9,0.0,60.195,2.53,60.195,2.756,25.9,26.7,22.7,11:45:15.196
1265,0.555,26.0,1.5,0.305,25.9,0.0,60.282,1.85,60.282,2.568,25.9,28.8,23.4,11:45:16.395
1266,0.597,26.0,1.5,0.222,27.4,0.0,59.77,3.134,59.77,2.152,26.1,26.7,23.4,11:45:17.583
1267,0.553,26.0,1.5,0.3,25.9,0.0,60.477,1.926,60.477,4.154,25.7,28.8,23.2,11:45:18.762
1268,0.54,26.0,1.5,0.237,25.9,0.0,59.71,3.021,59.71,2.379,26.1,26.7,23.6,11:45:19.941
1269,0.563,26.0,1.5,0.212,25.9,0.0,60.028,1.85,60.028,2.983,25.9,28.8,23.4,11:45:21.123
1270,0.555,26.0,1.5,0.305,25.9,0.0,59.962,2.228,59.962,2.379,25.7,26.7,23.6,11:45:22.308
1271,0.554,26.0,1.5,0.299,25.9,0.0,59.161,2.983,59.161,2.417,25.9,28.8,22.9,11:45:23.491
1272,0.574,26.0,1.5,0.286,25.9,0.0,60.002,3.096,60.002,2.19,25.9,26.7,23.8,11:45:24.674
1273,0.564,26.0,1.5,0.281,25.9,0.0,60.282,2.341,60.282,2.53,25.9,26.7,23.8,11:45:25.856
1274,0.536,26.0,1.5,0.255,25.9,0.0,59.76,2.719,59.76,2.53,25.9,26.7,23.8,11:45:27.041
1275,0.596,26.0,1.5,0.25,25.9,0.0,60.047,2.001,60.047,2.945,25.7,28.8,23.4,11:45:28.223
1276,0.565,26.0,1.5,0.336,25.9,0.0,59.891,2.379,59.891,3.549,25.7,26.7,23.2,11:45:29.407
1277,0.565,26.0,1.5,0.305,27.4,0.0,60.739,2.266,60.739,1.888,25.9,26.7,23.2,11:45:30.587
1278,0.587,27.5,1.5,0.281,25.9,0.0,60.031,1.51,60.031,2.756,25.7,26.7,24.3,11:45:31.765
1279,0.531,26.0,1.5,0.254,25.9,0.0,59.965,2.53,59.965,2.341,25.9,28.8,23.4,11:45:32.971
1280,0.565,26.0,1.5,0.278,25.9,0.0,59.995,2.303,59.995,3.096,25.9,26.7,23.4,11:45:34.154
1281,0.554,26.0,1.5,0.309,25.9,0.0,59.979,2.077,59.979,2.152,25.4,28.8,23.8,11:45:35.335
1282,0.63,26.0,1.5,0.286,25.9,0.0,60.033,2.832,60.033,3.059,25.9,26.7,23.8,11:45:36.521
1283,0.584,27.5,1.5,0.276,25.9,0.0,60.889,2.115,60.889,2.945,25.9,26.7,23.8,11:45:37.720
1284,0.559,26.0,1.5,0.281,27.4,0.0,59.506,2.832,59.506,2.908,26.1,26.7,22.9,11:45:38.902
1285,0.571,27.5,1.5,0.309,25.9,0.0,60.019,2.077,60.019,2.228,26.3,26.7,23.4,11:45:40.092
1286,0.681,26.0,1.5,0.247,27.4,0.0,60.57,1.888,60.57,2.908,25.7,26.7,23.6,11:45:41.274
1287,0.571,27.5,1.5,0.309,25.9,0.0,59.959,2.568,59.959,1.964,25.9,26.7,23.8,11:45:42.461
1288,0.565,26.0,1.5,0.28,27.3,0.0,59.654,2.417,59.654,2.228,25.9,26.7,23.6,11:45:43.646
1289,0.501,26.0,1.5,0.304,25.9,0.0,59.764,3.021,59.764,2.303,25.4,26.7,23.8,11:45:44.851
1290,0.479,26.0,1.5,0.281,25.9,0.0,60.609,2.643,60.609,2.983,25.7,28.8,23.4,11:45:46.034
1291,0.629,26.0,1.5,0.221,25.9,0.0,59.956,2.303,59.956,2.303,25.9,26.7,23.8,11:45:47.218
1292,0.568,26.0,1.5,0.293,25.9,0.0,59.801,2.19,59.801,3.21,25.9,28.8,23.4,11:45:48.401
1293,0.576,26.0,1.5,0.264,27.4,0.0,60.337,2.417,60.337,1.926,25.9,26.7,23.4,11:45:49.587
1294,0.56,26.0,1.5,0.27,25.9,0.0,60.213,2.568,60.213,3.436,25.9,28.8,23.8,11:45:50.785
1295,0.564,26.0,1.5,0.27,25.9,0.0,59.955,2.454,59.955,2.454,25.9,26.7,23.6,11:45:51.969
1296,0.625,27.5,1.5,0.232,25.9,0.0,60.408,2.077,60.408,3.021,25.9,28.8,23.4,11:45:53.152
1297,0.596,26.0,1.5,0.266,25.9,0.0,60.011,2.19,60.011,2.492,25.7,26.7,23.2,11:45:54.340
1298,0.568,27.5,1.5,0.273,25.9,0.0,60.023,2.303,60.023,2.87,25.9,26.7,23.8,11:45:55.535
1299,0.581,26.0,1.5,0.265,25.9,0.0,60.128,1.964,60.128,2.115,25.9,28.8,23.2,11:45:56.736
1300,0.541,26.0,1.5,0.238,25.9,0.0,60.409,3.096,60.409,3.021,25.9,26.7,23.8,11:45:57.919
1301,0.587,26.0,1.5,0.289,27.4,0.0,59.943,2.115,59.943,2.53,25.9,26.7,23.4,11:45:59.099
1302,0.579,26.0,1.5,0.283,25.9,0.0,59.95,2.152,59.95,2.681,25.9,26.7,23.6,11:46:00.296
1303,0.511,26.0,1.5,0.273,25.9,0.0,59.394,2.341,59.394,1.85,25.7,28.8,23.4,11:46:01.479
1304,0.577,26.0,1.5,0.276,25.9,0.0,60.324,3.361,60.324,2.681,25.7,26.7,23.2,11:46:02.662
1305,0.56,27.5,1.5,0.219,25.9,0.0,59.813,2.115,59.813,3.21,25.9,26.7,23.8,11:46:03.863
1306,0.508,26.0,1.5,0.331,27.4,0.0,59.664,2.228,59.664,2.492,26.1,26.7,23.6,11:46:05.043
1307,0.601,27.5,1.5,0.295,25.9,0.0,59.954,1.812,59.954,4.569,25.9,26.7,23.4,11:46:06.245
1308,0.53,27.5,1.5,0.204,25.9,0.0,59.955,2.266,59.955,1.775,25.9,28.8,23.4,11:46:07.454
1309,0.603,26.0,1.5,0.259,25.9,0.0,59.253,2.945,59.253,2.53,26.3,26.7,23.6,11:46:08.638
1310,0.554,27.5,1.5,0.273,25.9,0.0,60.444,2.341,60.444,3.172,25.9,26.7,24.1,11:46:09.838
1311,0.598,26.0,1.5,0.271,27.4,0.0,60.343,3.549,60.343,2.87,26.3,26.7,23.8,11:46:11.024
1312,0.597,27.5,1.5,0.269,25.9,0.0,60.175,2.19,60.175,2.266,26.3,26.7,23.8,11:46:12.204
1313,0.549,26.0,1.5,0.266,27.4,0.0,59.551,3.247,59.551,2.756,25.9,26.7,23.4,11:46:13.385
1314,0.574,27.5,1.5,0.26,25.9,0.0,59.346,3.172,59.346,2.19,26.3,26.7,23.8,11:46:14.572
1315,0.563,26.0,1.5,0.214,27.4,0.0,60.181,2.341,60.181,3.549,25.7,26.7,23.8,11:46:15.756
1316,0.531,27.5,1.5,0.275,25.9,0.0,60.22,3.247,60.22,2.643,26.3,26.7,23.6,11:46:16.940
1317,0.576,26.0,1.5,0.245,27.4,0.0,60.742,1.888,60.742,2.832,26.6,26.7,23.8,11:46:18.119
1318,0.563,26.0,1.5,0.271,25.9,0.0,59.896,1.964,59.896,2.794,26.6,28.8,23.4,11:46:19.299
1319,0.577,26.0,1.5,0.291,27.4,0.0,59.769,2.19,59.769,2.266,26.1,26.7,23.2,11:46:20.498
1320,0.507,26.0,1.5,0.273,25.9,0.0,60.399,2.756,60.399,2.605,25.9,26.7,22.9,11:46:21.697
1321,0.56,26.0,1.5,0.261,25.9,0.0,60.402,2.568,60.402,2.832,25.9,26.7,23.8,11:46:22.896
1322,0.565,26.0,1.5,0.265,27.3,0.0,60.044,2.492,59.817,2.039,26.6,26.7,23.4,11:46:24.080
1323,0.576,27.5,1.5,0.291,25.9,0.0,59.955,1.473,59.955,2.983,25.4,26.7,23.4,11:46:25.261
1324,0.563,26.0,1.5,0.295,27.4,0.0,60.066,2.945,60.066,2.794,25.9,26.7,23.6,11:46:26.445
1325,0.544,26.0,1.5,0.321,25.9,0.0,60.414,1.812,60.414,2.379,26.1,28.8,23.6,11:46:27.628
1326,0.569,26.0,1.5,0.295,27.4,0.0,60.592,2.492,60.592,2.228,25.9,26.7,23.8,11:46:28.826
1327,0.636,26.0,1.5,0.295,25.9,0.0,59.974,2.454,59.974,2.832,26.3,26.7,23.8,11:46:30.022
1328,0.592,26.0,1.5,0.27,25.9,0.0,59.831,2.454,59.831,2.492,26.3,28.8,23.6,11:46:31.221
1329,0.577,26.0,1.5,0.227,27.4,0.0,60.036,2.605,60.036,2.492,25.9,28.8,23.2,11:46:32.433
1330,0.498,26.0,1.5,0.308,25.9,0.0,60.568,2.115,60.568,2.794,26.3,26.7,24.3,11:46:33.620
