Log,mixer_motor_temperature_M1,mixer_speed_M2,cp_temperature,cp_pressure,cp_flowrate,mixer_pressure,mixer_temperature_Funnel_outlet,mixer_torque_M2,mixer_temperature_Funnel,ac_flowrate,mixer_speed_M1,mixer_motor_temperature_M2,mixer_torque_M1,Time
445,19.8,60.266,24.8,0.619,3.0,0.293,28.5,3.247,25.8,103.2,60.266,21.3,2.605,12:20:02.622
446,20.2,59.949,24.8,0.551,3.0,0.266,28.5,2.719,27.3,103.2,59.949,22.0,2.643,12:20:03.744
447,20.4,59.844,24.8,0.612,3.0,0.332,26.4,2.794,25.8,103.2,59.844,21.6,3.059,12:20:04.870
448,20.0,60.317,24.8,0.648,3.0,0.283,26.4,2.983,25.8,103.2,60.317,21.6,2.19,12:20:06.008
449,19.8,59.969,26.2,0.619,3.0,0.275,26.4,3.361,25.8,103.2,59.969,21.3,1.737,12:20:07.130
450,19.8,59.577,26.2,0.608,3.0,0.248,26.4,3.172,25.8,103.2,59.577,21.8,2.454,12:20:08.269
451,19.8,59.835,26.2,0.56,3.0,0.237,26.4,2.454,25.8,103.2,59.835,21.6,2.417,12:20:09.407
452,20.7,59.726,26.2,0.586,3.0,0.3,26.4,3.361,25.8,103.2,59.726,21.6,3.285,12:20:10.528
453,20.2,60.068,26.2,0.616,3.0,0.326,26.4,3.474,25.8,103.2,60.068,22.0,2.794,12:20:11.682
454,20.2,60.1,26.2,0.558,3.0,0.25,26.4,2.568,25.8,103.2,60.1,21.8,2.908,12:20:12.820
455,20.0,60.076,26.2,0.621,3.0,0.245,26.4,2.681,25.8,103.2,60.076,21.6,2.643,12:20:13.954
456,20.2,60.078,26.2,0.587,3.0,0.26,26.3,3.21,25.8,103.2,60.078,21.8,2.266,12:20:15.097
457,20.4,60.002,26.2,0.625,3.0,0.264,26.3,2.492,25.8,103.2,60.002,21.3,1.926,12:20:16.234
458,20.2,60.056,26.2,0.641,3.0,0.271,26.3,3.134,25.7,103.2,60.056,21.8,3.247,12:20:17.386
459,19.8,60.268,24.7,0.582,3.0,0.265,26.3,2.492,25.7,103.2,60.268,22.0,2.53,12:20:18.505
460,20.2,60.148,24.8,0.612,3.0,0.221,26.3,3.852,25.7,103.2,60.148,21.6,2.341,12:20:19.644
461,19.5,59.514,24.7,0.636,3.0,0.328,28.4,3.927,25.7,103.2,59.514,21.6,4.04,12:20:20.779
462,19.8,60.747,24.7,0.631,3.0,0.254,28.4,3.663,25.7,103.2,60.747,22.0,2.681,12:20:21.917
463,20.4,60.211,24.7,0.601,3.0,0.304,28.4,3.436,25.7,103.2,60.211,21.8,2.945,12:20:23.056
464,19.8,59.787,24.7,0.612,3.0,0.28,28.4,2.719,27.2,103.2,59.787,21.3,3.096,12:20:24.193
465,19.5,61.094,24.8,0.558,3.0,0.298,28.4,2.492,25.7,103.2,61.094,21.8,3.096,12:20:25.337
466,20.4,59.827,24.7,0.607,3.0,0.328,28.4,2.303,27.2,103.2,59.827,22.3,3.247,12:20:26.468
467,20.2,59.81,24.7,0.565,3.0,0.232,26.3,2.492,27.2,103.2,59.81,21.6,2.681,12:20:27.596
468,19.8,59.912,24.8,0.616,3.0,0.26,26.3,2.643,25.7,103.2,59.912,22.0,2.832,12:20:28.724
469,20.2,59.965,24.8,0.597,3.0,0.295,26.3,2.492,25.7,103.2,59.965,21.8,2.756,12:20:29.863
470,19.8,59.899,24.8,0.577,3.0,0.284,26.3,2.719,25.7,103.2,59.899,21.6,2.266,12:20:31.005
471,20.2,59.834,24.7,0.701,3.0,0.233,26.3,3.436,25.7,103.2,59.834,21.6,2.115,12:20:32.142
472,20.0,60.023,24.7,0.586,3.0,0.291,26.3,3.436,25.7,103.2,60.023,21.6,2.681,12:20:33.277
473,20.2,60.685,26.2,0.576,3.0,0.256,26.3,2.53,25.7,103.2,60.685,21.6,2.303,12:20:34.412
474,19.5,59.811,24.8,0.497,3.0,0.321,26.2,3.134,25.7,103.2,59.811,21.8,3.361,12:20:35.555
475,20.2,59.773,26.2,0.573,3.0,0.271,26.3,3.059,25.7,103.2,59.773,22.3,3.096,12:20:36.691
476,19.8,60.482,24.7,0.588,3.0,0.275,26.2,2.832,25.7,103.2,60.482,22.3,2.681,12:20:37.845
477,19.3,59.857,24.7,0.571,3.0,0.28,26.2,2.719,25.7,103.2,59.857,21.6,2.492,12:20:38.983
478,19.8,59.848,24.7,0.613,3.0,0.278,26.2,3.134,25.7,103.2,59.848,21.6,1.586,12:20:40.123
479,20.0,59.127,24.7,0.62,3.0,0.278,26.2,2.794,25.7,103.2,59.127,21.6,3.361,12:20:41.265
480,20.2,60.517,24.7,0.591,3.0,0.236,26.2,2.681,25.7,103.2,60.517,21.6,2.794,12:20:42.405
481,19.8,59.691,24.7,0.56,3.0,0.28,26.2,3.21,25.7,103.2,59.691,22.0,3.172,12:20:43.544
482,20.4,60.033,26.2,0.651,3.0,0.264,26.2,3.474,25.7,103.2,60.033,22.0,2.756,12:20:44.677
483,19.5,60.536,26.2,0.582,3.0,0.303,26.2,2.756,25.7,103.2,60.536,21.8,2.983,12:20:45.818
484,20.2,60.099,26.2,0.581,3.0,0.264,26.2,2.87,25.7,103.2,60.099,22.3,2.605,12:20:46.955
485,20.0,60.055,26.2,0.63,3.0,0.269,26.2,2.605,25.7,103.2,60.055,21.3,2.039,12:20:48.096
486,20.2,59.566,24.7,0.558,3.0,0.261,26.2,2.454,25.6,103.2,59.566,22.3,2.719,12:20:49.254
487,19.8,60.097,24.7,0.605,3.0,0.216,26.2,2.643,25.7,103.2,60.097,21.3,2.379,12:20:50.396
488,19.8,59.928,24.7,0.603,3.0,0.294,26.2,3.625,25.7,103.2,59.928,21.8,2.756,12:20:51.533
489,19.8,60.116,24.7,0.613,3.0,0.323,26.2,3.889,25.7,103.2,60.116,22.0,3.059,12:20:52.670
490,20.2,60.063,24.7,0.555,3.0,0.278,26.2,2.945,25.7,103.2,60.063,21.8,3.7,12:20:53.810
491,20.0,59.58,24.7,0.535,3.0,0.317,26.2,3.776,25.6,103.2,59.58,21.8,2.983,12:20:54.954
492,20.2,59.761,24.7,0.667,3.0,0.293,26.2,2.908,25.6,103.2,59.761,21.6,2.492,12:20:56.088
493,19.3,60.415,24.7,0.608,3.0,0.278,26.2,2.341,25.6,103.2,60.415,21.8,2.417,12:20:57.227
494,20.4,60.055,26.2,0.63,3.0,0.283,26.2,2.417,25.6,103.2,60.055,21.8,2.568,12:20:58.363
495,19.5,59.731,26.2,0.559,3.0,0.276,26.2,2.756,25.6,103.2,59.731,21.8,3.21,12:20:59.500
496,19.8,59.948,26.2,0.526,3.0,0.226,26.2,4.267,25.6,103.2,59.948,22.3,2.568,12:21:00.641
497,20.4,59.696,26.2,0.607,3.0,0.298,26.2,4.909,25.6,103.2,59.696,22.0,3.625,12:21:01.780
498,20.2,60.616,26.2,0.579,3.0,0.255,26.2,3.059,25.6,103.2,60.616,21.6,3.21,12:21:02.920
499,19.8,59.834,26.2,0.631,3.0,0.323,26.2,3.059,25.6,103.2,59.834,21.6,2.983,12:21:04.060
500,19.8,59.999,26.2,0.593,3.0,0.247,26.1,2.794,25.6,103.2,59.999,21.8,2.53,12:21:05.199
501,20.4,60.129,26.2,0.56,3.0,0.264,26.2,2.492,25.6,103.2,60.129,21.6,2.945,12:21:06.330
502,20.7,59.833,26.2,0.588,3.0,0.26,26.1,2.379,25.6,103.2,59.833,21.8,3.172,12:21:07.468
503,20.0,59.687,26.2,0.597,3.0,0.219,26.1,3.512,25.6,103.2,59.687,21.8,3.7,12:21:08.608
504,20.4,59.998,26.2,0.535,3.0,0.273,26.1,3.323,25.6,103.2,59.998,22.0,2.794,12:21:09.747
505,20.4,59.929,26.2,0.564,3.0,0.265,26.1,2.643,25.6,103.2,59.929,21.8,2.681,12:21:10.888
506,20.4,60.206,24.7,0.596,3.0,0.255,26.1,3.247,25.6,103.2,60.206,22.3,2.303,12:21:12.026
507,19.8,59.87,24.7,0.526,3.0,0.309,26.1,3.134,25.6,103.2,59.87,22.3,2.303,12:21:13.164
508,20.7,59.407,24.7,0.571,3.0,0.245,28.2,3.134,27.1,103.2,59.407,22.0,3.059,12:21:14.281
509,20.2,60.049,24.7,0.541,3.0,0.238,28.2,2.681,27.1,103.2,60.049,22.5,2.794,12:21:15.415
510,20.9,59.958,24.7,0.648,3.0,0.288,28.2,3.587,27.1,103.2,59.958,21.8,3.587,12:21:16.554
511,20.4,59.921,24.7,0.608,3.0,0.273,28.2,2.605,27.1,103.2,59.921,22.3,3.21,12:21:17.695
512,20.4,60.117,24.7,0.579,3.0,0.251,28.2,2.643,25.6,103.2,60.117,22.0,2.983,12:21:18.830
513,19.8,60.576,24.7,0.587,3.0,0.265,28.2,2.605,25.6,103.2,60.576,21.8,2.87,12:21:19.969
514,20.9,59.91,24.7,0.577,3.0,0.26,26.1,2.983,27.1,103.2,59.91,22.0,1.775,12:21:21.128
515,20.9,59.878,24.7,0.598,3.0,0.322,26.1,3.096,27.1,103.2,59.878,21.6,1.964,12:21:22.266
516,20.0,59.811,24.7,0.568,3.0,0.347,26.1,3.096,27.1,103.2,59.811,21.8,2.454,12:21:23.403
517,20.2,60.433,24.7,0.602,3.0,0.216,26.1,3.172,25.6,103.2,60.433,22.3,3.172,12:21:24.558
518,19.5,59.623,24.7,0.634,3.0,0.269,26.1,3.021,27.0,103.2,59.623,21.8,3.398,12:21:25.694
519,19.8,60.257,24.7,0.63,3.0,0.308,26.1,2.719,25.6,103.2,60.257,21.6,3.172,12:21:26.833
520,20.9,60.035,24.7,0.598,3.0,0.269,26.1,3.021,27.1,103.2,60.035,22.3,2.643,12:21:27.972
521,19.8,59.85,24.7,0.568,3.0,0.245,26.1,2.945,27.0,103.2,59.85,22.3,2.266,12:21:29.110
522,20.0,59.058,24.7,0.568,3.0,0.284,26.1,3.021,25.6,103.2,59.058,22.0,2.983,12:21:30.263
523,20.9,60.004,24.7,0.533,3.0,0.299,26.1,3.285,25.6,103.2,60.004,22.0,3.436,12:21:31.421
524,20.2,60.547,24.7,0.612,3.0,0.284,26.1,3.096,25.6,103.2,60.547,21.8,3.852,12:21:32.559
525,20.4,60.44,26.2,0.576,3.0,0.28,26.0,2.605,25.5,103.2,60.44,22.3,3.059,12:21:33.718
526,20.2,59.999,26.2,0.587,3.0,0.243,26.0,2.756,25.6,103.2,59.999,21.8,2.945,12:21:34.855
527,20.4,59.876,26.2,0.587,3.0,0.221,26.0,3.021,25.5,103.2,59.876,21.8,2.568,12:21:35.995
528,20.7,60.008,24.7,0.636,3.0,0.198,28.1,3.625,25.5,103.2,60.008,22.3,2.53,12:21:37.163
529,19.5,60.033,24.7,0.624,3.0,0.245,28.1,3.172,25.5,103.2,60.033,22.3,2.983,12:21:38.302
530,20.9,59.942,24.7,0.582,3.0,0.271,28.1,2.719,25.5,103.2,59.942,22.0,3.059,12:21:39.440
531,19.8,59.802,24.7,0.608,3.0,0.259,28.1,3.21,25.5,103.2,59.802,22.3,3.172,12:21:40.578
532,21.1,59.88,24.7,0.625,3.0,0.266,28.1,2.681,25.5,103.2,59.88,22.0,2.605,12:21:41.722
533,20.4,58.812,24.7,0.576,3.0,0.256,28.1,2.492,25.5,103.2,58.812,21.8,4.267,12:21:42.860
534,20.4,59.819,24.7,0.621,3.0,0.251,28.1,2.945,25.5,103.2,59.819,22.3,2.454,12:21:43.995
535,20.4,59.798,26.2,0.608,3.0,0.28,26.0,3.398,25.5,103.2,59.798,22.0,2.115,12:21:45.129
536,20.2,60.092,26.2,0.592,3.0,0.283,26.0,3.096,25.5,103.2,60.092,21.6,2.115,12:21:46.269
537,20.2,60.225,26.2,0.608,3.0,0.24,26.0,2.53,25.5,103.2,60.225,22.0,2.417,12:21:47.406
538,20.4,60.275,26.2,0.596,3.0,0.326,28.1,3.323,25.5,103.2,60.275,22.3,2.983,12:21:48.557
539,20.0,60.149,26.2,0.615,3.0,0.216,28.1,2.832,25.5,103.2,60.149,22.3,2.983,12:21:49.697
540,20.4,60.557,24.7,0.638,3.0,0.243,28.1,2.19,25.5,103.2,60.557,22.0,2.756,12:21:50.852
541,20.7,59.732,24.7,0.62,3.0,0.299,28.1,2.643,25.5,103.2,59.732,22.0,2.417,12:21:51.983
542,20.2,59.856,26.2,0.629,3.0,0.278,28.1,2.756,25.5,103.2,59.856,22.3,2.001,12:21:53.122
543,20.2,60.714,26.2,0.616,3.0,0.284,28.1,2.643,25.5,103.2,60.714,21.8,2.983,12:21:54.258
544,20.9,59.96,26.2,0.546,3.0,0.314,28.1,2.794,25.5,103.2,59.96,22.5,2.228,12:21:55.394
545,20.7,60.751,26.2,0.64,3.0,0.293,26.0,3.361,25.5,103.2,60.751,22.0,2.605,12:21:56.525
546,20.7,59.618,26.2,0.56,3.0,0.269,26.0,3.096,25.5,103.2,59.618,21.8,3.436,12:21:57.663
547,20.0,59.509,26.2,0.592,3.0,0.247,28.1,2.341,25.5,103.2,59.509,22.3,3.927,12:21:58.816
548,20.4,60.123,26.2,0.573,3.0,0.305,26.0,2.794,25.5,103.2,60.123,22.5,3.285,12:21:59.949
549,20.4,59.968,26.2,0.555,3.0,0.278,28.1,2.152,25.5,103.2,59.968,21.8,2.152,12:22:01.100
550,20.4,59.805,26.2,0.602,3.0,0.288,28.1,2.643,25.5,103.2,59.805,22.3,2.19,12:22:02.239
551,20.7,60.302,26.2,0.535,3.0,0.255,28.1,2.303,25.5,103.2,60.302,21.8,2.379,12:22:03.373
552,20.4,59.807,26.2,0.603,3.0,0.265,26.0,2.945,25.5,103.2,59.807,22.3,3.172,12:22:04.505
553,20.7,60.455,24.7,0.586,3.0,0.3,26.0,3.474,25.5,103.2,60.455,21.8,2.454,12:22:05.642
554,20.4,59.58,26.2,0.608,3.0,0.295,28.1,3.512,25.5,103.2,59.58,22.5,3.21,12:22:06.795
555,20.0,59.798,26.2,0.616,3.0,0.3,28.1,2.643,25.5,103.2,59.798,22.0,3.059,12:22:07.945
556,20.2,59.866,26.2,0.636,3.0,0.275,28.1,3.059,25.5,103.2,59.866,22.3,2.605,12:22:09.078
557,20.4,60.113,26.2,0.573,3.0,0.273,28.1,2.417,25.5,103.2,60.113,22.3,2.417,12:22:10.232
558,20.2,60.746,26.2,0.588,3.0,0.271,28.1,2.983,25.5,103.2,60.746,22.7,2.568,12:22:11.370
559,20.2,59.78,26.2,0.535,3.0,0.25,28.1,3.059,25.5,103.2,59.78,22.3,2.53,12:22:12.508
560,20.9,60.055,26.2,0.629,3.0,0.245,28.1,4.003,25.5,103.2,60.055,22.3,2.001,12:22:13.650
561,20.7,59.836,26.2,0.546,3.0,0.204,28.0,2.605,25.5,103.2,59.836,22.0,3.247,12:22:14.788
562,20.2,60.0,26.2,0.553,3.0,0.299,28.1,3.7,25.5,103.2,60.0,21.8,3.021,12:22:15.924
563,20.4,61.149,26.2,0.546,3.0,0.266,28.1,2.643,25.5,103.2,61.149,22.3,2.417,12:22:17.063
564,20.9,60.021,26.2,0.584,3.0,0.243,28.1,2.568,25.5,103.2,60.021,22.3,2.417,12:22:18.212
565,20.0,61.33,26.2,0.568,3.0,0.199,28.1,2.077,25.5,103.2,61.33,22.0,2.945,12:22:19.353
566,20.4,60.276,24.7,0.624,3.0,0.288,26.0,2.794,25.5,103.2,60.276,22.5,2.341,12:22:20.505
567,20.0,60.258,24.7,0.579,3.0,0.276,26.0,4.116,25.5,103.2,60.258,22.3,2.417,12:22:21.655
568,20.9,61.597,24.7,0.568,3.0,0.231,26.0,3.096,27.0,103.2,61.597,22.3,2.832,12:22:22.813
569,20.4,59.853,24.7,0.573,3.0,0.231,26.0,2.379,25.5,103.2,59.853,22.0,2.832,12:22:23.967
570,20.7,59.763,24.7,0.608,3.0,0.317,26.0,2.454,25.5,103.2,59.763,22.7,2.568,12:22:25.104
571,20.9,59.845,24.7,0.678,3.0,0.309,25.9,2.719,25.5,103.2,59.845,22.0,2.115,12:22:26.247
572,20.2,60.584,24.7,0.52,3.0,0.331,26.0,2.492,26.9,103.2,60.584,22.0,2.87,12:22:27.389
573,21.1,60.044,24.7,0.615,3.0,0.304,28.0,3.549,25.5,103.2,60.044,22.3,2.756,12:22:28.549
574,20.2,60.289,24.7,0.598,3.0,0.271,28.1,3.172,25.5,103.2,60.289,22.0,3.021,12:22:29.689
575,20.7,59.87,24.7,0.587,3.0,0.288,28.0,2.908,25.5,103.2,59.87,21.8,3.247,12:22:30.825
576,20.4,60.114,26.2,0.616,3.0,0.259,28.0,2.492,25.5,103.2,60.114,22.0,2.945,12:22:31.983
577,20.9,59.998,26.2,0.602,3.0,0.247,28.0,3.323,25.4,103.2,59.998,22.3,1.964,12:22:33.120
578,20.2,59.916,26.2,0.544,3.0,0.31,28.0,2.945,25.5,103.2,59.916,22.3,2.454,12:22:34.258
579,20.9,59.404,24.7,0.64,3.0,0.286,28.0,2.53,25.5,103.2,59.404,21.8,3.738,12:22:35.393
580,20.4,60.037,24.7,0.554,3.0,0.298,28.0,3.285,25.4,103.2,60.037,22.5,2.983,12:22:36.528
581,20.2,59.932,24.7,0.54,3.0,0.289,25.9,3.738,25.4,103.2,59.932,22.5,2.341,12:22:37.660
582,20.4,60.134,24.7,0.613,3.0,0.294,28.0,3.059,25.4,103.2,60.134,21.8,3.474,12:22:38.808
583,20.2,60.152,24.7,0.579,3.0,0.256,25.9,3.059,25.5,103.2,60.152,22.3,2.945,12:22:39.935
584,21.6,60.113,24.7,0.577,3.0,0.278,25.9,3.021,25.5,103.2,60.113,22.5,2.643,12:22:41.083
585,20.4,59.956,24.7,0.591,3.0,0.303,25.9,2.53,26.9,103.2,59.956,22.3,2.379,12:22:42.221
586,20.4,59.603,24.7,0.569,3.0,0.243,25.9,2.53,26.9,103.2,60.159,22.7,3.172,12:22:43.354
587,20.4,60.061,24.7,0.498,3.0,0.286,25.9,2.492,26.9,103.2,60.061,22.3,2.266,12:22:44.487
588,20.4,59.904,24.7,0.563,3.0,0.278,25.9,2.605,26.9,103.2,59.904,22.0,2.001,12:22:45.625
589,20.7,59.124,24.7,0.613,3.0,0.275,25.9,3.285,25.4,103.2,59.124,22.7,3.361,12:22:46.763
590,20.4,59.619,24.7,0.507,3.0,0.243,25.9,3.436,25.4,103.2,59.619,22.5,3.172,12:22:47.902
591,20.2,59.95,24.7,0.621,3.0,0.27,25.9,3.21,26.9,103.2,59.95,22.0,2.756,12:22:49.062
592,21.1,60.529,24.7,0.592,3.0,0.245,28.0,2.719,25.4,103.2,60.529,22.3,2.115,12:22:50.204
593,20.7,59.913,24.7,0.548,3.0,0.289,25.9,2.417,26.9,103.2,59.913,22.7,3.059,12:22:51.342
594,19.8,59.855,24.7,0.577,3.0,0.24,25.9,2.794,26.9,103.2,59.855,22.5,2.832,12:22:52.482
595,20.4,60.182,24.7,0.518,3.0,0.259,28.0,3.021,25.4,103.2,60.182,22.3,2.568,12:22:53.637
596,20.4,60.271,24.7,0.577,3.0,0.26,25.9,2.908,26.9,103.2,60.271,22.3,2.756,12:22:54.761
597,20.4,59.755,24.7,0.592,3.0,0.367,25.9,3.323,26.9,103.2,59.755,22.3,2.983,12:22:55.901
598,20.7,59.961,24.7,0.616,3.0,0.255,25.9,2.908,26.9,103.2,59.961,22.0,2.379,12:22:57.036
599,20.9,59.849,24.7,0.53,3.0,0.271,25.9,3.436,26.9,103.2,59.849,22.3,2.152,12:22:58.175
600,20.4,60.446,24.7,0.62,3.0,0.24,28.0,2.077,25.4,103.2,60.446,22.3,2.379,12:22:59.344
601,20.2,60.42,24.7,0.584,3.0,0.276,28.0,2.077,25.4,103.2,60.42,21.8,2.605,12:23:00.477
602,20.2,60.265,24.8,0.581,3.0,0.247,28.0,4.078,25.4,103.2,60.265,22.3,2.945,12:23:01.615
603,20.7,59.787,26.2,0.558,3.0,0.273,25.9,3.398,25.4,103.2,59.787,22.7,3.096,12:23:02.773
604,20.4,61.57,24.7,0.541,3.0,0.238,28.0,2.643,25.4,103.2,61.57,22.5,2.19,12:23:03.907
605,20.9,60.337,24.7,0.649,3.0,0.261,28.0,3.474,25.4,103.2,60.337,22.7,2.908,12:23:05.053
606,20.9,59.822,24.7,0.581,3.0,0.31,28.0,2.945,25.4,103.2,59.822,22.5,2.53,12:23:06.188
607,20.7,60.555,24.7,0.576,3.0,0.161,28.0,2.568,25.4,103.2,60.555,22.7,3.172,12:23:07.330
608,20.9,59.549,26.2,0.612,3.0,0.269,25.9,2.303,25.4,103.2,59.549,22.3,2.568,12:23:08.489
609,20.0,60.058,26.2,0.541,3.0,0.322,25.9,3.436,25.4,103.2,60.058,22.3,2.492,12:23:09.642
610,20.7,60.102,26.2,0.549,3.0,0.288,25.9,3.21,25.4,103.2,60.102,22.5,2.945,12:23:10.779
611,20.4,59.818,26.2,0.629,3.0,0.276,25.9,4.003,25.4,103.2,59.818,22.7,2.908,12:23:11.916
612,20.4,59.94,26.2,0.576,3.0,0.326,25.9,3.474,25.4,103.2,59.94,22.3,2.379,12:23:13.049
613,20.4,59.25,24.7,0.64,3.0,0.236,25.9,2.983,25.4,103.2,59.25,22.7,2.794,12:23:14.208
614,20.2,58.999,24.7,0.588,3.0,0.243,25.9,2.115,25.4,103.2,58.999,22.3,2.87,12:23:15.348
615,20.9,59.648,24.8,0.576,3.0,0.248,25.9,2.492,25.4,103.2,59.648,22.3,2.266,12:23:16.488
616,19.8,59.93,26.2,0.605,3.0,0.26,25.9,2.908,25.4,103.2,59.93,22.0,2.228,12:23:17.627
617,20.0,60.319,26.2,0.553,3.0,0.271,25.9,3.474,25.4,103.2,60.319,22.5,2.001,12:23:18.749
618,20.4,59.469,26.2,0.587,3.0,0.276,25.9,2.908,25.4,103.2,59.469,22.5,3.587,12:23:19.901
619,20.4,59.933,26.2,0.615,3.0,0.299,25.9,3.134,25.4,103.2,59.933,22.0,2.492,12:23:21.050
620,20.7,59.913,24.7,0.613,3.0,0.259,25.9,2.794,25.4,103.2,59.913,22.3,2.756,12:23:22.198
621,20.9,60.01,24.7,0.619,3.0,0.222,25.9,2.379,25.4,103.2,60.01,22.5,2.908,12:23:23.334
622,20.9,59.55,24.8,0.577,3.0,0.3,25.9,2.492,25.4,103.2,59.55,22.7,3.323,12:23:24.481
623,21.3,59.557,24.8,0.601,3.0,0.251,25.9,2.643,25.4,103.2,59.557,22.7,2.417,12:23:25.623
624,20.9,60.111,24.7,0.592,3.0,0.219,25.9,2.794,25.4,103.2,60.111,22.5,2.87,12:23:26.759
625,20.9,60.104,24.8,0.656,3.0,0.27,25.9,3.285,26.9,103.2,60.104,22.5,3.549,12:23:27.916
626,20.7,59.877,24.7,0.621,3.0,0.256,25.9,3.096,26.9,103.2,59.877,22.3,2.756,12:23:29.054
627,20.9,60.369,24.8,0.564,3.0,0.254,28.0,2.945,26.9,103.2,60.369,22.5,2.266,12:23:30.207
628,20.4,59.78,24.8,0.524,3.0,0.313,28.0,2.19,26.9,103.2,59.78,22.3,2.945,12:23:31.361
629,20.9,59.239,24.8,0.663,3.0,0.237,28.0,2.87,26.9,103.2,59.239,22.5,3.474,12:23:32.498
630,20.4,60.128,24.8,0.629,3.0,0.254,28.0,3.323,26.9,103.2,60.128,22.7,3.134,12:23:33.636
631,20.4,60.107,24.8,0.588,3.0,0.24,28.0,3.398,26.9,103.2,60.107,22.7,3.021,12:23:34.770
632,20.4,60.185,24.8,0.621,3.0,0.294,28.0,2.983,26.9,103.2,60.185,22.5,2.341,12:23:35.913
633,20.9,59.996,24.8,0.554,3.0,0.271,28.0,2.945,26.9,103.2,59.996,22.3,2.719,12:23:37.054
634,21.1,59.47,24.8,0.568,3.0,0.308,28.0,2.908,26.9,103.2,59.47,22.3,2.87,12:23:38.191
635,20.7,59.824,24.8,0.64,3.0,0.193,28.0,2.832,26.9,103.2,59.824,22.7,3.172,12:23:39.329
636,20.2,60.235,24.8,0.602,3.0,0.308,28.0,2.983,26.9,103.2,60.235,22.5,3.361,12:23:40.466
637,21.3,59.59,24.8,0.619,3.0,0.283,28.0,3.059,26.9,103.2,59.59,22.0,3.323,12:23:41.602
638,20.7,59.916,24.8,0.553,3.0,0.243,25.9,3.172,25.4,103.2,59.916,22.3,2.417,12:23:42.735
639,20.2,59.477,24.8,0.612,3.0,0.298,28.0,2.794,26.9,103.2,59.477,22.7,3.474,12:23:43.889
640,21.6,60.125,24.8,0.568,3.0,0.284,28.0,3.474,25.4,103.2,60.125,22.7,2.454,12:23:45.047
641,19.8,60.773,24.8,0.553,3.0,0.316,28.0,2.832,25.4,103.2,60.773,22.5,2.681,12:23:46.186
642,20.7,59.816,26.2,0.551,3.0,0.278,25.9,2.266,25.4,103.2,59.816,22.3,2.908,12:23:47.356
643,21.3,59.895,26.3,0.574,3.0,0.27,25.9,2.719,25.4,103.2,59.895,22.5,2.756,12:23:48.495
644,20.9,60.231,26.3,0.64,3.0,0.275,25.9,3.285,25.4,103.2,60.231,22.3,2.454,12:23:49.634
645,21.1,61.058,26.3,0.605,3.0,0.286,25.9,3.965,25.4,103.2,61.058,22.7,2.983,12:23:50.776
646,20.7,59.96,26.3,0.526,3.0,0.226,25.9,3.7,25.4,103.2,59.96,22.5,3.21,12:23:51.917
647,20.2,59.774,24.8,0.631,3.0,0.288,25.9,3.096,25.4,103.2,59.973,22.7,2.492,12:23:53.072
648,20.4,59.568,24.8,0.551,3.0,0.275,25.9,2.53,25.4,103.2,59.568,22.5,2.568,12:23:54.229
649,21.1,60.782,24.8,0.558,3.0,0.303,25.9,2.115,25.4,103.2,60.782,22.7,2.643,12:23:55.365
650,20.9,59.236,24.8,0.625,3.0,0.223,28.0,2.832,25.4,103.2,59.236,22.7,4.078,12:23:56.520
651,20.4,59.968,24.8,0.574,3.0,0.28,28.0,3.474,26.9,103.2,59.968,22.3,2.87,12:23:57.672
652,20.4,60.066,24.8,0.643,3.0,0.271,25.9,3.096,25.4,103.2,60.066,22.9,3.398,12:23:58.827
653,20.7,59.545,24.8,0.598,3.0,0.275,25.9,3.021,25.4,103.2,59.545,22.5,3.361,12:23:59.982
654,20.4,59.937,24.8,0.553,3.0,0.278,25.9,3.7,25.4,103.2,59.937,22.3,2.001,12:24:01.120
655,21.1,59.742,26.3,0.559,3.0,0.251,25.9,3.021,25.4,103.2,59.742,22.3,2.341,12:24:02.270
656,20.4,59.637,26.3,0.577,3.0,0.255,25.9,2.794,25.4,103.2,59.637,22.7,3.247,12:24:03.421
657,20.7,60.189,26.3,0.584,3.0,0.308,25.9,3.247,25.4,103.2,60.189,22.7,3.172,12:24:04.561
658,20.7,59.808,24.8,0.62,3.0,0.27,25.9,2.643,25.5,103.2,59.808,22.5,2.945,12:24:05.714
659,21.1,58.865,24.9,0.565,3.0,0.251,28.0,2.719,25.4,103.2,58.865,23.2,3.965,12:24:06.866
660,21.1,59.466,24.9,0.608,3.0,0.28,25.9,2.681,25.5,103.2,59.466,22.7,3.398,12:24:08.002
661,20.9,60.067,24.9,0.559,3.0,0.26,28.0,2.983,25.4,103.2,60.067,22.3,1.85,12:24:09.144
662,20.4,59.91,24.9,0.502,3.0,0.236,28.0,2.983,26.9,103.2,59.91,22.7,2.983,12:24:10.299
663,20.4,59.522,24.9,0.608,3.0,0.259,28.0,2.719,26.9,103.2,59.522,22.3,3.814,12:24:11.439
664,20.7,60.053,24.9,0.569,3.0,0.283,25.9,2.568,26.9,103.2,60.053,22.5,2.303,12:24:12.595
665,20.4,59.71,24.9,0.568,3.0,0.26,26.0,2.87,25.5,103.2,59.71,22.9,2.983,12:24:13.748
666,20.0,61.12,24.9,0.555,3.0,0.261,25.9,3.285,25.5,103.2,61.12,22.9,2.983,12:24:14.894
667,20.7,60.015,24.9,0.588,3.0,0.201,26.0,2.832,25.5,103.2,60.015,23.2,2.832,12:24:16.037
