Log,mixer_torque_M1,cp_flowrate,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,mixer_torque_M2,ac_flowrate,mixer_pressure,mixer_motor_temperature_M2,cp_temperature,cp_pressure,mixer_motor_temperature_M1,mixer_speed_M2,mixer_speed_M1,Time
891,4.154,1.5,26.4,27.5,4.38,52.1,0.245,26.6,24.4,0.428,24.5,119.741,119.741,12:20:09.089
892,4.531,1.5,26.4,27.5,5.06,52.1,0.293,27.0,24.4,0.45,24.8,120.086,120.086,12:20:10.240
893,2.681,1.5,26.4,26.0,4.833,52.1,0.316,26.8,24.4,0.45,24.5,120.69,120.69,12:20:11.389
894,2.983,1.5,28.4,26.0,4.078,52.1,0.255,27.3,25.8,0.413,25.4,119.994,119.994,12:20:12.558
895,3.512,1.5,28.5,26.0,4.078,52.1,0.261,27.5,25.8,0.503,25.0,120.12,120.12,12:20:13.713
896,3.512,1.5,26.4,26.0,4.04,52.1,0.31,27.3,24.4,0.43,24.5,119.849,119.849,12:20:14.869
897,3.927,1.5,26.4,27.5,3.323,52.1,0.273,26.8,24.4,0.443,25.0,120.27,120.27,12:20:16.035
898,3.7,1.5,28.5,26.0,4.003,52.1,0.265,27.3,24.4,0.463,24.3,120.248,120.248,12:20:17.204
899,3.663,1.5,28.5,26.0,3.663,52.1,0.294,27.0,25.8,0.455,24.1,119.777,119.777,12:20:18.363
900,3.285,1.5,26.4,26.0,3.059,52.1,0.278,27.0,24.4,0.482,25.0,120.078,120.078,12:20:19.534
901,3.814,1.5,26.4,27.5,5.022,52.1,0.278,27.0,24.4,0.43,25.0,119.604,119.604,12:20:20.685
902,3.172,1.5,26.4,26.0,4.267,52.1,0.286,27.3,24.4,0.477,24.5,119.864,119.864,12:20:21.892
903,3.7,1.5,26.4,26.0,3.663,52.1,0.259,27.7,24.4,0.497,24.3,119.902,119.902,12:20:23.040
904,4.003,1.5,26.4,26.0,4.003,52.1,0.284,27.5,24.4,0.472,24.5,119.691,119.691,12:20:24.209
905,3.738,1.5,28.5,26.0,3.738,52.1,0.28,27.7,25.8,0.444,24.8,120.19,120.19,12:20:25.370
906,3.7,1.5,26.4,26.0,3.323,52.1,0.265,27.7,24.4,0.435,25.2,120.031,120.031,12:20:26.540
907,3.285,1.5,26.4,26.0,3.852,52.1,0.283,27.3,24.4,0.422,25.4,119.942,119.942,12:20:27.697
908,4.72,1.5,26.4,27.5,4.04,52.1,0.237,27.7,24.4,0.474,24.3,119.658,119.658,12:20:28.844
909,3.059,1.5,26.4,26.0,2.983,52.1,0.261,27.0,24.4,0.476,24.5,120.113,120.113,12:20:30.000
910,4.191,1.5,28.5,26.0,4.682,52.1,0.265,27.3,25.8,0.481,24.5,119.605,119.605,12:20:31.163
911,3.172,1.5,26.4,26.0,3.587,52.1,0.278,27.5,25.8,0.425,24.5,120.086,120.086,12:20:32.321
912,3.814,1.5,26.4,27.5,3.398,52.1,0.343,27.3,24.4,0.472,25.0,119.823,119.823,12:20:33.491
913,3.474,1.5,26.4,27.5,4.04,52.1,0.247,27.9,24.4,0.45,24.5,120.049,120.049,12:20:34.646
914,4.191,1.5,28.5,26.0,4.305,52.1,0.275,27.5,24.4,0.458,25.0,119.638,119.638,12:20:35.804
915,3.512,1.5,26.4,26.0,3.7,52.1,0.255,27.3,25.8,0.492,25.2,119.605,119.605,12:20:36.975
916,3.323,1.5,26.4,27.5,5.626,52.1,0.261,27.5,24.4,0.481,25.0,120.079,120.079,12:20:38.145
917,3.965,1.5,28.5,26.0,3.549,52.1,0.281,27.5,24.4,0.464,25.4,120.134,120.134,12:20:39.301
918,3.21,1.5,26.4,26.0,3.323,52.1,0.261,27.3,25.8,0.497,25.0,120.321,120.321,12:20:40.470
919,2.945,1.5,26.4,26.0,5.74,52.1,0.248,27.3,24.4,0.472,25.0,120.088,120.088,12:20:41.640
920,3.814,1.5,28.5,27.5,3.247,52.1,0.299,27.5,24.4,0.444,25.7,120.615,120.615,12:20:42.809
921,3.587,1.5,28.5,26.0,3.625,52.1,0.286,27.5,24.4,0.459,25.0,119.566,119.566,12:20:43.967
922,3.587,1.5,26.4,26.0,3.474,52.1,0.278,27.0,25.8,0.402,24.8,120.448,120.448,12:20:45.135
923,3.776,1.5,26.4,26.0,2.908,52.1,0.238,27.5,24.4,0.433,25.9,120.267,120.267,12:20:46.309
924,4.569,1.5,26.4,26.0,3.549,52.1,0.248,27.7,25.8,0.502,25.0,119.331,119.331,12:20:47.491
925,4.229,1.5,26.4,26.0,4.191,52.1,0.261,27.7,24.4,0.464,25.0,119.932,119.932,12:20:48.663
926,4.305,1.5,26.4,26.0,3.172,52.1,0.265,27.0,24.4,0.438,25.0,119.886,119.886,12:20:49.813
927,2.983,1.5,26.4,27.4,4.493,52.1,0.261,27.5,24.4,0.438,24.5,119.653,119.653,12:20:50.967
928,3.927,1.5,28.5,26.0,3.738,52.1,0.308,27.3,24.4,0.411,24.5,120.144,120.144,12:20:52.120
929,3.549,1.5,26.4,26.0,3.625,52.1,0.265,27.7,25.8,0.487,25.7,119.941,119.941,12:20:53.284
930,2.908,1.5,26.4,26.0,3.512,52.1,0.255,27.3,24.4,0.474,24.5,119.654,119.654,12:20:54.451
931,3.927,1.5,28.5,27.5,3.323,52.1,0.31,27.9,24.4,0.486,25.2,120.101,120.101,12:20:55.620
932,3.663,1.5,28.5,26.0,4.116,52.1,0.245,27.3,24.4,0.465,25.4,120.983,120.983,12:20:56.774
933,3.172,1.5,26.4,26.0,4.003,52.1,0.278,27.3,25.9,0.496,25.9,120.006,120.006,12:20:57.941
934,3.776,1.5,26.4,26.0,4.003,52.1,0.321,27.5,24.4,0.454,25.2,120.025,120.025,12:20:59.103
935,3.587,1.5,26.4,27.5,4.003,52.1,0.255,27.3,24.4,0.535,25.4,120.103,120.103,12:21:00.267
936,4.04,1.5,26.4,26.0,4.116,52.1,0.283,27.3,24.4,0.448,25.0,119.807,119.807,12:21:01.442
937,3.738,1.5,26.4,27.5,3.436,52.1,0.284,27.7,24.4,0.43,25.0,120.139,120.139,12:21:02.634
938,3.512,1.5,28.5,26.0,5.098,52.1,0.232,27.3,24.4,0.417,24.5,120.276,120.276,12:21:03.794
939,3.134,1.5,26.4,26.0,4.003,52.1,0.255,27.3,25.8,0.497,25.0,119.648,119.648,12:21:04.959
940,3.663,1.5,26.4,26.0,3.21,52.1,0.299,27.5,25.8,0.43,25.0,120.116,120.116,12:21:06.111
941,4.116,1.5,26.4,26.0,3.814,52.1,0.319,28.2,24.4,0.524,25.0,119.535,119.535,12:21:07.266
942,3.021,1.5,28.5,27.5,3.398,52.1,0.242,27.7,24.4,0.43,24.8,119.873,119.873,12:21:08.435
943,4.078,1.5,26.4,26.0,3.927,52.1,0.259,27.3,24.4,0.435,24.5,119.772,119.772,12:21:09.604
944,4.305,1.5,28.5,27.5,3.587,52.1,0.233,27.9,24.4,0.46,25.4,120.579,120.579,12:21:10.789
945,3.361,1.5,28.5,27.5,5.211,52.1,0.266,27.9,24.4,0.474,25.2,118.815,118.815,12:21:11.948
946,3.512,1.5,26.4,26.0,3.776,52.1,0.245,27.7,25.9,0.47,24.5,119.842,119.842,12:21:13.120
947,3.436,1.5,26.4,26.0,3.814,52.1,0.333,28.2,24.4,0.417,24.8,121.511,121.511,12:21:14.281
948,3.776,1.5,28.5,27.5,3.927,52.1,0.26,27.7,24.4,0.465,25.2,119.039,119.039,12:21:15.448
949,4.191,1.5,26.4,26.0,3.965,52.1,0.256,27.7,25.9,0.422,24.8,120.306,120.306,12:21:16.635
950,4.229,1.5,26.4,26.0,3.323,52.1,0.275,27.7,24.4,0.488,25.0,119.457,119.457,12:21:17.803
951,3.247,1.5,28.5,26.0,3.776,52.1,0.264,28.2,24.4,0.516,25.2,120.027,120.027,12:21:18.968
952,3.7,1.5,26.4,26.0,3.625,52.1,0.286,27.5,24.4,0.474,25.4,120.056,120.056,12:21:20.136
953,3.323,1.5,28.5,27.5,3.285,52.1,0.226,27.7,24.4,0.45,25.4,119.897,119.897,12:21:21.322
954,3.965,1.5,26.4,26.0,3.436,52.1,0.271,27.7,24.4,0.486,24.8,119.546,119.546,12:21:22.490
955,4.342,1.5,26.4,26.0,5.362,52.1,0.255,27.7,25.9,0.487,25.7,120.255,120.255,12:21:23.659
956,3.361,1.5,28.5,27.5,4.003,52.1,0.265,28.2,24.4,0.454,25.2,120.236,120.236,12:21:24.846
957,3.7,1.5,26.4,26.0,2.983,52.1,0.237,28.2,25.8,0.481,25.9,120.123,120.123,12:21:26.018
958,3.965,1.5,26.4,26.0,4.078,52.1,0.299,27.7,24.4,0.403,25.0,119.598,119.598,12:21:27.183
959,3.625,1.5,28.5,27.5,4.418,52.1,0.304,27.5,24.4,0.444,25.0,121.714,121.714,12:21:28.355
960,3.587,1.5,26.4,26.0,3.21,52.1,0.293,27.7,25.8,0.477,25.0,120.108,120.108,12:21:29.524
961,3.398,1.5,26.4,26.0,3.587,52.1,0.28,27.7,24.4,0.479,25.0,120.043,120.043,12:21:30.692
962,4.682,1.5,28.5,27.5,3.738,52.1,0.204,27.9,24.4,0.476,25.7,119.706,119.706,12:21:31.861
963,3.663,1.5,26.4,26.0,4.154,52.1,0.243,27.7,25.9,0.459,25.0,120.144,120.144,12:21:33.028
964,3.7,1.5,26.4,26.0,4.191,52.1,0.231,27.9,25.9,0.408,24.8,119.948,119.948,12:21:34.196
965,3.738,1.5,28.5,27.5,4.569,52.1,0.319,27.5,24.4,0.492,25.4,119.997,119.997,12:21:35.361
966,5.06,1.5,26.4,26.0,3.814,52.1,0.305,27.3,24.4,0.496,25.4,119.172,119.172,12:21:36.528
967,3.927,1.5,26.4,26.0,3.738,52.1,0.289,28.2,25.8,0.438,25.2,119.747,119.747,12:21:37.696
968,3.889,1.5,28.5,26.0,5.06,52.1,0.236,28.2,24.4,0.444,25.0,119.689,119.689,12:21:38.866
969,4.116,1.5,26.4,26.0,3.7,52.1,0.242,28.2,24.4,0.463,25.0,119.878,119.878,12:21:40.034
970,3.474,1.5,26.4,26.0,4.229,52.1,0.25,27.7,25.9,0.503,25.0,119.972,119.972,12:21:41.202
971,3.852,1.5,26.4,26.0,4.154,52.1,0.251,27.7,25.9,0.425,25.2,119.24,119.24,12:21:42.347
972,3.7,1.5,28.5,27.5,3.134,52.1,0.31,27.7,24.4,0.463,25.9,120.03,120.03,12:21:43.521
973,3.512,1.5,26.4,26.0,3.436,52.1,0.266,28.2,24.4,0.433,25.2,119.872,119.872,12:21:44.694
974,3.587,1.5,26.4,26.0,3.965,52.1,0.232,27.7,25.9,0.45,25.0,120.322,120.322,12:21:45.865
975,3.549,1.5,28.5,27.5,3.512,52.1,0.261,27.7,24.4,0.431,25.0,120.401,120.401,12:21:47.042
976,3.247,1.5,26.4,26.0,4.267,52.1,0.256,28.2,25.9,0.477,25.7,120.335,120.335,12:21:48.213
977,3.285,1.5,26.4,26.0,3.625,52.1,0.269,27.7,24.4,0.455,25.4,119.967,119.967,12:21:49.381
978,3.7,1.5,26.4,27.5,3.398,52.1,0.261,27.9,24.4,0.426,25.9,120.379,120.379,12:21:50.550
979,4.116,1.5,26.4,26.0,5.249,52.1,0.276,27.9,24.4,0.433,25.0,119.785,119.785,12:21:51.713
980,3.361,1.5,26.4,26.0,4.003,52.1,0.336,28.2,25.9,0.454,25.9,120.34,120.34,12:21:52.879
981,3.021,1.5,26.4,27.5,3.285,52.1,0.256,27.9,24.4,0.454,25.0,120.598,120.598,12:21:54.066
982,4.796,1.5,26.4,26.0,3.927,52.1,0.259,27.9,25.9,0.474,25.0,120.516,120.516,12:21:55.232
983,3.247,1.5,28.5,26.0,5.173,52.1,0.281,28.2,24.4,0.476,25.4,119.71,119.71,12:21:56.398
984,3.398,1.5,28.5,27.4,2.908,52.1,0.289,28.2,24.4,0.46,25.0,120.107,120.107,12:21:57.564
985,4.833,1.5,26.4,26.0,4.229,52.1,0.211,28.2,24.4,0.465,25.7,119.718,119.718,12:21:58.735
986,3.096,1.5,26.4,26.0,4.833,52.1,0.273,28.2,25.9,0.549,25.9,119.997,119.997,12:21:59.902
987,3.474,1.5,28.5,26.0,2.756,52.1,0.276,27.7,24.4,0.468,25.7,120.199,120.199,12:22:01.068
988,4.078,1.5,26.4,26.0,3.814,52.1,0.293,28.2,24.4,0.422,26.1,120.235,120.235,12:22:02.235
989,2.87,1.5,26.4,26.0,6.004,52.1,0.299,28.2,25.9,0.436,25.7,120.151,120.151,12:22:03.404
990,4.531,1.5,28.4,26.0,2.983,52.1,0.255,27.9,24.4,0.449,25.4,119.874,119.874,12:22:04.557
991,4.418,1.5,26.4,27.5,5.4,52.1,0.266,27.9,24.4,0.498,24.8,120.078,120.078,12:22:05.729
992,2.87,1.5,26.4,26.0,4.116,52.1,0.269,27.9,25.9,0.511,25.4,120.083,120.083,12:22:06.903
993,2.945,1.5,28.5,26.0,2.832,52.1,0.3,28.2,24.4,0.388,25.4,119.785,119.785,12:22:08.074
994,4.72,1.5,26.4,27.4,3.965,52.1,0.295,28.2,24.4,0.449,25.4,119.139,119.139,12:22:09.245
995,3.7,1.5,26.4,26.0,4.758,52.1,0.256,28.4,25.8,0.501,25.7,120.017,120.017,12:22:10.417
996,3.021,1.5,28.5,26.0,3.285,52.1,0.259,28.2,24.4,0.387,25.4,120.459,120.459,12:22:11.582
997,3.663,1.5,26.4,27.5,3.436,52.1,0.283,28.2,24.4,0.458,25.9,119.513,119.513,12:22:12.748
998,2.983,1.5,26.4,26.0,3.814,52.1,0.247,28.6,25.9,0.479,25.7,119.683,119.683,12:22:13.926
999,3.587,1.5,28.4,26.0,4.833,52.1,0.281,27.9,24.4,0.439,25.4,119.819,119.819,12:22:15.095
1000,5.211,1.5,26.4,27.4,3.7,52.1,0.27,28.2,24.4,0.425,25.7,119.317,119.317,12:22:16.261
1001,3.361,1.5,26.4,26.0,4.758,52.1,0.251,28.6,24.4,0.469,25.7,119.985,119.985,12:22:17.419
1002,3.549,1.5,26.4,26.0,3.814,52.1,0.256,27.9,24.4,0.472,25.7,119.911,119.911,12:22:18.593
1003,3.625,1.5,26.4,27.5,3.965,52.1,0.291,28.4,24.4,0.511,25.4,120.252,120.252,12:22:19.773
1004,3.247,1.5,26.4,26.0,3.587,52.1,0.243,28.2,25.9,0.46,25.7,119.564,119.564,12:22:20.945
1005,3.625,1.5,28.4,26.0,4.003,52.1,0.245,27.9,24.4,0.45,25.9,119.945,119.945,12:22:22.116
1006,3.814,1.5,26.4,27.5,3.549,52.1,0.271,28.2,24.4,0.486,25.4,120.642,120.642,12:22:23.287
1007,2.945,1.5,26.4,26.0,3.625,52.1,0.261,27.9,25.9,0.492,25.4,119.758,119.758,12:22:24.452
1008,3.927,1.5,28.5,26.0,4.003,52.1,0.269,28.4,24.4,0.493,26.1,120.671,120.671,12:22:25.622
1009,3.663,1.5,26.4,27.5,3.436,52.1,0.273,28.4,24.4,0.402,25.9,120.75,120.75,12:22:26.794
1010,3.285,1.5,26.4,26.0,3.889,52.1,0.299,28.2,25.9,0.476,25.0,119.668,119.668,12:22:27.967
1011,3.398,1.5,28.5,27.5,3.927,52.1,0.254,28.4,24.4,0.387,25.7,120.007,120.007,12:22:29.140
1012,4.04,1.5,26.4,26.0,3.512,52.1,0.317,28.2,24.4,0.47,24.8,119.775,119.775,12:22:30.308
1013,3.889,1.5,26.4,26.0,3.814,52.1,0.265,27.7,25.8,0.518,26.1,119.617,119.617,12:22:31.480
1014,3.587,1.5,28.4,26.0,3.776,52.1,0.317,28.2,24.4,0.377,25.4,120.804,120.804,12:22:32.643
1015,3.587,1.5,26.4,26.0,4.191,52.1,0.299,28.4,24.4,0.42,25.4,120.03,120.03,12:22:33.829
1016,3.323,1.5,28.5,26.0,2.983,52.1,0.251,28.6,24.4,0.498,25.4,119.683,119.683,12:22:35.001
1017,4.267,1.5,26.4,27.5,4.758,52.1,0.294,28.6,24.4,0.46,25.7,120.12,120.12,12:22:36.165
1018,4.493,1.5,26.4,26.0,3.21,52.1,0.266,28.2,24.4,0.481,25.4,119.053,119.053,12:22:37.335
1019,3.587,1.5,28.4,26.0,3.172,52.1,0.248,28.6,24.4,0.438,25.7,120.043,120.043,12:22:38.510
1020,4.267,1.5,26.4,26.0,3.7,52.1,0.271,27.7,24.4,0.487,25.7,120.121,119.377,12:22:39.697
1021,4.267,1.5,26.4,26.0,4.078,52.1,0.28,28.6,25.8,0.438,25.0,121.296,121.296,12:22:40.869
1022,3.285,1.5,28.5,26.0,3.398,52.1,0.26,28.2,24.4,0.458,25.4,120.052,120.052,12:22:42.034
1023,4.38,1.5,26.4,27.5,4.644,52.1,0.276,28.2,24.4,0.501,25.7,119.974,119.974,12:22:43.202
1024,3.7,1.5,26.4,26.0,3.512,52.1,0.342,28.8,25.8,0.474,25.9,120.334,120.334,12:22:44.375
1025,3.285,1.5,28.5,26.0,3.361,52.1,0.251,28.8,24.4,0.463,25.2,120.316,120.065,12:22:45.546
1026,3.814,1.5,26.4,27.5,4.72,52.1,0.265,28.2,24.4,0.516,25.9,119.957,119.957,12:22:46.712
1027,3.436,1.5,26.4,26.0,3.927,52.1,0.305,28.4,25.8,0.53,25.4,120.047,120.047,12:22:47.885
1028,3.285,1.5,28.5,26.0,3.096,52.1,0.255,28.6,24.4,0.459,25.9,121.986,121.986,12:22:49.057
1029,5.249,1.5,26.4,26.0,3.927,52.1,0.266,28.2,24.4,0.459,25.4,119.324,119.324,12:22:50.239
1030,3.172,1.5,28.5,26.0,4.305,52.1,0.247,28.2,25.8,0.459,25.9,120.177,120.177,12:22:51.408
1031,2.681,1.5,26.4,26.0,3.398,52.1,0.255,28.6,24.4,0.491,25.4,120.292,120.292,12:22:52.574
1032,4.305,1.5,26.4,26.0,4.229,52.1,0.27,28.4,24.4,0.524,25.9,119.924,119.924,12:22:53.746
1033,3.625,1.5,28.5,26.0,4.493,52.1,0.269,28.4,25.8,0.483,25.4,120.207,120.207,12:22:54.911
1034,3.474,1.5,26.4,27.5,3.814,52.1,0.28,28.6,24.4,0.479,26.1,119.968,120.795,12:22:56.090
1035,3.738,1.5,26.4,26.0,3.776,52.1,0.271,28.6,24.4,0.493,25.0,119.82,120.305,12:22:57.257
1036,3.474,1.5,28.5,26.0,3.927,52.1,0.25,27.9,25.8,0.505,25.7,119.89,119.89,12:22:58.426
1037,4.267,1.5,26.4,26.0,3.7,52.1,0.25,28.8,24.4,0.472,26.1,119.617,119.617,12:22:59.587
1038,4.682,1.5,26.4,26.0,3.549,52.1,0.276,28.8,24.4,0.52,25.0,120.265,120.265,12:23:00.771
1039,3.134,1.5,28.5,26.0,3.021,52.1,0.245,28.2,25.8,0.469,25.9,119.828,119.828,12:23:01.940
1040,3.587,1.5,26.4,27.5,3.247,52.1,0.259,28.8,24.4,0.486,25.7,119.736,119.736,12:23:03.115
1041,3.625,1.5,26.4,26.0,3.776,52.1,0.247,28.8,24.4,0.36,25.4,120.657,120.657,12:23:04.273
1042,2.983,1.5,28.5,26.0,3.549,52.1,0.265,28.8,25.8,0.516,25.9,120.119,120.119,12:23:05.439
1043,3.663,1.5,26.4,26.0,3.852,52.1,0.264,28.8,24.4,0.521,25.9,120.068,120.068,12:23:06.608
1044,4.154,1.5,26.4,26.0,3.852,52.1,0.273,28.4,24.4,0.463,25.4,119.885,119.885,12:23:07.783
1045,2.908,1.5,28.5,26.0,4.267,52.1,0.295,28.8,25.8,0.463,25.2,119.817,119.817,12:23:08.951
1046,3.738,1.5,26.4,27.5,3.738,52.1,0.293,28.2,24.4,0.483,25.9,120.142,120.142,12:23:10.134
1047,3.474,1.5,28.5,26.0,2.87,52.1,0.288,28.6,25.8,0.458,25.7,119.982,119.982,12:23:11.319
1048,4.569,1.5,26.4,26.0,3.663,52.1,0.237,28.6,24.4,0.501,25.9,119.351,119.351,12:23:12.486
1049,4.305,1.5,26.4,26.0,3.7,52.1,0.237,28.6,24.4,0.487,25.9,120.462,120.462,12:23:13.667
1050,4.078,1.5,26.4,26.0,3.927,52.1,0.278,28.6,24.4,0.426,25.9,120.163,120.163,12:23:14.850
1051,3.852,1.5,26.4,27.5,3.134,52.1,0.237,28.6,24.4,0.382,25.7,119.848,119.848,12:23:16.024
1052,3.814,1.5,26.4,26.0,4.342,52.1,0.222,28.2,24.4,0.438,26.3,119.802,119.802,12:23:17.208
1053,3.663,1.5,26.4,27.5,4.305,52.1,0.3,28.6,24.4,0.435,25.2,120.649,120.649,12:23:18.374
1054,4.38,1.5,28.5,26.0,3.059,52.1,0.24,28.6,25.8,0.444,26.1,119.63,119.63,12:23:19.559
1055,4.116,1.5,26.4,26.0,5.022,52.1,0.269,28.6,24.4,0.438,26.6,119.933,119.933,12:23:20.730
1056,3.361,1.5,26.4,26.0,3.965,52.1,0.248,29.1,24.4,0.407,25.9,119.875,119.875,12:23:21.899
1057,3.625,1.5,26.4,26.0,2.87,52.1,0.265,28.4,24.4,0.469,26.8,120.065,120.065,12:23:23.064
1058,4.078,1.5,26.4,27.5,3.965,52.1,0.247,28.8,24.4,0.481,25.9,120.095,120.095,12:23:24.247
1059,3.398,1.5,26.4,26.0,4.418,52.1,0.247,28.8,24.4,0.481,25.4,120.151,120.151,12:23:25.417
1060,3.587,1.5,28.5,26.0,3.587,52.1,0.27,28.2,25.8,0.425,25.4,120.304,120.304,12:23:26.590
1061,3.776,1.5,26.4,26.0,3.7,52.1,0.227,29.1,24.4,0.436,26.1,119.928,119.928,12:23:27.753
1062,3.549,1.5,26.4,26.0,3.7,52.1,0.291,28.2,24.4,0.468,26.6,120.063,120.063,12:23:28.924
1063,3.852,1.5,28.4,26.0,4.078,52.1,0.261,28.8,25.8,0.444,25.4,119.702,119.702,12:23:30.093
1064,3.587,1.5,26.4,26.0,3.172,52.1,0.269,28.6,24.4,0.492,25.7,119.96,119.96,12:23:31.262
1065,3.21,1.5,26.4,26.0,3.852,52.1,0.283,28.2,24.4,0.531,25.9,119.915,119.915,12:23:32.432
1066,3.549,1.5,28.4,26.0,4.04,52.1,0.283,28.8,25.8,0.454,25.4,119.959,119.959,12:23:33.598
1067,3.474,1.5,26.4,26.0,3.285,52.1,0.271,28.8,24.4,0.464,26.1,120.597,120.597,12:23:34.767
1068,3.738,5.0,26.4,26.0,3.7,173.6,0.237,28.8,24.4,0.497,25.9,119.742,119.742,12:23:35.948
1069,3.889,5.0,28.5,26.0,3.549,173.6,0.278,28.6,25.8,0.935,26.3,119.742,119.742,12:23:37.116
1070,4.531,5.0,26.4,26.0,3.965,173.6,0.314,28.8,24.4,0.978,25.9,119.253,119.253,12:23:38.282
1071,2.87,5.0,26.4,26.0,4.607,173.6,0.342,28.2,24.4,0.922,25.9,120.216,120.216,12:23:39.463
1072,3.625,5.0,26.4,26.0,4.456,173.6,0.259,28.6,25.8,0.841,25.9,120.808,120.808,12:23:40.630
1073,3.965,5.0,26.4,26.0,3.625,173.6,0.284,29.1,24.4,0.986,25.7,120.906,120.906,12:23:41.787
1074,3.361,5.0,26.4,27.5,4.305,173.6,0.271,28.8,24.4,0.905,25.4,119.716,119.716,12:23:42.956
1075,4.003,5.0,28.4,26.0,3.625,173.6,0.26,28.8,25.8,0.864,26.1,120.749,120.749,12:23:44.122
1076,4.758,5.0,26.4,26.0,4.003,173.6,0.289,28.8,24.4,0.902,25.9,119.308,119.308,12:23:45.289
1077,2.945,5.0,26.4,27.5,4.342,173.6,0.308,28.8,24.4,0.806,26.6,119.862,119.862,12:23:46.461
1078,3.285,5.0,28.4,26.0,4.078,173.6,0.276,28.8,25.8,0.815,25.9,119.987,119.987,12:23:47.643
1079,3.852,5.0,26.3,26.0,3.852,173.6,0.298,28.6,24.4,0.874,25.9,120.038,120.038,12:23:48.813
1080,4.38,5.0,28.4,26.0,4.116,173.6,0.283,28.8,24.4,0.807,26.6,119.229,119.229,12:23:49.994
1081,3.927,5.0,26.4,26.0,4.796,173.6,0.283,29.1,25.8,0.867,26.1,120.25,120.25,12:23:51.162
1082,4.758,5.0,26.4,27.5,4.04,173.6,0.27,28.8,24.4,0.917,25.4,119.688,119.688,12:23:52.344
1083,3.965,5.0,28.4,26.0,3.625,173.6,0.289,28.6,25.8,0.745,26.1,120.578,120.578,12:23:53.517
1084,4.305,5.0,26.4,27.5,5.022,173.6,0.299,28.8,24.4,0.831,26.8,120.398,120.398,12:23:54.700
1085,3.398,5.0,28.4,26.0,4.078,173.6,0.291,28.8,25.8,0.891,26.1,120.438,120.438,12:23:55.882
1086,3.852,5.0,26.4,26.0,2.908,173.6,0.284,28.6,24.4,0.802,25.4,120.679,120.679,12:23:57.052
1087,4.456,5.0,28.4,26.0,5.74,173.6,0.3,28.6,24.4,0.868,26.1,119.749,119.749,12:23:58.238
1088,3.398,5.0,26.4,26.0,5.551,173.6,0.256,28.8,24.4,0.894,26.6,120.199,120.199,12:23:59.420
1089,4.003,5.0,26.4,26.0,3.965,173.6,0.259,29.3,24.4,0.774,25.9,120.13,120.13,12:24:00.588
1090,3.889,5.0,26.4,26.0,4.531,173.6,0.283,28.8,25.8,0.868,26.6,119.927,119.927,12:24:01.775
1091,3.474,5.0,26.3,26.0,4.644,173.6,0.283,29.3,24.4,0.839,25.9,119.456,119.456,12:24:02.962
1092,4.003,5.0,28.4,26.0,3.927,173.6,0.201,28.8,25.8,0.748,25.9,120.024,120.024,12:24:04.130
1093,3.965,5.0,26.4,26.0,3.663,173.6,0.284,28.8,24.4,0.878,26.3,120.818,120.818,12:24:05.290
1094,4.116,5.0,28.4,26.0,3.965,173.6,0.289,28.8,24.4,0.839,25.9,119.482,119.482,12:24:06.478
1095,3.663,5.0,26.4,26.0,4.531,173.6,0.266,28.8,25.8,0.848,26.1,120.194,120.194,12:24:07.648
1096,3.21,5.0,26.4,27.5,3.323,173.6,0.289,29.1,24.4,0.874,26.6,120.972,120.972,12:24:08.820
1097,4.229,5.0,28.4,26.0,3.474,173.6,0.264,29.1,24.4,0.776,26.6,120.183,120.183,12:24:09.991
1098,4.607,5.0,26.3,26.0,4.531,173.6,0.289,28.8,25.8,0.814,26.3,120.086,120.086,12:24:11.161
1099,3.663,5.0,26.4,27.5,4.154,173.6,0.347,29.1,24.4,0.844,26.3,120.261,120.261,12:24:12.330
1100,3.927,5.0,26.3,26.0,3.776,173.6,0.35,28.8,24.4,0.762,26.3,119.963,119.963,12:24:13.496
1101,4.078,5.0,28.4,26.0,5.06,173.6,0.259,28.8,25.8,0.84,25.9,120.63,120.63,12:24:14.663
1102,4.38,5.0,26.4,27.5,4.493,173.6,0.31,28.8,24.4,0.819,25.9,119.569,119.569,12:24:15.842
1103,4.003,5.0,28.4,26.0,3.436,173.6,0.264,29.1,24.4,0.786,26.6,119.674,119.674,12:24:17.007
1104,4.305,5.0,26.3,26.0,5.022,173.6,0.326,28.8,25.8,0.897,26.1,119.73,119.73,12:24:18.174
1105,3.927,5.0,26.4,27.5,4.38,173.6,0.317,28.8,24.4,0.874,25.7,120.797,120.797,12:24:19.347
1106,4.267,5.0,28.4,26.0,3.398,173.6,0.265,28.8,24.4,0.782,26.6,119.668,119.668,12:24:20.517
1107,3.738,5.0,26.4,26.0,3.965,173.6,0.256,28.6,25.8,0.817,26.6,120.264,120.264,12:24:21.688
1108,3.814,5.0,26.3,27.5,4.644,173.6,0.298,29.1,24.4,0.852,26.6,120.726,120.726,12:24:22.874
1109,3.738,5.0,28.4,26.0,3.625,173.6,0.245,28.8,24.4,0.786,26.8,119.926,119.926,12:24:24.036
1110,4.758,5.0,26.3,27.5,4.871,173.6,0.327,29.5,24.4,0.844,26.1,119.823,119.823,12:24:25.229
1111,2.945,5.0,28.4,26.0,4.909,173.6,0.259,29.3,24.4,0.83,26.3,120.745,120.745,12:24:26.400
