Log,mixer_speed_M2,cp_temperature_fresh,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,ac_flowrate,mixer_pressure,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_torque_M2,mixer_torque_M1,cp_flowrate,mixer_speed_M1,Time
668,120.392,21.9,24.5,24.3,0.0,0.237,20.7,28.4,0.198,4.078,2.266,3.0,120.392,10:52:09.494
669,120.752,21.9,25.0,24.3,0.0,0.256,22.1,28.2,0.217,3.059,3.059,3.0,120.752,10:52:10.625
670,119.655,21.9,25.0,24.2,0.0,0.237,20.7,28.2,0.205,2.794,2.719,3.0,119.655,10:52:11.787
671,119.949,23.4,24.3,24.2,0.0,0.25,20.7,27.7,0.208,3.512,2.605,3.0,119.949,10:52:12.934
672,120.005,23.3,24.8,24.1,0.0,0.255,20.7,28.6,0.212,3.663,3.398,3.0,120.005,10:52:14.082
673,119.942,21.9,25.0,26.1,0.0,0.245,20.7,28.2,0.234,3.852,3.436,3.0,119.942,10:52:15.232
674,120.75,21.9,24.5,26.0,0.0,0.266,20.7,28.8,0.183,3.852,3.549,3.0,120.75,10:52:16.382
675,120.077,21.9,25.2,26.0,0.0,0.251,20.7,28.2,0.735,4.191,3.134,3.0,120.077,10:52:17.528
676,120.008,21.9,23.8,25.9,0.0,0.457,20.7,28.2,1.37,2.681,3.285,3.0,120.008,10:52:18.664
677,119.813,21.9,24.8,23.8,0.0,0.624,20.7,28.2,1.615,3.889,2.266,3.0,119.813,10:52:19.818
678,120.216,21.9,24.5,23.7,0.0,0.356,22.1,28.2,0.958,5.06,3.134,3.0,120.216,10:52:20.969
679,119.547,21.9,24.8,23.7,0.0,0.367,22.1,28.2,0.869,3.927,3.776,3.0,119.547,10:52:22.104
680,120.223,21.9,25.0,25.7,0.0,0.331,20.7,27.7,0.84,3.776,2.87,3.0,120.223,10:52:23.239
681,120.643,21.9,24.5,23.6,0.0,0.288,22.1,27.7,0.758,3.738,3.059,3.0,120.643,10:52:24.393
682,120.019,21.9,24.3,23.5,0.0,0.3,22.1,27.7,0.848,3.474,3.172,3.0,120.019,10:52:25.544
683,119.871,21.9,24.3,23.5,0.0,0.295,20.7,28.2,0.778,3.663,4.04,3.0,119.871,10:52:26.697
684,119.861,21.9,24.5,23.4,0.0,0.303,22.1,28.2,0.769,3.889,4.191,3.0,119.861,10:52:27.830
685,120.447,21.9,24.5,23.4,0.0,0.321,20.7,28.2,0.746,4.569,3.021,3.0,120.447,10:52:28.980
686,119.777,21.9,24.5,23.4,0.0,0.291,20.7,28.2,0.678,4.267,3.398,3.0,119.777,10:52:30.131
687,120.006,21.9,24.8,23.5,0.0,0.3,20.7,28.6,0.743,4.078,3.512,3.0,120.006,10:52:31.265
688,121.015,21.9,24.5,23.6,0.0,0.293,20.7,27.7,0.741,3.738,3.512,3.0,121.015,10:52:32.419
689,119.88,23.4,25.2,25.7,0.0,0.299,20.7,28.2,0.656,4.191,2.681,3.0,119.88,10:52:33.564
690,120.606,23.4,25.2,25.8,0.0,0.3,20.7,28.8,0.691,3.663,2.87,3.0,120.606,10:52:34.713
691,121.098,21.9,25.0,23.9,0.0,0.288,22.1,28.2,0.693,3.927,4.191,3.0,121.098,10:52:35.890
692,119.98,21.9,24.5,24.0,0.0,0.283,22.1,28.6,0.615,3.512,3.549,3.0,119.98,10:52:37.045
693,120.68,21.9,24.8,26.2,0.0,0.295,20.7,27.9,0.712,3.814,3.059,3.0,120.68,10:52:38.214
694,118.48,23.4,24.8,26.3,0.0,0.289,20.7,28.2,0.679,4.342,4.72,3.0,118.48,10:52:39.363
695,120.108,23.4,24.8,26.4,0.0,0.273,20.7,28.2,0.674,4.72,3.059,3.0,120.108,10:52:40.512
696,120.456,21.9,24.3,24.4,0.0,0.298,20.7,28.4,0.651,3.021,4.72,3.0,120.456,10:52:41.661
697,119.799,21.9,24.8,24.5,0.0,0.283,22.1,28.4,0.629,4.682,4.078,3.0,119.799,10:52:42.814
698,119.781,21.9,24.8,24.6,0.0,0.309,20.7,28.2,0.663,4.154,3.776,3.0,119.781,10:52:43.969
699,120.839,21.9,24.8,26.8,0.0,0.303,20.7,28.6,0.656,3.361,4.871,3.0,120.839,10:52:45.147
700,119.577,23.4,25.0,24.8,0.0,0.271,20.7,27.9,0.651,4.531,2.983,3.0,119.577,10:52:46.294
701,119.965,23.3,24.3,24.9,0.0,0.276,20.7,28.4,0.631,4.38,3.398,3.0,119.965,10:52:47.443
702,119.734,21.9,24.8,27.0,0.0,0.265,20.7,28.8,0.649,5.022,3.7,3.0,119.734,10:52:48.578
703,118.349,23.4,25.4,27.1,0.0,0.247,20.7,28.2,0.631,3.927,4.72,3.0,118.349,10:52:49.726
704,119.505,23.3,24.8,25.1,0.0,0.283,20.7,28.6,0.654,4.947,5.362,3.0,119.505,10:52:50.874
705,119.905,21.9,25.4,25.1,0.0,0.298,20.7,28.2,0.674,5.286,3.852,3.0,119.905,10:52:52.023
706,120.298,21.9,25.2,25.2,0.0,0.26,20.7,28.4,0.641,3.059,3.587,3.0,120.298,10:52:53.172
707,119.439,21.9,24.5,25.2,0.0,0.245,22.1,28.6,0.659,5.324,3.21,3.0,119.439,10:52:54.323
708,119.59,21.9,24.5,25.3,0.0,0.276,22.1,28.4,0.573,3.927,5.022,3.0,119.59,10:52:55.476
709,118.713,21.9,25.2,25.3,0.0,0.289,22.1,28.8,0.631,4.305,5.022,3.0,118.713,10:52:56.615
710,120.217,21.9,25.4,25.4,0.0,0.255,22.1,28.4,0.64,5.588,2.945,3.0,120.217,10:52:57.764
711,120.73,21.9,25.0,27.5,0.0,0.289,22.1,28.6,0.641,4.116,3.927,3.0,120.73,10:52:58.918
712,119.772,21.9,25.2,27.5,0.0,0.289,20.7,28.8,0.645,4.833,3.738,3.0,119.772,10:53:00.072
713,120.257,23.4,25.0,25.4,0.0,0.298,20.7,28.4,0.615,4.191,3.587,3.0,120.257,10:53:01.220
714,120.224,21.9,24.5,25.4,0.0,0.27,20.7,28.6,0.584,4.682,3.927,3.0,120.224,10:53:02.389
715,119.864,21.9,25.0,25.5,0.0,0.278,20.7,28.4,0.608,4.305,3.776,3.0,119.864,10:53:03.529
716,120.028,21.9,24.8,25.5,0.0,0.281,22.1,28.8,0.654,4.078,3.738,3.0,120.028,10:53:04.695
717,118.73,21.9,24.5,27.6,0.0,0.254,22.1,28.6,0.603,4.493,4.871,3.0,118.73,10:53:05.845
718,120.094,23.3,24.8,25.5,0.0,0.28,20.7,28.8,0.616,5.74,3.663,3.0,120.094,10:53:07.010
719,120.521,23.4,24.8,25.5,0.0,0.281,20.7,28.2,0.643,3.285,4.003,3.0,120.521,10:53:08.160
720,119.586,23.4,25.2,25.5,0.0,0.28,20.7,28.6,0.592,4.607,3.474,3.0,119.586,10:53:09.319
721,119.759,21.9,25.0,25.5,0.0,0.266,20.7,28.4,0.61,4.493,4.569,3.0,119.759,10:53:10.470
722,118.805,21.9,25.7,25.5,0.0,0.293,20.7,28.6,0.626,4.342,5.135,3.0,118.805,10:53:11.617
723,118.515,21.9,25.0,27.6,0.0,0.275,20.7,28.8,0.615,4.833,5.06,3.0,118.515,10:53:12.790
724,120.31,21.9,24.5,25.5,0.0,0.278,20.7,28.8,0.607,4.871,4.569,3.0,120.31,10:53:13.941
725,119.731,23.4,25.0,25.5,0.0,0.299,20.7,28.8,0.597,4.531,4.305,3.0,119.731,10:53:15.089
726,120.314,23.3,25.4,25.5,0.0,0.286,20.7,28.8,0.625,5.286,3.361,3.0,120.314,10:53:16.245
727,119.017,23.3,25.7,25.5,0.0,0.286,20.8,28.6,0.646,4.229,5.664,3.0,119.017,10:53:17.398
728,119.804,21.9,25.7,27.5,0.0,0.286,22.2,29.1,0.569,4.531,3.814,3.0,119.804,10:53:18.564
729,120.216,21.9,25.0,25.4,0.0,0.271,20.7,28.6,0.591,4.682,3.852,3.0,120.216,10:53:19.734
730,121.277,21.9,25.9,25.4,0.0,0.283,20.7,28.8,0.616,4.682,5.475,3.0,121.277,10:53:20.884
731,120.023,21.9,25.7,25.4,0.0,0.275,20.7,28.6,0.582,4.418,4.229,3.0,120.023,10:53:22.051
732,119.525,21.9,25.0,27.5,0.0,0.271,22.2,28.8,0.605,4.116,4.947,3.0,119.525,10:53:23.204
733,118.814,21.9,25.0,27.5,0.0,0.266,22.2,28.8,0.612,5.286,5.173,3.0,118.814,10:53:24.354
734,120.345,21.9,25.4,27.4,0.0,0.275,22.2,28.8,0.615,5.815,3.398,3.0,120.345,10:53:25.507
735,120.078,21.9,25.0,27.4,0.0,0.266,22.2,29.1,0.596,3.814,5.286,3.0,120.078,10:53:26.656
736,119.744,21.9,25.7,25.3,0.0,0.259,20.8,28.6,0.61,5.173,3.285,3.0,119.744,10:53:27.805
737,119.669,21.9,25.0,25.3,0.0,0.294,20.8,28.8,0.577,4.796,4.04,3.0,119.669,10:53:28.952
738,119.485,23.4,25.4,25.3,0.0,0.289,20.8,28.8,0.634,4.305,5.211,3.0,119.485,10:53:30.104
739,119.811,21.9,25.4,25.3,0.0,0.264,20.8,29.1,0.564,5.4,4.116,3.0,119.811,10:53:31.266
740,120.309,21.9,25.4,25.2,0.0,0.269,20.8,29.1,0.576,4.04,5.135,3.0,120.309,10:53:32.416
741,119.889,21.9,25.4,27.3,0.0,0.313,20.8,29.3,0.588,5.966,3.549,3.0,119.889,10:53:33.567
742,119.862,21.9,25.0,25.2,0.0,0.275,20.8,29.1,0.576,5.249,3.927,3.0,119.862,10:53:34.733
743,119.893,21.9,25.2,25.1,0.0,0.286,20.8,29.1,0.603,5.098,5.173,3.0,119.893,10:53:35.880
744,120.278,23.4,25.0,25.1,0.0,0.28,20.8,28.8,0.596,4.342,4.229,3.0,120.278,10:53:37.032
745,120.159,23.4,25.2,25.1,0.0,0.276,20.8,29.1,0.586,3.625,4.871,3.0,120.159,10:53:38.185
746,119.502,23.4,25.0,25.1,0.0,0.281,20.8,28.8,0.582,5.437,4.493,3.0,119.502,10:53:39.332
747,119.988,21.9,25.9,27.1,0.0,0.281,20.8,28.6,0.591,5.777,4.003,3.0,119.988,10:53:40.497
748,119.77,21.9,25.7,27.1,0.0,0.283,22.2,29.3,0.586,4.305,5.098,3.0,119.77,10:53:41.647
749,119.75,21.9,25.7,25.0,0.0,0.27,22.2,28.8,0.612,5.513,3.247,3.0,119.75,10:53:42.801
750,119.949,21.9,25.7,25.0,0.0,0.269,20.8,28.8,0.569,5.324,4.342,3.0,119.949,10:53:43.957
751,119.555,23.4,25.4,24.9,0.0,0.289,20.8,29.3,0.581,4.871,4.758,3.0,119.555,10:53:45.110
752,120.622,23.4,25.2,24.9,0.0,0.266,20.8,28.8,0.588,5.966,3.663,3.0,120.622,10:53:46.258
753,122.424,23.4,25.4,24.9,0.0,0.278,20.8,29.1,0.61,4.833,5.06,3.0,122.424,10:53:47.409
754,119.91,21.9,25.0,26.9,0.0,0.278,20.8,29.1,0.601,4.796,3.889,3.0,119.91,10:53:48.574
755,120.214,21.9,25.4,24.8,0.0,0.276,22.3,29.1,0.586,5.437,3.889,3.0,120.214,10:53:49.738
756,121.077,21.9,25.0,24.8,0.0,0.269,20.8,28.8,0.591,4.758,5.475,3.0,120.14,10:53:50.890
757,119.851,21.9,25.4,24.8,0.0,0.294,20.8,29.3,0.601,4.569,3.852,3.0,119.851,10:53:52.043
758,120.029,23.4,26.3,24.8,0.0,0.273,20.9,29.1,0.601,4.04,4.229,3.0,120.029,10:53:53.194
759,119.339,23.3,25.4,24.7,0.0,0.271,20.9,28.8,0.591,4.909,5.022,3.0,119.339,10:53:54.344
760,120.545,23.4,25.4,26.7,0.0,0.284,20.8,29.1,0.591,6.948,3.059,3.0,120.545,10:53:55.495
761,119.026,21.9,25.4,26.7,0.0,0.247,20.9,29.3,0.586,3.814,5.74,3.0,119.026,10:53:56.644
762,120.614,21.9,25.2,24.7,0.0,0.231,20.9,29.3,0.605,4.909,3.247,3.0,120.614,10:53:57.796
763,120.478,21.9,25.0,24.6,0.0,0.275,22.3,29.3,0.555,5.06,4.531,3.0,120.478,10:53:58.954
764,119.375,21.9,25.4,24.6,0.0,0.295,22.3,29.3,0.564,4.833,4.909,3.0,119.375,10:54:00.108
765,120.104,23.4,25.4,24.6,0.0,0.265,20.9,28.8,0.605,5.928,4.493,3.0,120.104,10:54:01.275
766,121.5,23.4,25.4,26.6,0.0,0.288,20.9,29.3,0.625,4.682,4.38,3.0,121.5,10:54:02.424
767,119.61,21.9,25.9,24.5,0.0,0.278,20.9,29.3,0.564,5.286,5.022,3.0,119.61,10:54:03.586
768,120.044,21.9,25.7,24.5,0.0,0.278,22.3,29.3,0.577,5.853,3.7,3.0,120.044,10:54:04.731
769,120.689,21.9,25.7,24.5,0.0,0.284,20.9,29.3,0.605,4.72,5.626,3.0,120.689,10:54:05.899
770,119.641,21.9,25.2,24.5,0.0,0.271,20.9,29.3,0.568,5.286,4.078,3.0,119.641,10:54:07.048
771,120.008,21.9,25.4,24.5,0.0,0.28,20.9,29.1,0.596,5.06,3.965,3.0,120.008,10:54:08.200
772,119.022,23.4,25.4,26.5,0.0,0.254,20.9,29.3,0.574,5.324,4.984,3.0,119.022,10:54:09.351
773,120.335,23.4,25.9,26.5,0.0,0.278,20.9,29.5,0.548,6.646,4.116,3.0,120.335,10:54:10.503
774,120.756,21.9,25.2,24.4,0.0,0.266,22.4,29.1,0.569,4.342,4.267,3.0,120.756,10:54:11.683
775,119.376,21.9,26.3,24.4,0.0,0.261,22.3,29.5,0.564,5.475,4.871,3.0,119.376,10:54:12.832
776,120.753,23.4,26.1,26.4,0.0,0.275,20.9,29.5,0.564,6.042,3.927,3.0,120.907,10:54:13.999
777,120.324,21.9,25.2,24.3,0.0,0.281,21.0,29.5,0.616,3.134,3.663,3.0,120.324,10:54:15.171
778,119.174,21.9,25.4,24.3,0.0,0.27,22.4,29.3,0.52,5.664,5.06,3.0,119.174,10:54:16.340
779,120.436,21.9,25.4,26.4,0.0,0.25,20.9,29.1,0.573,5.777,3.663,3.0,120.436,10:54:17.502
780,119.312,21.9,25.0,26.3,0.0,0.281,21.0,29.3,0.559,4.342,5.4,3.0,119.312,10:54:18.649
781,120.015,21.9,25.9,26.3,0.0,0.236,21.0,29.3,0.574,4.72,3.927,3.0,120.015,10:54:19.799
782,119.908,21.9,25.7,24.2,0.0,0.266,21.0,29.3,0.587,5.551,4.38,3.0,119.908,10:54:20.970
783,120.464,21.9,25.9,24.2,0.0,0.269,22.4,29.3,0.587,4.607,6.23,3.0,120.464,10:54:22.135
784,120.086,21.9,25.4,26.3,0.0,0.259,21.0,29.5,0.573,4.871,3.852,3.0,120.086,10:54:23.302
785,119.887,21.9,25.9,24.2,0.0,0.266,21.0,29.3,0.587,4.569,4.796,3.0,119.887,10:54:24.456
786,119.304,21.9,25.9,24.2,0.0,0.286,21.0,29.1,0.535,4.531,5.098,3.0,119.304,10:54:25.625
787,119.838,21.9,25.7,24.2,0.0,0.264,22.4,30.0,0.592,4.682,3.814,3.0,119.838,10:54:26.792
788,120.363,21.9,26.1,24.2,0.0,0.271,22.4,29.3,0.591,4.984,3.738,3.0,120.363,10:54:27.938
789,119.345,21.9,25.9,26.2,0.0,0.317,21.0,29.3,0.52,4.644,4.72,3.0,119.345,10:54:29.105
790,120.118,23.4,25.9,24.1,0.0,0.237,21.0,29.5,0.56,6.117,3.436,3.0,120.118,10:54:30.265
791,120.954,21.9,25.4,24.1,0.0,0.273,22.4,29.1,0.548,4.871,3.965,3.0,120.954,10:54:31.431
792,119.525,21.9,25.0,26.1,0.0,0.288,22.4,29.5,0.544,4.947,4.342,3.0,119.525,10:54:32.591
793,120.341,21.9,25.9,26.1,0.0,0.275,21.0,29.8,0.588,5.4,3.096,3.0,120.341,10:54:33.749
794,120.904,21.9,25.4,26.0,0.0,0.276,21.0,29.5,0.586,4.833,4.72,3.0,120.904,10:54:34.893
795,119.633,21.9,25.7,23.9,0.0,0.276,21.0,29.5,0.577,5.022,3.587,3.0,119.633,10:54:36.063
796,120.078,21.9,25.4,23.8,0.0,0.273,21.0,29.3,0.577,4.191,5.4,3.0,120.078,10:54:37.208
797,120.197,21.9,26.1,23.8,0.0,0.238,22.5,30.0,0.345,5.06,4.569,3.0,120.197,10:54:38.370
798,120.186,21.9,25.4,23.7,0.0,0.243,22.5,30.0,0.322,5.928,4.191,3.0,120.186,10:54:39.515
799,120.377,21.9,25.4,23.6,0.0,0.251,21.0,30.0,0.327,3.889,3.625,3.0,120.377,10:54:40.681
800,119.131,23.4,25.2,23.5,0.0,0.238,21.0,29.8,0.302,4.758,4.796,3.0,119.131,10:54:41.844
801,120.087,21.9,25.4,23.4,0.0,0.24,22.5,29.8,0.31,4.984,4.191,3.0,120.087,10:54:43.020
802,121.008,21.9,26.8,25.3,0.0,0.236,22.5,29.5,0.325,3.323,3.587,3.0,121.008,10:54:44.173
803,119.42,21.9,25.9,23.1,0.0,0.251,21.1,30.0,0.31,5.437,4.833,3.0,119.42,10:54:45.329
804,120.364,23.4,26.1,23.0,0.0,0.269,21.1,29.5,0.302,4.871,3.398,3.0,120.364,10:54:46.498
805,120.862,21.9,25.9,22.9,0.0,0.243,21.1,29.3,0.33,3.474,4.72,3.0,120.862,10:54:47.650
806,119.847,21.9,26.1,22.8,0.0,0.237,22.5,29.1,0.317,4.909,3.172,3.0,119.847,10:54:48.816
807,120.017,21.9,26.3,22.7,0.0,0.238,21.1,29.5,0.311,4.796,3.814,3.0,120.017,10:54:49.983
808,120.806,21.9,25.7,22.6,0.0,0.243,21.1,29.5,0.311,4.003,5.286,3.0,120.806,10:54:51.131
809,119.949,21.9,26.6,22.4,0.0,0.228,21.1,29.3,0.327,4.796,3.172,3.0,119.949,10:54:52.277
810,120.557,23.4,25.9,22.3,0.0,0.25,21.1,29.3,0.308,4.229,3.814,3.0,120.557,10:54:53.427
811,119.629,21.9,26.3,22.2,0.0,0.259,21.1,29.3,0.325,4.116,3.965,3.0,119.629,10:54:54.597
812,120.007,21.9,25.9,24.2,0.0,0.242,22.5,30.0,0.315,5.362,3.474,3.0,120.007,10:54:55.763
813,120.528,21.9,26.3,22.0,0.0,0.242,22.5,29.8,0.303,3.7,4.154,3.0,120.528,10:54:56.916
814,119.707,23.4,25.2,21.9,0.0,0.273,21.1,30.0,0.316,4.191,4.229,3.0,119.707,10:54:58.084
815,120.07,21.9,26.3,23.8,0.0,0.236,21.1,29.5,0.315,6.381,3.247,3.0,120.07,10:54:59.249
816,121.087,21.9,25.9,23.7,0.0,0.243,22.5,29.5,0.315,4.418,4.078,3.0,121.087,10:55:00.404
817,120.114,21.9,25.9,23.6,0.0,0.259,22.5,29.3,0.326,4.418,3.436,3.0,120.114,10:55:01.553
818,120.187,21.9,25.9,21.5,0.0,0.242,21.1,29.5,0.305,3.814,4.191,3.0,120.187,10:55:02.719
819,121.186,21.9,26.1,23.5,0.0,0.232,21.1,29.5,0.326,4.267,4.04,3.0,121.186,10:55:03.900
820,120.089,21.9,26.6,23.4,0.0,0.254,22.6,29.5,0.313,5.173,2.983,3.0,120.089,10:55:05.065
821,119.84,21.9,26.3,21.2,0.0,0.248,21.1,29.8,0.31,5.022,3.398,3.0,119.84,10:55:06.237
822,120.588,23.4,26.6,21.1,0.0,0.222,21.1,29.8,0.311,4.229,4.38,3.0,120.588,10:55:07.403
823,119.602,21.9,26.1,23.1,0.0,0.259,21.1,30.0,0.321,4.569,2.794,3.0,119.602,10:55:08.562
824,119.912,21.9,26.1,21.0,0.0,0.219,22.6,29.3,0.303,4.04,3.549,3.0,119.912,10:55:09.731
825,121.135,21.9,26.6,20.9,0.0,0.284,21.1,29.5,0.277,4.682,4.078,3.0,121.135,10:55:10.882
826,119.828,23.4,26.6,20.9,0.0,0.247,21.2,29.5,0.339,4.418,3.134,3.0,119.828,10:55:12.052
827,119.797,21.9,25.9,22.8,0.0,0.237,21.2,29.8,0.313,3.889,3.361,3.0,119.797,10:55:13.214
828,121.477,21.9,25.9,20.7,0.0,0.24,22.6,29.5,0.3,4.456,4.04,3.0,121.477,10:55:14.382
829,119.982,21.9,26.1,20.7,0.0,0.243,21.2,29.8,0.315,4.04,3.21,3.0,119.982,10:55:15.548
830,120.284,21.9,26.3,22.7,0.0,0.265,21.2,30.2,0.297,3.852,4.569,3.0,120.284,10:55:16.712
831,121.839,21.9,26.1,20.5,0.0,0.237,22.6,29.8,0.316,4.607,3.587,3.0,121.839,10:55:17.881
832,120.102,21.9,25.9,20.5,0.0,0.25,22.6,30.0,0.313,4.267,3.096,3.0,120.102,10:55:19.036
833,120.547,23.4,25.9,20.4,0.0,0.245,21.2,30.4,0.315,3.889,3.134,3.0,120.547,10:55:20.210
834,120.911,21.9,26.1,20.4,0.0,0.227,22.6,30.0,0.302,4.456,3.663,3.0,120.911,10:55:21.390
835,119.766,21.9,26.6,20.3,0.0,0.276,21.2,29.3,0.292,4.154,3.21,3.0,119.766,10:55:22.562
836,120.047,23.4,26.3,22.3,0.0,0.255,21.2,30.0,0.31,5.098,3.587,3.0,120.047,10:55:23.734
837,121.028,21.9,25.9,20.2,0.0,0.251,22.6,30.0,0.303,3.738,3.776,3.0,121.028,10:55:24.913
838,119.775,21.9,25.4,20.1,0.0,0.251,21.2,30.0,0.31,4.342,3.436,3.0,119.775,10:55:26.076
839,120.035,21.9,25.9,20.1,0.0,0.238,21.2,29.8,0.315,4.342,3.587,3.0,120.035,10:55:27.224
840,122.538,21.9,25.9,22.1,0.0,0.237,21.2,29.8,0.317,4.342,4.116,3.0,122.538,10:55:28.391
841,119.914,21.9,26.3,20.0,0.0,0.256,21.2,30.0,0.333,4.305,3.059,3.0,119.914,10:55:29.546
842,120.196,21.9,25.9,20.0,0.0,0.254,22.6,30.0,0.321,4.38,3.134,3.0,120.196,10:55:30.710
843,120.88,23.4,26.3,20.0,0.0,0.251,21.2,30.0,0.31,4.456,3.323,3.0,120.88,10:55:31.882
844,120.217,23.4,25.4,22.2,0.0,0.278,21.2,30.0,0.306,4.003,3.247,3.0,120.217,10:55:33.041
845,120.474,21.9,26.1,20.2,0.0,0.251,22.6,29.3,0.305,3.663,3.21,3.0,120.474,10:55:34.214
846,121.707,21.9,25.9,20.3,0.0,0.227,21.2,30.0,0.311,4.305,3.096,3.0,121.707,10:55:35.380
847,119.907,23.4,26.1,22.6,0.0,0.251,21.2,29.5,0.317,3.474,3.059,3.0,119.907,10:55:36.542
848,120.118,21.9,25.9,20.6,0.0,0.242,21.2,30.0,0.321,3.738,2.908,3.0,120.118,10:55:37.710
849,120.579,21.9,25.9,20.7,0.0,0.254,22.6,30.0,0.341,4.229,4.003,3.0,120.579,10:55:38.876
850,119.996,21.9,25.9,20.8,0.0,0.265,22.7,29.8,0.316,4.418,3.172,3.0,119.996,10:55:40.026
851,120.127,21.9,25.9,22.9,0.0,0.242,21.2,29.5,0.308,3.512,3.285,3.0,120.127,10:55:41.187
852,119.395,21.9,26.1,20.9,0.0,0.261,21.2,29.5,0.32,4.116,3.398,3.0,119.395,10:55:42.352
853,120.3,21.9,26.1,20.9,0.0,0.251,21.2,30.0,0.311,4.569,2.756,3.0,120.3,10:55:43.503
854,120.033,21.9,25.9,21.0,0.0,0.242,22.6,29.5,0.313,2.87,3.096,3.0,120.033,10:55:44.676
855,119.647,21.9,25.4,23.1,0.0,0.24,21.2,30.0,0.306,4.003,4.04,3.0,119.647,10:55:45.846
856,120.152,21.9,26.1,21.1,0.0,0.26,21.2,29.3,0.322,4.569,3.21,3.0,120.152,10:55:47.020
857,120.433,21.9,25.9,21.1,0.0,0.251,22.7,30.4,0.32,3.096,3.096,3.0,120.433,10:55:48.186
858,119.715,21.9,26.1,23.3,0.0,0.237,21.2,30.0,0.32,4.531,3.247,3.0,119.715,10:55:49.353
859,120.127,23.4,26.1,23.3,0.0,0.255,21.2,30.0,0.291,4.947,2.945,3.0,120.127,10:55:50.502
860,120.266,21.9,25.9,21.3,0.0,0.248,22.7,29.8,0.325,3.134,3.474,3.0,120.266,10:55:51.668
861,119.753,21.9,26.1,21.4,0.0,0.242,22.7,29.8,0.31,4.456,2.945,3.0,119.753,10:55:52.833
862,121.25,23.4,25.9,23.6,0.0,0.247,21.2,29.8,0.327,4.607,2.681,3.0,121.25,10:55:54.014
863,120.065,21.9,27.0,21.6,0.0,0.269,21.2,30.0,0.311,2.945,3.474,3.0,120.065,10:55:55.184
864,118.892,21.9,26.3,21.6,0.0,0.256,22.7,29.8,0.316,4.72,4.644,3.0,118.892,10:55:56.351
865,120.145,23.4,26.6,23.8,0.0,0.251,21.3,30.0,0.316,4.493,3.134,3.0,120.145,10:55:57.521
866,120.099,23.4,26.1,21.8,0.0,0.245,21.3,30.0,0.348,2.568,2.794,3.0,120.099,10:55:58.676
867,119.266,21.9,26.1,21.9,0.0,0.25,21.2,29.5,0.305,3.776,4.116,3.0,119.266,10:55:59.843
868,120.225,21.9,25.9,24.0,0.0,0.291,22.7,30.0,0.297,5.06,3.512,3.0,120.225,10:56:01.009
869,120.16,21.9,27.0,22.0,0.0,0.232,21.3,30.2,0.325,2.53,2.983,3.0,120.16,10:56:02.179
870,119.742,21.9,25.7,22.1,0.0,0.26,21.3,30.0,0.297,3.776,3.549,3.0,119.742,10:56:03.347
871,120.247,21.9,26.6,22.1,0.0,0.254,22.7,30.0,0.313,4.984,3.512,3.0,120.247,10:56:04.516
872,120.499,21.9,26.1,24.3,0.0,0.251,21.3,29.8,0.325,2.605,3.096,3.0,120.499,10:56:05.675
873,118.634,21.9,25.7,22.2,0.0,0.251,21.3,29.8,0.333,4.116,3.927,3.0,118.634,10:56:06.857
874,119.637,21.9,25.9,24.4,0.0,0.248,22.7,30.2,0.321,4.267,3.625,3.0,119.637,10:56:08.022
875,120.258,21.9,25.7,24.4,0.0,0.271,21.3,30.0,0.31,3.852,2.756,3.0,120.258,10:56:09.189
876,119.738,21.9,26.6,22.4,0.0,0.237,21.3,29.5,0.313,4.003,3.663,3.0,119.738,10:56:10.336
877,120.267,23.4,26.6,22.5,0.0,0.25,21.3,30.0,0.297,4.04,2.87,3.0,120.267,10:56:11.501
878,120.138,21.9,26.1,24.6,0.0,0.238,22.7,29.5,0.315,3.059,2.643,3.0,120.138,10:56:12.684
879,119.472,21.9,25.7,22.6,0.0,0.242,21.3,30.0,0.322,4.342,3.7,3.0,119.472,10:56:13.842
880,119.951,21.9,25.7,22.6,0.0,0.254,21.3,30.4,0.333,3.852,3.247,3.0,119.951,10:56:15.026
881,119.984,21.9,26.1,24.8,0.0,0.233,22.7,30.0,0.33,4.003,3.436,3.0,119.984,10:56:16.191
882,118.933,21.9,26.6,22.7,0.0,0.237,21.3,29.8,0.302,3.927,3.663,3.0,118.933,10:56:17.358
883,120.023,23.4,25.9,22.8,0.0,0.251,21.3,30.0,0.311,3.889,3.361,3.0,120.023,10:56:18.520
884,120.702,21.9,25.9,24.9,0.0,0.245,22.7,30.0,0.316,3.474,2.87,3.0,120.702,10:56:19.717
885,120.332,21.9,26.8,22.8,0.0,0.254,21.3,30.0,0.331,3.587,3.965,3.0,120.332,10:56:20.907
886,119.714,21.9,26.6,22.9,0.0,0.259,21.3,30.0,0.327,3.625,3.512,3.0,119.714,10:56:22.090
887,119.968,21.9,26.1,22.9,0.0,0.259,21.3,30.0,0.298,4.078,2.794,3.0,119.968,10:56:23.284
888,120.009,21.9,26.6,23.0,0.0,0.293,21.3,30.2,0.3,3.7,3.7,3.0,120.009,10:56:24.463
889,120.124,23.4,25.9,23.0,0.0,0.242,21.3,30.2,0.326,3.21,3.134,3.0,120.124,10:56:25.629
890,119.748,21.9,25.9,23.1,0.0,0.238,21.3,30.4,0.336,3.625,2.643,3.0,119.748,10:56:26.792
