Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
222,142.0,0.607,0.291,3.0,23.2,23.2,120.192,3.474,30.9,27.7,3.474,21.2,120.192,12:08:23.534
223,142.0,0.579,0.299,3.0,23.2,21.8,119.417,4.644,31.1,28.2,3.134,21.2,119.417,12:08:24.653
224,142.0,0.597,0.278,3.0,23.2,21.8,120.331,4.154,31.1,27.0,3.889,22.6,120.331,12:08:25.774
225,142.0,0.62,0.295,3.0,25.3,21.8,120.036,4.493,31.1,27.3,3.474,22.6,120.036,12:08:26.896
226,142.0,0.607,0.275,3.0,25.3,21.8,120.26,4.003,31.1,27.7,3.059,21.2,120.26,12:08:28.018
227,142.0,0.603,0.28,3.0,23.2,23.3,119.685,4.267,31.1,27.9,2.756,21.2,119.685,12:08:29.135
228,142.0,0.602,0.28,3.0,23.2,21.8,120.19,4.078,30.7,28.2,3.21,21.2,120.19,12:08:30.255
229,142.0,0.601,0.294,3.0,23.2,21.8,120.203,4.116,30.9,28.4,2.794,22.6,120.203,12:08:31.375
230,142.0,0.61,0.273,3.0,23.2,23.3,120.432,2.719,31.4,27.5,3.247,21.2,120.432,12:08:32.489
231,142.0,0.581,0.276,3.0,23.2,21.8,120.003,3.7,30.9,28.2,3.21,21.2,120.003,12:08:33.607
232,142.0,0.584,0.256,3.0,23.2,21.8,121.3,3.965,31.1,27.3,3.247,22.7,121.3,12:08:34.723
233,142.0,0.61,0.27,3.0,25.2,21.8,121.068,5.286,31.4,28.2,3.021,21.2,121.068,12:08:35.843
234,142.0,0.615,0.283,3.0,25.2,23.3,120.413,3.7,30.9,27.7,4.191,21.2,120.413,12:08:36.966
235,142.0,0.582,0.28,3.0,23.2,21.8,119.816,5.135,30.9,27.9,3.21,21.2,119.816,12:08:38.086
236,142.0,0.612,0.254,3.0,23.1,21.8,118.562,4.833,31.1,28.4,5.249,22.7,118.562,12:08:39.200
237,142.0,0.592,0.278,3.0,25.2,21.8,119.958,4.493,31.4,27.7,3.398,21.2,119.958,12:08:40.323
238,142.0,0.63,0.266,3.0,25.2,21.8,119.053,4.456,31.4,27.9,4.04,21.3,119.053,12:08:41.450
239,142.0,0.607,0.289,3.0,23.1,21.8,120.978,4.493,30.9,28.2,2.643,21.3,120.978,12:08:42.573
240,142.0,0.605,0.266,3.0,23.1,21.8,117.647,4.342,31.1,28.2,5.135,22.7,117.647,12:08:43.690
241,142.0,0.596,0.284,3.0,23.1,21.8,119.989,4.116,31.6,27.5,3.021,21.3,119.989,12:08:44.803
242,142.0,0.571,0.291,3.0,25.2,21.8,119.976,3.852,30.7,28.4,4.04,21.3,119.976,12:08:45.926
243,142.0,0.587,0.265,3.0,23.1,23.3,119.66,3.889,31.1,27.7,3.172,21.3,119.66,12:08:47.049
244,142.0,0.625,0.27,3.0,23.1,21.8,119.132,4.569,31.1,28.2,3.663,21.3,119.132,12:08:48.176
245,142.0,0.608,0.298,3.0,23.1,21.8,119.534,3.852,31.6,27.9,3.738,22.7,119.534,12:08:49.300
246,142.0,0.559,0.308,3.0,23.1,21.8,119.845,3.549,31.1,27.9,3.663,21.3,119.845,12:08:50.421
247,142.0,0.638,0.28,3.0,25.2,23.3,121.358,4.078,31.1,27.9,3.134,21.3,121.358,12:08:51.541
248,142.0,0.579,0.27,3.0,23.1,21.8,119.767,4.569,31.1,28.6,3.134,21.3,119.767,12:08:52.664
249,142.0,0.592,0.273,3.0,23.1,21.8,119.958,4.569,31.4,27.7,3.814,22.7,119.958,12:08:53.784
250,142.0,0.626,0.278,3.0,23.1,21.8,119.815,4.38,31.6,27.7,3.021,22.7,119.815,12:08:54.911
251,142.0,0.641,0.273,3.0,23.1,21.8,119.836,3.512,31.1,27.9,3.247,21.3,119.836,12:08:56.030
252,142.0,0.597,0.265,3.0,25.2,23.3,119.699,4.644,31.1,27.7,2.983,21.3,119.699,12:08:57.152
253,142.0,0.61,0.275,3.0,23.1,21.8,120.035,4.154,31.6,27.7,3.096,21.3,120.035,12:08:58.263
254,142.0,0.608,0.265,3.0,23.1,21.8,119.964,4.418,31.6,27.7,3.323,22.7,119.964,12:08:59.401
255,142.0,0.579,0.266,3.0,23.1,21.8,120.308,3.285,31.6,28.2,3.285,21.3,120.308,12:09:00.521
256,142.0,0.673,0.265,3.0,25.2,23.3,119.757,4.418,31.1,27.7,3.323,21.3,119.757,12:09:01.644
257,142.0,0.584,0.278,3.0,25.2,23.3,120.18,4.531,31.8,27.7,3.436,21.3,120.18,12:09:02.766
258,142.0,0.603,0.278,3.0,23.1,21.8,120.047,4.682,31.6,27.5,3.172,21.3,120.047,12:09:03.890
259,142.0,0.602,0.28,3.0,23.1,21.8,120.096,2.945,31.6,27.9,3.285,22.8,120.096,12:09:05.013
260,142.0,0.587,0.259,3.0,23.1,21.8,119.626,4.456,31.6,27.7,2.87,21.3,119.626,12:09:06.136
261,142.0,0.624,0.27,3.0,25.2,23.3,120.603,3.738,31.6,28.2,3.776,21.3,120.603,12:09:07.250
262,142.0,0.631,0.299,3.0,23.1,21.8,120.151,3.965,31.8,27.3,4.003,22.8,120.151,12:09:08.365
263,142.0,0.608,0.24,3.0,23.1,21.8,120.543,3.21,31.6,27.9,3.323,22.8,120.543,12:09:09.486
264,142.0,0.586,0.276,3.0,23.1,21.8,119.854,4.796,31.4,27.7,3.361,21.4,119.854,12:09:10.607
265,142.0,0.582,0.275,3.0,23.1,23.3,120.952,4.493,31.6,28.2,3.587,21.4,120.952,12:09:11.727
266,142.0,0.588,0.281,3.0,25.2,21.8,120.276,4.418,31.1,28.2,3.436,21.4,120.276,12:09:12.850
267,142.0,0.597,0.284,3.0,23.1,21.8,120.213,3.625,31.6,27.0,4.644,22.8,120.213,12:09:13.968
268,142.0,0.635,0.273,3.0,23.1,21.8,120.049,5.06,31.4,27.7,2.756,21.4,120.049,12:09:15.088
269,142.0,0.601,0.266,3.0,23.1,23.3,120.027,4.418,30.9,28.4,3.814,21.4,120.027,12:09:16.212
270,142.0,0.593,0.264,3.0,25.2,21.8,120.366,6.004,31.6,28.2,2.794,21.4,120.366,12:09:17.334
271,142.0,0.587,0.284,3.0,25.2,21.8,119.438,3.398,31.1,27.9,3.625,22.8,119.438,12:09:18.457
272,142.0,0.571,0.28,3.0,23.1,21.8,120.443,5.664,31.8,27.7,2.077,22.8,120.443,12:09:19.583
273,142.0,0.621,0.271,3.0,23.1,21.8,119.791,4.607,31.8,27.9,4.531,21.4,119.791,12:09:20.704
274,142.0,0.603,0.28,3.0,23.1,23.3,119.958,4.796,31.4,28.2,3.247,21.4,119.958,12:09:21.819
275,142.0,0.625,0.26,3.0,25.2,21.8,119.942,4.003,31.6,27.7,3.021,21.4,119.942,12:09:22.937
276,142.0,0.608,0.288,3.0,23.1,21.8,120.821,3.965,31.6,28.4,2.341,22.8,120.821,12:09:24.060
277,142.0,0.571,0.269,3.0,23.1,21.9,119.69,4.229,31.6,28.4,3.549,21.4,119.69,12:09:25.183
278,142.0,0.593,0.264,3.0,23.1,23.3,119.862,4.154,31.1,28.2,3.134,21.4,119.862,12:09:26.304
279,142.0,0.608,0.284,3.0,25.1,21.9,119.698,4.078,31.1,28.2,3.7,21.4,119.698,12:09:27.423
280,142.0,0.597,0.275,3.0,25.1,21.8,120.166,3.965,31.1,28.4,2.983,22.8,120.166,12:09:28.544
281,142.0,0.593,0.261,3.0,23.1,21.9,120.091,4.229,31.6,28.2,3.323,21.4,120.091,12:09:29.664
282,142.0,0.607,0.27,3.0,23.1,21.9,119.776,4.305,31.1,27.7,3.776,21.4,119.776,12:09:30.787
283,142.0,0.597,0.27,3.0,25.2,21.9,119.722,4.267,31.8,28.2,3.021,21.4,119.722,12:09:31.905
284,142.0,0.615,0.259,3.0,25.1,21.9,120.353,3.323,31.4,28.2,3.474,22.8,120.353,12:09:33.023
285,142.0,0.613,0.26,3.0,23.1,21.8,119.545,5.4,31.6,28.6,2.794,21.4,119.545,12:09:34.139
286,142.0,0.586,0.291,3.0,23.1,21.9,120.29,4.154,31.6,28.2,3.21,21.4,120.29,12:09:35.273
287,142.0,0.615,0.289,3.0,23.1,23.3,119.98,4.342,31.8,28.2,2.945,21.4,119.98,12:09:36.393
288,142.0,0.586,0.278,3.0,25.2,21.9,120.175,3.776,31.6,28.2,3.663,21.4,120.175,12:09:37.510
289,142.0,0.608,0.27,3.0,23.1,21.9,120.028,4.116,31.4,28.2,2.228,22.9,120.028,12:09:38.628
290,142.0,0.602,0.27,3.0,23.1,21.9,120.026,4.72,31.4,28.6,2.794,21.4,120.026,12:09:39.755
291,142.0,0.625,0.281,3.0,23.1,23.3,119.974,3.663,31.6,27.7,2.908,21.5,119.974,12:09:40.880
292,142.0,0.603,0.265,3.0,23.1,21.9,120.766,3.134,31.6,27.7,3.285,21.4,120.766,12:09:42.001
293,142.0,0.579,0.266,3.0,25.2,21.9,120.028,4.569,31.6,28.2,2.643,21.5,120.028,12:09:43.128
294,142.0,0.592,0.284,3.0,25.2,21.9,120.378,3.549,31.6,28.4,3.323,22.9,120.378,12:09:44.246
295,142.0,0.563,0.281,3.0,23.1,21.9,119.861,3.738,31.8,28.2,2.605,21.4,119.861,12:09:45.369
296,142.0,0.629,0.259,3.0,23.1,23.3,120.744,3.059,31.4,27.7,3.134,21.4,120.744,12:09:46.491
297,142.0,0.592,0.256,3.0,23.1,21.9,118.246,3.549,31.4,28.2,3.927,21.5,118.246,12:09:47.615
298,142.0,0.592,0.232,3.0,25.2,21.9,119.178,3.852,31.6,28.2,4.871,22.9,119.178,12:09:48.741
299,142.0,0.619,0.284,3.0,23.1,21.9,120.134,3.738,31.6,28.6,3.398,22.9,120.134,12:09:49.863
300,142.0,0.584,0.28,3.0,23.1,21.9,119.859,3.134,31.6,28.6,4.38,21.5,119.859,12:09:50.985
301,142.0,0.613,0.261,3.0,23.1,23.3,119.999,3.814,31.8,28.4,2.756,21.5,119.999,12:09:52.105
302,142.0,0.613,0.26,3.0,23.1,21.9,120.062,3.889,31.6,28.2,3.889,21.5,120.062,12:09:53.222
303,142.0,0.591,0.264,3.0,25.2,21.9,120.1,4.267,31.8,27.9,2.719,22.9,120.1,12:09:54.340
304,142.0,0.607,0.284,3.0,23.1,21.9,118.547,3.663,31.4,27.9,6.872,21.5,118.547,12:09:55.463
305,142.0,0.592,0.273,3.0,23.1,21.9,120.112,4.003,31.8,27.9,2.983,21.5,120.112,12:09:56.602
306,142.0,0.591,0.264,3.0,23.1,21.9,120.171,3.927,31.6,28.2,3.927,21.5,120.171,12:09:57.782
307,142.0,0.612,0.269,3.0,23.1,23.4,119.486,3.587,31.6,28.2,4.531,21.5,119.486,12:09:58.959
308,142.0,0.625,0.286,3.0,23.1,21.9,119.837,5.928,31.8,28.6,2.719,21.5,119.837,12:10:00.076
309,142.0,0.587,0.273,3.0,23.1,21.9,120.505,4.569,31.6,28.2,3.663,21.5,120.505,12:10:01.211
310,142.0,0.602,0.283,3.0,23.1,21.9,119.896,5.437,31.6,27.7,3.361,21.5,119.896,12:10:02.347
311,142.0,0.603,0.266,3.0,25.2,21.9,120.308,3.512,31.8,27.9,4.04,22.9,120.308,12:10:03.468
312,142.0,0.546,0.261,3.0,23.1,21.9,120.881,4.305,31.6,27.9,2.87,21.5,120.881,12:10:04.591
313,142.0,0.608,0.283,3.0,23.1,23.4,120.005,4.267,31.6,28.2,4.267,21.5,120.005,12:10:05.708
314,142.0,0.602,0.288,3.0,23.1,21.9,120.241,5.702,32.0,28.2,2.681,21.5,120.241,12:10:06.831
315,142.0,0.584,0.294,3.0,25.2,21.9,119.138,4.04,32.0,28.6,3.361,22.9,119.138,12:10:07.952
316,142.0,0.608,0.259,3.0,23.1,21.9,120.211,5.702,31.8,28.2,3.021,21.5,120.211,12:10:09.073
317,142.0,0.597,0.278,3.0,23.1,21.9,119.917,4.229,32.0,28.2,3.361,21.5,119.917,12:10:10.194
318,142.0,0.582,0.289,3.0,23.1,23.4,119.465,4.342,31.6,28.4,3.7,21.5,119.465,12:10:11.322
319,142.0,0.608,0.293,3.0,23.1,21.9,119.727,3.889,31.8,28.2,3.852,21.5,119.727,12:10:12.449
320,142.0,0.587,0.261,3.0,25.2,21.9,119.831,4.758,31.6,27.9,2.87,22.9,119.831,12:10:13.570
321,142.0,0.598,0.269,3.0,25.2,21.9,119.463,4.456,31.8,28.2,3.021,21.5,119.463,12:10:14.690
322,142.0,0.577,0.303,3.0,23.1,23.4,119.582,4.191,31.8,28.2,3.625,21.5,119.582,12:10:15.804
323,142.0,0.597,0.275,3.0,23.1,21.9,120.124,4.154,31.6,28.2,3.625,21.5,120.124,12:10:16.958
324,142.0,0.625,0.289,3.0,23.1,21.9,120.661,4.984,31.8,28.6,3.021,21.5,120.661,12:10:18.073
325,142.0,0.613,0.276,3.0,23.1,21.9,118.539,4.531,32.0,28.2,4.833,21.5,118.539,12:10:19.201
326,142.0,0.588,0.237,3.0,23.2,21.9,120.092,5.551,31.8,28.6,2.945,22.9,120.092,12:10:20.327
327,142.0,0.587,0.278,3.0,23.1,21.9,120.165,3.587,31.8,27.5,5.022,22.9,120.165,12:10:21.466
328,142.0,0.61,0.256,3.0,25.2,21.9,120.858,4.72,31.8,28.2,2.643,21.5,120.858,12:10:22.583
329,142.0,0.543,0.276,3.0,25.2,21.9,120.524,4.04,32.2,28.8,4.116,21.5,120.524,12:10:23.719
330,142.0,0.598,0.288,3.0,23.2,23.4,120.135,4.154,31.6,28.4,3.361,21.5,120.135,12:10:24.841
331,142.0,0.605,0.281,3.0,23.2,23.4,119.423,2.832,31.8,28.2,4.493,21.5,119.423,12:10:25.976
332,142.0,0.563,0.276,3.0,23.2,21.9,120.006,4.796,32.0,28.2,3.285,21.5,120.006,12:10:27.101
333,142.0,0.612,0.28,3.0,23.2,21.9,121.01,3.927,31.6,27.7,3.625,22.9,121.01,12:10:28.223
334,142.0,0.591,0.27,3.0,25.2,21.9,119.957,5.249,32.2,28.4,3.927,21.5,119.957,12:10:29.342
335,142.0,0.607,0.269,3.0,23.2,23.4,118.897,4.003,31.6,27.7,6.117,21.5,118.897,12:10:30.459
336,142.0,0.629,0.273,3.0,23.2,21.9,120.283,6.117,31.6,28.2,2.379,21.5,120.283,12:10:31.578
337,142.0,0.608,0.27,3.0,25.2,21.9,119.2,4.267,31.8,28.2,3.587,21.5,119.2,12:10:32.680
338,142.0,0.582,0.255,3.0,23.2,23.4,119.637,4.116,31.6,28.2,3.776,21.5,119.637,12:10:33.799
339,142.0,0.607,0.286,3.0,23.2,21.9,119.724,3.323,32.0,27.9,3.814,21.5,119.724,12:10:34.919
340,142.0,0.579,0.269,3.0,23.2,21.9,120.536,3.549,31.6,28.4,3.361,22.9,120.536,12:10:36.036
341,142.0,0.597,0.247,3.0,25.3,21.9,119.721,4.682,31.8,28.2,3.096,21.5,119.721,12:10:37.154
342,142.0,0.616,0.264,3.0,23.2,23.4,120.076,4.191,31.8,28.2,3.398,21.5,120.076,12:10:38.270
343,142.0,0.593,0.276,3.0,23.2,21.9,119.726,3.889,31.6,27.7,2.794,21.5,119.726,12:10:39.393
344,142.0,0.597,0.271,3.0,23.2,21.9,120.36,4.04,31.8,28.2,3.134,22.9,120.36,12:10:40.516
345,142.0,0.607,0.27,3.0,25.3,21.9,119.592,5.286,32.0,28.2,2.454,21.5,119.592,12:10:41.632
346,142.0,0.598,0.269,3.0,25.3,21.9,120.152,4.191,31.6,27.9,2.945,21.5,120.152,12:10:42.769
347,142.0,0.62,0.281,3.0,25.3,21.9,119.709,4.342,32.0,28.2,3.323,21.5,119.709,12:10:43.903
348,142.0,0.625,0.264,3.0,23.2,23.4,120.059,3.927,31.6,28.6,2.832,21.5,120.059,12:10:45.022
349,142.0,0.573,0.266,3.0,23.2,21.9,119.744,4.569,31.8,27.9,2.756,21.5,119.744,12:10:46.141
350,142.0,0.574,0.295,3.0,23.2,21.9,120.027,4.191,31.6,28.4,4.116,21.5,120.027,12:10:47.280
351,142.0,0.596,0.273,3.0,23.2,22.0,119.797,3.663,32.2,28.6,4.38,21.5,119.797,12:10:48.431
352,142.0,0.573,0.276,3.0,23.2,22.0,120.118,4.305,31.6,28.2,2.568,21.5,120.118,12:10:49.567
353,142.0,0.626,0.273,3.0,23.2,21.9,120.581,4.342,31.8,28.2,4.04,21.5,120.581,12:10:50.719
354,142.0,0.596,0.289,3.0,23.2,21.9,120.101,4.456,32.0,27.9,3.021,23.0,120.101,12:10:51.840
355,142.0,0.596,0.266,3.0,23.2,21.9,119.396,3.965,31.8,28.4,4.38,22.9,119.396,12:10:52.961
356,142.0,0.61,0.278,3.0,25.3,21.9,120.176,4.531,32.0,27.9,3.021,21.5,120.176,12:10:54.083
357,142.0,0.582,0.28,3.0,25.3,22.0,121.568,3.965,31.8,27.7,3.965,21.5,121.568,12:10:55.219
358,142.0,0.613,0.283,3.0,23.2,23.4,120.092,4.418,32.0,28.4,3.247,21.5,120.092,12:10:56.340
359,142.0,0.608,0.286,3.0,23.2,21.9,119.209,3.814,32.0,27.5,4.418,21.5,119.209,12:10:57.462
360,142.0,0.598,0.255,3.0,23.2,22.0,120.244,4.493,32.0,28.8,3.398,21.5,120.244,12:10:58.601
361,142.0,0.569,0.259,3.0,23.2,21.9,122.401,4.418,32.0,28.2,3.096,23.0,122.401,12:10:59.723
362,142.0,0.608,0.275,3.0,25.3,22.0,120.189,3.965,32.2,28.4,3.21,21.5,120.189,12:11:00.854
363,142.0,0.587,0.271,3.0,25.3,21.9,120.368,2.908,31.8,28.6,3.889,21.5,120.368,12:11:01.976
364,142.0,0.591,0.27,3.0,25.3,23.4,119.841,5.4,32.2,28.8,3.21,21.5,119.841,12:11:03.108
365,142.0,0.624,0.269,3.0,23.2,22.0,120.756,4.796,32.2,27.7,3.247,21.5,120.756,12:11:04.230
366,142.0,0.592,0.281,3.0,23.2,22.0,119.852,3.7,31.6,28.6,3.474,21.6,119.852,12:11:05.363
367,142.0,0.62,0.265,3.0,23.2,22.0,119.735,3.776,32.0,28.6,4.833,23.0,119.735,12:11:06.473
368,142.0,0.568,0.286,3.0,25.3,22.0,119.867,4.267,31.8,28.6,3.021,21.5,119.867,12:11:07.591
369,142.0,0.553,0.247,3.0,23.3,22.0,121.646,3.549,32.2,28.2,3.285,21.5,121.646,12:11:08.729
370,142.0,0.612,0.294,3.0,23.3,22.0,119.969,5.098,32.0,28.6,3.814,21.5,119.969,12:11:09.853
371,142.0,0.588,0.273,3.0,23.3,22.0,120.143,3.776,32.2,28.2,3.361,21.5,120.143,12:11:10.974
372,142.0,0.597,0.276,3.0,25.3,23.4,120.578,4.72,32.4,28.2,2.945,21.5,120.578,12:11:12.133
373,142.0,0.596,0.271,3.0,23.3,22.0,121.088,4.191,32.4,28.4,3.21,21.5,121.088,12:11:13.254
374,142.0,0.588,0.259,3.0,23.3,22.0,120.195,4.04,32.2,27.9,2.87,23.0,120.195,12:11:14.370
375,142.0,0.588,0.254,3.0,25.4,22.0,121.233,3.21,32.6,28.4,3.285,21.5,121.233,12:11:15.493
376,142.0,0.605,0.265,3.0,25.4,22.0,119.988,4.116,31.6,28.6,2.643,21.6,119.988,12:11:16.627
377,142.0,0.624,0.271,3.0,23.3,23.4,120.348,3.965,32.2,28.6,3.247,21.5,120.348,12:11:17.747
378,142.0,0.574,0.271,3.0,23.3,22.0,119.677,4.154,32.0,28.8,3.587,21.5,119.677,12:11:18.875
379,142.0,0.597,0.28,3.0,23.3,22.0,120.204,3.512,32.2,28.4,3.059,21.5,120.204,12:11:20.015
380,142.0,0.615,0.278,3.0,23.3,22.0,119.995,4.342,32.2,28.6,4.644,23.0,119.995,12:11:21.141
381,142.0,0.62,0.271,3.0,23.3,22.0,119.873,4.418,32.2,28.2,3.474,23.0,119.873,12:11:22.280
382,142.0,0.596,0.281,3.0,23.3,22.0,119.905,3.965,32.2,28.6,3.247,23.0,119.905,12:11:23.405
383,142.0,0.592,0.288,3.0,23.3,22.0,120.474,2.908,32.2,29.3,3.285,23.0,120.474,12:11:24.545
384,142.0,0.574,0.25,3.0,25.4,22.0,119.62,5.286,32.6,28.2,3.927,21.5,119.62,12:11:25.671
385,142.0,0.584,0.264,3.0,25.3,22.0,119.804,4.191,32.0,28.2,3.059,21.5,119.804,12:11:26.807
386,142.0,0.586,0.283,3.0,25.4,23.4,119.847,3.663,32.2,28.6,3.587,21.5,119.847,12:11:27.931
387,142.0,0.62,0.276,3.0,23.3,22.0,120.082,3.7,32.2,28.2,3.474,21.5,120.082,12:11:29.048
388,142.0,0.602,0.255,3.0,23.3,22.0,119.743,4.531,32.0,28.4,3.965,23.0,119.743,12:11:30.175
389,142.0,0.577,0.295,3.0,23.3,22.0,120.092,4.644,32.0,27.9,2.794,23.0,120.092,12:11:31.311
390,142.0,0.587,0.286,3.0,23.3,22.0,119.983,3.663,32.2,28.2,3.21,21.5,119.983,12:11:32.431
391,142.0,0.602,0.288,3.0,23.3,22.0,119.785,4.191,32.2,28.6,3.663,21.5,119.785,12:11:33.568
392,142.0,0.584,0.25,3.0,23.3,22.0,121.085,4.267,32.4,28.6,3.965,21.5,121.085,12:11:34.706
393,142.0,0.596,0.286,3.0,23.3,22.0,120.405,4.72,31.8,29.3,3.285,21.5,120.405,12:11:35.849
394,142.0,0.605,0.295,3.0,25.4,23.4,120.59,3.474,32.2,28.6,4.229,21.5,120.59,12:11:36.966
395,142.0,0.593,0.24,3.0,23.3,22.0,120.155,4.04,32.2,28.6,2.719,21.5,120.155,12:11:38.087
396,142.0,0.592,0.264,3.0,23.3,22.0,120.36,4.116,32.2,28.6,4.078,23.0,120.36,12:11:39.205
397,142.0,0.576,0.269,3.0,23.3,22.0,120.271,3.965,32.6,29.1,3.7,23.0,120.271,12:11:40.346
398,142.0,0.605,0.28,3.0,23.3,22.0,120.482,3.059,32.6,29.1,4.229,21.5,120.482,12:11:41.478
399,142.0,0.616,0.254,3.0,23.3,22.0,118.619,5.588,32.4,28.2,2.605,21.5,118.619,12:11:42.619
400,142.0,0.607,0.261,3.0,23.4,22.0,120.475,4.342,32.2,28.2,3.398,21.5,120.475,12:11:43.757
401,142.0,0.603,0.278,3.0,23.3,22.0,119.851,4.38,32.2,29.3,3.361,21.5,119.851,12:11:44.890
402,142.0,0.581,0.273,3.0,23.4,22.0,119.752,3.436,32.4,29.1,4.078,21.5,119.752,12:11:46.027
403,142.0,0.579,0.276,3.0,25.4,23.4,119.825,4.116,32.4,28.6,3.738,21.5,119.825,12:11:47.153
404,142.0,0.62,0.289,3.0,25.4,23.5,119.811,3.436,32.4,29.1,3.398,21.5,119.811,12:11:48.293
405,142.0,0.571,0.281,3.0,23.4,22.0,119.683,3.738,32.2,28.4,3.625,21.5,119.683,12:11:49.419
406,142.0,0.592,0.269,3.0,23.4,22.0,119.497,3.361,32.2,28.2,4.569,23.0,119.497,12:11:50.540
407,142.0,0.584,0.273,3.0,23.4,22.0,119.607,4.569,32.4,28.6,3.021,21.5,119.607,12:11:51.664
408,142.0,0.615,0.26,3.0,25.4,23.5,119.82,4.191,32.0,28.2,3.814,21.6,119.82,12:11:52.782
409,142.0,0.579,0.286,3.0,25.4,23.5,119.829,3.361,32.2,29.1,3.814,21.5,119.829,12:11:53.917
410,142.0,0.605,0.281,3.0,25.4,22.0,120.152,3.587,32.6,28.2,3.7,21.5,120.152,12:11:55.039
411,142.0,0.602,0.276,3.0,25.4,22.0,119.714,5.022,32.2,28.6,4.267,21.5,119.714,12:11:56.179
412,142.0,0.579,0.251,3.0,25.4,22.0,119.966,5.551,32.4,28.2,3.21,21.5,119.966,12:11:57.313
413,142.0,0.582,0.281,3.0,23.4,22.0,120.067,3.398,32.2,29.3,3.285,23.0,120.067,12:11:58.440
414,142.0,0.581,0.276,3.0,23.4,22.0,120.535,4.116,32.4,27.7,2.228,23.0,120.535,12:11:59.574
415,142.0,0.598,0.283,3.0,23.4,22.0,118.873,4.342,32.6,28.2,4.154,23.0,118.873,12:12:00.699
416,142.0,0.621,0.278,3.0,23.4,22.0,120.422,4.607,32.4,28.4,2.87,21.5,120.422,12:12:01.830
417,142.0,0.588,0.303,3.0,25.5,23.5,119.123,4.04,32.0,29.1,3.852,21.5,119.123,12:12:02.946
418,142.0,0.598,0.288,3.0,25.4,22.0,119.801,3.852,32.2,28.6,2.87,21.5,119.801,12:12:04.077
419,142.0,0.613,0.255,3.0,23.4,22.0,119.582,4.154,32.8,28.6,4.607,21.5,119.582,12:12:05.208
420,142.0,0.584,0.295,3.0,23.4,22.0,120.026,4.191,32.6,28.8,4.04,21.5,120.026,12:12:06.347
421,142.0,0.577,0.303,3.0,23.4,22.0,121.213,3.436,32.2,28.8,3.852,23.0,121.213,12:12:07.468
422,142.0,0.613,0.271,3.0,23.4,22.0,119.68,3.663,32.0,28.6,2.945,23.0,119.68,12:12:08.612
423,142.0,0.559,0.275,3.0,23.4,22.0,120.073,3.814,32.2,29.1,2.983,21.5,120.073,12:12:09.765
424,142.0,0.588,0.305,3.0,23.4,22.0,119.836,3.852,32.6,29.1,3.323,21.5,119.836,12:12:10.907
425,142.0,0.588,0.284,3.0,23.4,22.0,119.636,3.172,32.4,28.8,3.889,23.0,119.636,12:12:12.035
426,142.0,0.569,0.264,3.0,23.4,22.0,119.795,3.587,32.6,28.8,3.474,23.0,119.795,12:12:13.175
427,142.0,0.625,0.269,3.0,23.4,22.0,119.959,5.4,32.2,28.4,3.021,23.0,119.959,12:12:14.315
428,142.0,0.61,0.281,3.0,23.4,23.5,119.904,5.286,32.0,29.3,3.625,21.5,119.904,12:12:15.419
429,142.0,0.61,0.276,3.0,23.4,23.5,120.207,3.512,32.4,29.3,2.908,21.5,120.207,12:12:16.558
430,142.0,0.579,0.295,3.0,25.5,23.5,117.737,4.607,32.2,28.6,5.475,21.5,117.737,12:12:17.684
431,142.0,0.584,0.295,3.0,25.5,22.0,120.064,4.456,32.4,28.6,3.059,21.5,120.064,12:12:18.822
432,142.0,0.608,0.278,3.0,25.5,23.5,120.469,3.7,32.2,28.8,4.003,21.5,120.469,12:12:19.971
433,142.0,0.593,0.28,3.0,25.5,22.0,120.046,4.456,32.4,28.8,3.323,21.5,120.046,12:12:21.095
434,142.0,0.587,0.273,3.0,25.5,22.0,120.724,3.587,32.8,29.1,4.267,21.5,120.724,12:12:22.231
435,142.0,0.584,0.293,3.0,25.5,23.5,119.94,3.927,32.2,29.1,2.87,21.5,119.94,12:12:23.386
436,142.0,0.597,0.273,3.0,25.5,22.0,120.283,3.323,32.0,28.6,3.285,21.5,120.283,12:12:24.522
437,142.0,0.605,0.269,3.0,25.5,22.0,119.731,4.418,32.2,28.6,3.549,21.5,119.731,12:12:25.663
438,142.0,0.621,0.276,3.0,25.5,22.0,119.829,3.625,32.0,28.6,3.285,21.5,119.829,12:12:26.798
439,142.0,0.576,0.276,3.0,23.4,22.0,119.809,3.587,32.4,29.3,3.474,21.5,119.809,12:12:27.933
440,142.0,0.577,0.273,3.0,25.5,22.0,120.74,4.569,32.8,28.8,2.303,21.5,120.74,12:12:29.076
441,142.0,0.612,0.281,3.0,25.5,22.0,120.002,3.889,32.2,28.6,5.513,21.5,120.002,12:12:30.216
442,142.0,0.592,0.266,3.0,23.5,22.0,120.037,4.38,32.8,29.1,3.814,21.5,120.037,12:12:31.344
443,142.0,0.588,0.269,3.0,23.5,22.0,120.812,3.247,32.8,29.1,3.625,23.0,120.812,12:12:32.484
444,142.0,0.597,0.265,3.0,23.5,22.0,120.112,3.512,32.8,28.6,3.247,21.5,120.112,12:12:33.602
