Log,mixer_motor_temperature_M1,cp_flowrate,ac_flowrate,mixer_speed_M2,cp_pressure,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,cp_temperature,mixer_motor_temperature_M2,mixer_torque_M2,mixer_pressure,mixer_torque_M1,mixer_speed_M1,Time
668,24.3,1.5,51.6,120.201,0.759,25.3,25.7,24.7,26.6,5.211,0.266,3.247,120.201,12:00:24.500
669,24.1,1.5,51.6,120.1,0.739,25.3,25.7,24.7,26.6,4.342,0.3,4.38,120.1,12:00:25.647
670,23.6,1.5,51.6,119.939,0.725,25.3,25.7,24.7,27.0,3.7,0.299,3.474,119.939,12:00:26.798
671,23.8,1.5,51.6,119.584,0.846,25.3,25.7,24.6,26.3,3.096,0.251,3.927,119.584,12:00:27.946
672,23.4,1.5,51.6,120.745,0.826,25.3,25.7,24.7,26.3,4.833,0.41,3.512,120.745,12:00:29.085
673,23.8,1.5,51.6,120.166,0.773,25.3,24.3,24.7,26.6,4.947,0.278,3.927,120.166,12:00:30.236
674,24.3,1.5,51.6,120.651,0.778,27.4,24.3,26.1,26.3,3.889,0.303,4.116,120.651,12:00:31.390
675,24.3,1.5,51.6,120.368,0.734,27.4,24.3,24.7,26.3,4.72,0.288,3.587,120.368,12:00:32.527
676,23.8,1.5,51.6,119.521,0.778,27.4,24.3,26.1,27.0,4.04,0.31,4.72,119.521,12:00:33.681
677,23.8,1.5,51.6,119.489,0.817,25.3,24.3,26.1,26.8,4.003,0.242,2.794,119.489,12:00:34.831
678,24.3,1.5,51.6,119.505,0.757,25.3,24.3,24.7,26.6,3.738,0.26,4.191,119.505,12:00:35.989
679,24.1,1.5,51.6,119.965,0.779,25.3,25.7,24.6,26.6,4.04,0.276,4.947,119.965,12:00:37.139
680,24.5,1.5,51.6,120.253,0.71,25.3,24.3,24.7,26.6,4.305,0.254,3.096,120.253,12:00:38.272
681,23.8,1.5,51.6,119.951,0.751,25.3,25.8,24.7,26.6,3.172,0.27,4.342,119.951,12:00:39.426
682,23.8,1.5,51.6,120.066,0.798,25.3,24.3,24.7,26.6,4.456,0.333,4.191,120.066,12:00:40.579
683,24.1,1.5,51.6,120.58,0.804,25.3,25.8,24.7,27.0,4.229,0.337,4.569,120.58,12:00:41.718
684,24.3,1.5,51.6,119.995,0.789,27.4,24.3,24.7,26.6,3.398,0.31,3.247,119.995,12:00:42.876
685,24.3,1.5,51.6,120.168,0.764,27.4,24.3,26.1,26.6,4.682,0.28,4.342,120.168,12:00:44.014
686,23.8,1.5,51.6,120.133,0.768,27.4,24.3,26.1,27.0,3.776,0.255,4.154,120.133,12:00:45.168
687,24.3,1.5,51.6,119.332,0.753,25.3,24.3,26.1,27.0,4.607,0.288,3.096,119.332,12:00:46.319
688,24.3,1.5,51.6,120.214,0.782,25.3,24.3,24.7,26.6,3.625,0.264,4.078,120.214,12:00:47.471
689,24.5,1.5,51.6,120.004,0.778,25.3,24.3,24.7,27.0,3.549,0.293,3.7,120.004,12:00:48.622
690,24.5,1.5,51.6,120.059,0.767,25.3,24.3,24.7,26.6,4.644,0.313,3.663,120.059,12:00:49.754
691,24.5,1.5,51.6,119.797,0.781,25.3,24.3,24.7,26.8,3.738,0.25,4.116,119.797,12:00:50.904
692,23.6,1.5,51.6,120.182,0.784,25.3,24.3,24.7,26.6,3.814,0.265,4.116,120.182,12:00:52.044
693,24.8,1.5,51.6,120.0,0.834,25.3,24.3,24.7,26.8,3.247,0.271,4.833,120.0,12:00:53.183
694,23.8,1.5,51.6,119.676,0.791,25.3,25.8,24.7,27.0,4.72,0.289,2.756,119.676,12:00:54.330
695,25.0,1.5,51.6,120.053,0.726,25.3,25.8,24.7,26.6,3.625,0.255,4.456,119.818,12:00:55.468
696,24.8,1.5,51.6,120.112,0.782,25.3,25.8,24.7,26.8,4.078,0.328,4.154,120.112,12:00:56.619
697,24.3,1.5,51.6,120.092,0.714,25.3,25.8,24.7,27.0,3.927,0.271,3.361,120.092,12:00:57.771
698,24.1,1.5,51.6,119.832,0.726,25.4,24.3,24.7,26.8,4.04,0.28,4.531,119.832,12:00:58.922
699,23.8,1.5,51.6,120.616,0.776,27.4,24.3,24.7,26.6,4.493,0.203,3.549,120.616,12:01:00.075
700,24.5,1.5,51.6,120.084,0.814,25.3,24.3,26.1,26.6,4.418,0.295,3.625,120.084,12:01:01.229
701,23.8,1.5,51.6,119.458,0.819,25.3,24.3,26.1,26.6,3.587,0.259,3.247,119.458,12:01:02.378
702,24.1,1.5,51.6,120.156,0.688,25.3,24.3,24.7,26.8,4.569,0.313,4.833,120.156,12:01:03.531
703,23.8,1.5,51.6,120.347,0.776,25.3,24.3,24.7,26.8,3.927,0.314,4.267,120.347,12:01:04.683
704,23.8,1.5,51.6,119.368,0.836,25.3,24.3,24.7,27.3,4.003,0.27,3.361,119.368,12:01:05.848
705,24.3,1.5,51.6,119.298,0.819,27.4,24.3,24.7,26.8,4.229,0.286,4.796,119.298,12:01:07.001
706,23.8,1.5,51.6,120.644,0.706,25.3,24.4,26.1,27.0,3.512,0.331,3.852,120.644,12:01:08.157
707,24.3,1.5,51.6,119.535,0.706,25.3,24.3,24.7,26.6,4.078,0.275,3.361,119.535,12:01:09.325
708,24.5,1.5,51.6,119.987,0.763,25.3,24.4,24.7,27.0,3.549,0.26,4.644,119.987,12:01:10.467
709,24.5,1.5,51.6,119.664,0.774,25.4,25.8,24.7,27.0,3.965,0.293,4.154,119.664,12:01:11.634
710,23.8,1.5,51.6,120.046,0.796,27.4,24.3,26.1,26.8,3.7,0.27,2.756,120.046,12:01:12.800
711,24.5,1.5,51.6,121.127,0.75,25.4,24.4,26.1,26.8,3.436,0.197,3.021,121.127,12:01:13.954
712,24.1,1.5,51.6,119.62,0.753,25.4,24.3,26.1,26.8,4.003,0.265,4.682,119.62,12:01:15.099
713,24.5,1.5,51.6,120.21,0.707,25.4,24.4,24.7,27.0,4.154,0.295,3.398,120.21,12:01:16.254
714,25.0,1.5,51.6,119.918,0.858,25.4,24.4,24.7,26.8,4.796,0.259,3.852,119.918,12:01:17.408
715,24.3,1.5,51.6,120.189,0.82,25.4,25.8,24.7,26.8,4.682,0.25,3.625,120.189,12:01:18.559
716,24.3,1.5,51.6,119.707,0.754,25.4,24.4,24.7,27.0,3.927,0.314,4.116,119.707,12:01:19.708
717,24.1,1.5,51.6,119.386,0.759,27.5,24.4,24.7,26.8,3.663,0.28,4.191,119.386,12:01:20.863
718,24.3,1.5,51.6,119.776,0.724,25.4,24.4,24.7,27.0,4.493,0.26,3.927,119.776,12:01:21.994
719,24.3,1.5,51.6,119.816,0.84,27.4,24.4,24.7,27.0,4.116,0.256,4.456,119.816,12:01:23.148
720,24.1,1.5,51.6,120.117,0.797,27.5,24.4,24.7,26.8,4.38,0.293,3.361,120.117,12:01:24.282
721,23.8,1.5,51.6,119.901,0.769,27.5,24.4,26.1,27.0,3.247,0.266,3.889,119.901,12:01:25.433
722,24.3,1.5,51.6,119.625,0.748,25.4,24.4,26.1,26.8,4.456,0.289,4.229,119.625,12:01:26.596
723,24.5,1.5,51.6,120.483,0.714,25.4,24.4,24.7,27.3,3.776,0.352,4.191,120.483,12:01:27.745
724,24.3,1.5,51.6,120.053,0.815,25.4,24.4,24.7,27.3,3.852,0.31,4.04,120.053,12:01:28.898
725,24.1,1.5,51.6,120.07,0.811,25.4,25.8,24.7,27.0,3.776,0.283,3.927,120.07,12:01:30.055
726,24.5,1.5,51.6,119.826,0.797,27.5,24.4,24.7,26.8,4.267,0.293,4.607,119.826,12:01:31.211
727,24.5,1.5,51.6,119.394,0.724,27.5,24.4,26.1,26.6,3.927,0.353,3.663,119.394,12:01:32.368
728,24.5,1.5,51.6,119.989,0.714,25.4,24.4,26.1,27.0,4.833,0.291,3.285,119.989,12:01:33.516
729,23.8,1.5,51.6,120.295,0.739,25.4,24.4,26.1,27.0,3.285,0.281,3.965,120.295,12:01:34.665
730,24.3,1.5,51.6,119.809,0.815,25.4,24.4,24.7,27.3,4.04,0.3,2.908,119.809,12:01:35.812
731,24.1,1.5,51.6,119.991,0.829,25.4,24.4,24.7,27.0,3.814,0.278,3.927,119.991,12:01:36.966
732,24.5,1.5,51.6,119.2,0.743,25.4,25.9,24.7,27.7,4.758,0.211,4.154,119.2,12:01:38.119
733,24.1,1.5,51.6,120.138,0.748,27.5,24.4,24.7,27.0,4.607,0.298,3.738,120.138,12:01:39.288
734,23.8,1.5,51.6,120.702,0.706,25.4,24.4,26.1,27.5,3.776,0.254,3.096,120.702,12:01:40.443
735,24.3,1.5,51.6,120.147,0.798,25.4,24.4,26.1,27.0,4.078,0.341,4.72,120.147,12:01:41.595
736,24.1,1.5,51.6,120.601,0.767,25.4,24.4,24.7,27.0,4.342,0.3,2.077,120.601,12:01:42.758
737,25.0,1.5,51.6,120.018,0.743,25.4,25.9,24.7,27.0,3.814,0.27,4.531,120.018,12:01:43.907
738,24.1,1.5,51.6,120.14,0.759,25.4,24.4,24.7,26.8,4.116,0.321,3.927,120.14,12:01:45.063
739,24.5,1.5,51.6,120.596,0.82,25.4,24.4,26.1,27.0,3.852,0.299,3.965,120.596,12:01:46.236
740,25.0,1.5,51.6,119.717,0.82,25.4,24.4,24.7,27.0,4.078,0.328,4.116,119.717,12:01:47.389
741,25.0,1.5,51.6,120.263,0.845,25.4,24.4,24.7,26.8,4.72,0.217,4.078,120.263,12:01:48.544
742,25.0,1.5,51.6,120.108,0.748,25.4,25.9,24.7,27.0,4.116,0.245,3.247,120.108,12:01:49.695
743,24.8,1.5,51.6,119.374,0.796,25.4,25.9,24.7,27.0,5.362,0.304,3.889,119.374,12:01:50.851
744,24.5,1.5,51.6,120.048,0.759,27.5,24.4,24.7,27.0,4.38,0.266,3.587,120.048,12:01:52.017
745,23.8,1.5,51.6,120.895,0.782,25.4,24.4,26.1,27.5,3.474,0.304,4.229,120.895,12:01:53.172
746,24.5,1.5,51.6,119.713,0.812,25.4,24.4,24.7,27.5,3.852,0.316,3.247,119.713,12:01:54.323
747,24.5,1.5,51.6,119.713,0.786,25.4,24.4,24.7,27.5,3.436,0.261,4.04,119.713,12:01:55.479
748,25.0,1.5,51.6,119.179,0.74,25.4,25.9,24.7,27.0,3.512,0.248,4.644,119.179,12:01:56.634
749,25.0,1.5,51.6,119.915,0.791,27.5,24.4,24.7,27.3,4.154,0.294,3.398,119.915,12:01:57.789
750,25.0,1.5,51.6,120.438,0.798,27.5,24.4,24.7,27.0,3.21,0.265,3.323,120.438,12:01:58.942
751,24.5,1.5,51.6,119.507,0.798,25.4,24.5,26.1,27.0,4.078,0.284,5.022,119.507,12:02:00.096
752,24.8,1.5,51.6,120.405,0.757,25.4,24.5,26.1,27.0,4.305,0.304,3.663,120.405,12:02:01.250
753,24.5,1.5,51.6,118.895,0.729,25.4,25.9,24.7,27.0,3.172,0.227,4.758,118.895,12:02:02.420
754,25.0,1.5,51.6,119.822,0.745,25.4,25.9,24.7,27.0,5.098,0.314,4.116,119.822,12:02:03.571
755,24.5,1.5,51.6,119.977,0.791,27.5,24.5,24.7,26.8,4.04,0.288,4.191,119.977,12:02:04.726
756,24.5,1.5,51.6,119.711,0.758,25.4,24.5,26.1,27.7,3.549,0.317,3.549,119.711,12:02:05.879
757,25.0,1.5,51.6,120.365,0.731,25.4,24.5,26.1,27.0,4.569,0.304,4.267,120.365,12:02:07.031
758,24.5,1.5,51.6,119.631,0.741,25.4,24.5,26.1,27.3,3.852,0.284,4.456,119.631,12:02:08.182
759,24.5,1.5,51.6,118.538,0.817,25.4,25.9,24.7,27.7,4.267,0.286,4.984,118.538,12:02:09.354
760,24.5,1.5,51.6,120.315,0.736,25.4,25.9,24.7,27.3,5.135,0.231,3.927,120.315,12:02:10.504
761,25.0,1.5,51.6,120.12,0.767,27.5,24.5,24.7,27.3,4.418,0.266,4.04,120.12,12:02:11.658
762,25.0,1.5,51.6,119.781,0.789,25.5,24.5,26.1,27.7,5.475,0.293,2.832,119.781,12:02:12.812
763,25.2,1.5,51.6,119.971,0.759,25.5,24.5,26.1,27.5,4.267,0.283,4.003,119.971,12:02:13.964
764,24.3,1.5,51.6,120.181,0.741,25.5,24.5,26.1,27.7,3.927,0.295,4.38,120.181,12:02:15.116
765,25.0,1.5,51.6,120.083,0.797,25.5,24.5,24.7,27.3,4.833,0.299,3.059,120.083,12:02:16.269
766,25.2,1.5,51.6,120.011,0.831,25.5,25.9,24.7,27.7,3.398,0.286,4.078,120.011,12:02:17.419
767,25.2,1.5,51.6,120.25,0.754,25.5,25.9,24.7,27.0,5.211,0.321,3.889,120.25,12:02:18.574
768,24.8,1.5,51.6,119.235,0.721,27.5,24.5,24.7,27.5,4.342,0.254,5.324,119.235,12:02:19.726
769,24.5,1.5,51.6,119.464,0.746,27.6,24.5,24.7,27.5,4.947,0.298,3.059,119.464,12:02:20.878
770,25.0,1.5,51.6,120.519,0.692,25.5,24.5,24.7,27.5,3.663,0.291,3.663,120.519,12:02:22.051
771,24.3,1.5,51.6,120.656,0.768,25.5,24.5,24.7,27.7,4.644,0.313,3.965,120.656,12:02:23.201
772,24.5,1.5,51.6,119.323,0.802,25.5,25.9,24.7,27.3,3.965,0.304,3.889,119.323,12:02:24.351
773,24.5,1.5,51.6,120.061,0.826,25.5,25.9,24.7,27.7,4.644,0.284,3.965,120.061,12:02:25.508
774,24.1,1.5,51.6,119.564,0.764,27.5,24.5,24.7,27.7,4.191,0.295,4.682,119.564,12:02:26.655
775,24.1,1.5,51.6,119.943,0.669,25.5,24.5,24.7,28.2,4.493,0.273,2.756,119.826,12:02:27.808
776,24.8,1.5,51.6,120.044,0.834,25.5,24.5,26.1,27.7,3.663,0.261,4.38,120.044,12:02:28.960
777,25.0,1.5,51.6,119.639,0.797,25.5,24.5,26.2,27.7,3.852,0.326,4.078,119.639,12:02:30.109
778,24.5,1.5,51.6,120.354,0.773,25.5,24.5,24.7,27.7,4.493,0.303,2.945,120.354,12:02:31.261
779,25.0,1.5,51.6,119.481,0.73,25.5,26.0,24.7,27.3,3.247,0.261,4.418,119.481,12:02:32.424
780,25.7,1.5,51.6,120.036,0.686,27.6,24.5,24.7,27.3,4.493,0.248,4.191,120.036,12:02:33.583
781,24.5,1.5,51.6,120.291,0.798,27.6,24.5,24.7,27.9,3.776,0.309,4.078,120.291,12:02:34.735
782,25.0,1.5,51.6,119.977,0.796,25.4,24.5,26.2,27.7,3.927,0.269,3.927,119.977,12:02:35.895
783,25.0,1.5,51.6,119.6,0.829,25.5,24.5,24.7,27.5,4.116,0.298,4.04,119.6,12:02:37.064
784,25.2,1.5,51.6,119.804,0.759,27.6,24.5,24.7,27.5,4.078,0.286,4.418,119.804,12:02:38.229
785,25.0,1.5,51.6,120.174,0.762,27.6,24.5,24.7,27.7,4.418,0.299,3.587,120.174,12:02:39.380
786,24.8,1.5,51.6,119.796,0.778,25.5,26.0,24.7,27.7,4.531,0.319,4.078,119.796,12:02:40.583
787,25.0,1.5,51.6,120.778,0.806,27.6,24.5,24.7,27.7,4.682,0.323,3.398,120.778,12:02:41.755
788,25.0,1.5,51.6,119.699,0.769,25.5,24.5,24.7,27.7,4.003,0.259,4.909,119.699,12:02:42.905
789,24.8,1.5,51.6,120.037,0.789,25.5,24.5,26.2,27.7,4.871,0.283,3.398,120.037,12:02:44.062
790,25.0,1.5,51.6,119.291,0.817,25.5,24.5,24.7,27.3,4.267,0.305,5.135,119.291,12:02:45.212
791,25.0,1.5,51.6,119.103,0.826,25.5,24.5,24.7,27.5,3.889,0.304,3.965,119.103,12:02:46.363
792,25.4,1.5,51.6,119.71,0.784,25.4,26.0,24.7,27.5,4.154,0.328,4.078,119.71,12:02:47.512
793,24.5,1.5,51.6,119.357,0.784,27.5,26.0,24.7,28.2,4.078,0.286,5.362,119.357,12:02:48.675
794,25.0,1.5,51.6,121.078,0.819,25.4,24.5,24.7,28.2,4.418,0.271,2.794,121.078,12:02:49.830
795,25.0,1.5,51.6,119.83,0.84,25.4,24.5,26.2,27.7,3.663,0.261,4.003,119.83,12:02:50.982
796,25.4,1.5,51.6,119.917,0.767,25.4,24.5,26.1,27.7,4.191,0.281,4.418,119.917,12:02:52.134
797,25.0,1.5,51.6,120.424,0.787,25.4,24.5,24.7,28.2,4.456,0.319,3.398,120.424,12:02:53.287
798,24.5,1.5,51.6,119.991,0.831,25.4,24.5,24.7,28.2,3.134,0.245,4.305,119.991,12:02:54.438
799,25.0,1.5,51.6,119.392,0.772,25.4,26.0,24.7,27.3,4.229,0.261,5.173,119.392,12:02:55.588
800,25.0,1.5,51.6,120.964,0.762,25.4,26.0,24.7,27.9,4.003,0.304,3.776,120.964,12:02:56.737
801,25.0,1.5,51.6,120.017,0.739,27.4,24.5,24.7,27.7,3.965,0.232,4.38,120.017,12:02:57.889
802,25.2,1.5,51.6,119.991,0.764,25.3,24.5,26.1,27.9,5.022,0.303,3.814,119.991,12:02:59.071
803,24.8,1.5,51.6,120.051,0.815,25.3,24.5,24.7,28.2,4.191,0.299,3.889,120.051,12:03:00.219
804,24.8,1.5,51.6,120.157,0.787,25.3,24.5,24.7,27.7,3.852,0.236,3.512,120.157,12:03:01.374
805,24.8,1.5,51.6,119.996,0.793,25.3,24.5,24.7,27.7,4.38,0.305,4.229,119.996,12:03:02.549
806,25.0,1.5,51.6,120.046,0.731,25.3,24.5,26.2,27.7,4.116,0.316,3.474,120.046,12:03:03.703
807,25.0,1.5,51.6,119.471,0.819,25.3,24.5,26.2,27.7,4.116,0.283,3.814,119.471,12:03:04.855
808,25.4,1.5,51.6,120.241,0.822,25.3,24.5,26.2,27.7,3.549,0.214,3.927,120.241,12:03:05.998
809,25.0,1.5,51.6,119.491,0.822,25.2,24.6,24.7,27.7,4.229,0.276,5.249,119.491,12:03:07.149
810,25.0,1.5,51.6,119.915,0.815,25.2,24.5,24.7,27.9,4.72,0.321,3.21,119.915,12:03:08.300
811,25.2,1.5,51.6,119.764,0.731,25.2,26.0,24.7,27.7,3.361,0.27,4.229,119.764,12:03:09.454
812,25.4,1.5,51.6,119.791,0.741,27.3,26.0,24.7,27.7,4.154,0.342,4.644,119.791,12:03:10.603
813,25.0,1.5,51.6,120.636,0.831,25.2,24.5,24.7,27.9,4.833,0.26,2.945,120.636,12:03:11.760
814,25.0,1.5,51.6,119.832,0.774,25.2,24.6,26.2,27.9,3.247,0.251,4.38,119.832,12:03:12.927
815,24.8,1.5,51.6,119.591,0.729,27.2,26.0,24.7,27.3,4.758,0.303,4.758,119.591,12:03:14.100
816,25.0,1.5,51.6,120.088,0.769,27.2,26.0,24.7,27.7,4.644,0.313,3.398,120.088,12:03:15.255
817,25.4,1.5,51.6,120.342,0.735,27.2,24.6,24.7,27.5,3.927,0.308,4.38,120.342,12:03:16.407
818,25.0,1.5,51.6,119.888,0.804,25.1,24.6,26.2,27.9,4.531,0.265,4.078,119.888,12:03:17.562
819,25.0,1.5,51.6,119.932,0.787,25.1,24.6,26.2,27.5,4.493,0.289,4.342,119.932,12:03:18.711
820,25.0,1.5,51.6,119.219,0.778,25.1,24.6,24.7,27.7,4.342,0.275,3.549,119.219,12:03:19.876
821,24.8,1.5,51.6,120.407,0.798,27.1,26.0,24.7,28.4,4.418,0.27,4.191,120.407,12:03:21.042
822,25.0,1.5,51.6,119.627,0.726,27.1,24.6,24.7,27.7,4.003,0.355,4.493,119.627,12:03:22.195
823,25.2,1.5,51.6,119.461,0.786,25.0,24.6,24.7,27.7,4.456,0.261,3.474,119.461,12:03:23.345
824,25.4,1.5,51.6,119.615,0.864,25.0,24.6,26.2,27.9,3.852,0.291,3.852,119.615,12:03:24.499
825,25.0,1.5,51.6,120.58,0.768,25.0,24.6,24.7,28.2,3.738,0.316,4.607,120.58,12:03:25.666
826,25.7,1.5,51.6,119.709,0.768,27.1,26.0,24.7,28.2,4.342,0.284,2.983,119.709,12:03:26.833
827,25.2,1.5,51.6,119.455,0.71,27.1,24.6,24.7,27.9,3.474,0.341,4.682,119.455,12:03:27.984
828,25.7,1.5,51.6,120.109,0.773,25.0,24.6,26.2,27.9,4.607,0.264,4.871,120.109,12:03:29.140
829,25.4,1.5,51.6,120.167,0.759,25.0,24.6,26.2,28.4,4.003,0.264,3.625,120.167,12:03:30.293
830,25.2,1.5,51.6,118.878,0.814,24.9,24.6,24.7,28.2,3.625,0.266,5.362,118.878,12:03:31.449
831,25.4,1.5,51.6,119.833,0.729,24.9,24.6,24.7,28.2,3.889,0.288,4.493,119.833,12:03:32.604
832,25.4,1.5,51.6,120.082,0.741,27.0,26.0,24.7,27.7,4.644,0.283,3.247,120.082,12:03:33.755
833,25.2,1.5,51.6,119.69,0.772,27.0,26.0,24.7,28.2,3.776,0.304,4.644,119.69,12:03:34.902
834,25.4,1.5,51.6,120.481,0.787,24.9,24.6,26.2,27.7,5.777,0.313,3.889,120.481,12:03:36.072
835,24.1,1.5,51.6,120.554,0.768,24.9,24.6,26.2,28.2,4.191,0.288,4.078,120.554,12:03:37.227
836,25.9,1.5,51.6,119.501,0.779,24.8,24.6,26.2,28.2,4.267,0.228,3.361,119.501,12:03:38.377
837,25.9,1.5,51.6,120.425,0.814,24.8,24.6,24.7,28.2,4.947,0.256,4.229,120.425,12:03:39.535
838,25.9,1.5,51.6,120.655,0.802,26.9,26.0,24.7,27.7,3.474,0.288,3.889,120.655,12:03:40.689
839,25.4,1.5,51.6,119.427,0.814,26.9,26.0,24.7,28.2,4.531,0.298,3.512,119.427,12:03:41.842
840,26.1,1.5,51.6,120.039,0.791,24.8,24.6,24.7,28.2,4.38,0.283,4.267,120.039,12:03:42.992
841,24.8,1.5,51.6,120.633,0.769,24.8,24.6,24.7,28.2,4.305,0.265,4.569,120.633,12:03:44.142
842,25.4,1.5,51.6,120.071,0.707,24.8,24.6,26.2,27.9,4.154,0.336,2.983,120.071,12:03:45.300
843,25.9,1.5,51.6,119.666,0.75,24.7,24.6,24.7,28.2,3.549,0.273,4.04,119.666,12:03:46.451
844,25.0,1.5,51.6,119.691,0.836,24.7,24.6,24.7,27.7,4.078,0.304,4.871,119.691,12:03:47.605
845,25.2,1.5,51.6,120.044,0.846,24.7,24.6,24.7,28.2,4.191,0.308,3.889,120.044,12:03:48.747
846,25.2,1.5,51.6,119.779,0.811,26.8,26.0,24.7,28.2,3.663,0.265,4.305,119.779,12:03:49.902
847,25.9,1.5,51.6,119.919,0.759,26.8,26.1,24.7,28.2,4.04,0.259,3.663,119.919,12:03:51.051
848,25.7,1.5,51.6,120.819,0.776,24.7,24.6,24.7,28.2,4.267,0.255,3.398,120.819,12:03:52.202
849,24.5,1.5,51.6,119.608,0.802,24.7,24.6,26.2,28.2,4.116,0.281,3.21,119.608,12:03:53.370
850,25.2,1.5,51.6,119.97,0.815,24.7,24.6,26.2,28.2,3.852,0.273,4.758,119.97,12:03:54.522
851,25.0,1.5,51.6,119.443,0.791,24.6,24.6,24.7,28.2,3.625,0.316,4.758,119.443,12:03:55.676
852,25.9,1.5,51.6,119.536,0.741,26.7,24.6,24.7,28.2,4.003,0.251,3.436,119.536,12:03:56.820
853,25.4,1.5,51.6,120.287,0.763,26.7,26.1,24.7,28.4,3.512,0.242,4.116,120.287,12:03:57.974
854,25.4,1.5,51.6,119.518,0.825,24.6,24.6,26.2,27.9,4.116,0.283,5.022,119.518,12:03:59.155
855,25.4,1.5,51.6,119.809,0.798,24.6,24.6,26.2,27.9,3.7,0.356,2.908,119.916,12:04:00.308
856,25.9,1.5,51.6,119.929,0.754,24.6,24.6,24.7,28.2,3.587,0.245,4.531,119.929,12:04:01.458
857,25.7,1.5,51.6,120.081,0.768,26.6,26.1,24.7,28.6,4.116,0.265,3.927,120.081,12:04:02.625
858,25.0,1.5,51.6,120.256,0.748,24.5,24.6,24.8,28.2,4.229,0.291,3.587,120.256,12:04:03.779
859,25.9,1.5,51.6,120.015,0.724,24.5,24.6,24.7,28.6,2.945,0.276,3.927,120.015,12:04:04.937
860,25.2,1.5,51.6,119.943,0.867,24.5,24.6,24.7,28.4,4.342,0.256,4.267,119.943,12:04:06.109
861,25.0,1.5,51.6,120.446,0.792,24.5,24.6,24.7,28.2,4.72,0.326,3.889,120.446,12:04:07.257
862,25.4,1.5,51.6,121.693,0.745,26.6,26.1,24.7,28.2,3.247,0.204,3.738,121.693,12:04:08.410
863,25.7,1.5,51.6,119.9,0.731,26.6,26.1,24.7,27.9,4.456,0.266,4.267,119.9,12:04:09.562
864,25.4,1.5,51.6,120.466,0.868,24.5,24.6,24.7,28.6,4.078,0.316,4.116,120.466,12:04:10.720
865,25.7,1.5,51.6,119.824,0.83,24.5,24.6,26.2,28.2,4.569,0.308,3.776,119.824,12:04:11.876
866,25.2,1.5,51.6,120.312,0.774,24.4,24.6,26.2,28.4,4.003,0.261,4.229,120.312,12:04:13.028
867,25.4,1.5,51.6,119.491,0.786,26.5,26.1,24.7,28.4,3.889,0.342,4.531,119.491,12:04:14.200
868,25.4,1.5,51.6,118.748,0.806,26.5,26.1,24.7,28.4,3.474,0.309,4.003,118.748,12:04:15.351
869,25.7,1.5,51.6,120.049,0.807,24.4,24.6,26.2,28.4,3.965,0.276,4.003,120.049,12:04:16.521
870,25.4,1.5,51.6,120.186,0.801,24.4,24.6,26.2,28.8,3.814,0.248,4.531,120.186,12:04:17.673
871,25.4,1.5,51.6,119.482,0.796,24.4,24.6,24.7,28.2,4.04,0.278,3.059,119.482,12:04:18.829
872,25.4,1.5,51.6,120.002,0.801,26.5,26.1,24.8,28.4,3.361,0.313,3.889,120.002,12:04:19.996
873,25.9,1.5,51.6,119.855,0.71,24.4,24.6,24.7,28.6,4.607,0.276,4.796,119.855,12:04:21.149
874,25.4,1.5,51.6,119.464,0.758,24.3,24.6,26.2,28.6,3.625,0.283,3.512,119.464,12:04:22.310
875,25.4,1.5,51.6,120.108,0.811,24.3,24.6,26.2,28.4,3.663,0.303,4.682,120.108,12:04:23.466
876,25.9,1.5,51.6,119.256,0.798,26.4,24.6,24.7,28.2,3.7,0.332,4.607,119.256,12:04:24.618
877,25.9,1.5,51.6,120.178,0.819,26.4,26.1,24.7,28.4,4.947,0.304,3.512,120.178,12:04:25.786
878,25.2,1.5,51.6,120.184,0.781,24.3,24.6,24.7,28.4,3.587,0.281,4.078,120.184,12:04:26.950
879,25.7,1.5,51.6,118.694,0.715,24.3,24.6,26.2,28.8,4.38,0.283,5.286,118.694,12:04:28.105
880,25.4,1.5,51.6,120.453,0.836,24.3,24.6,26.2,28.2,4.644,0.35,2.908,120.453,12:04:29.262
881,25.7,1.5,51.6,120.32,0.846,26.3,26.1,24.7,28.2,3.247,0.271,3.889,120.32,12:04:30.428
882,25.4,1.5,51.6,119.995,0.814,24.3,26.1,24.7,28.6,4.267,0.286,4.116,119.995,12:04:31.581
883,25.9,1.5,51.6,120.76,0.729,24.2,24.6,26.2,28.2,4.493,0.337,3.285,120.76,12:04:32.749
884,26.1,1.5,51.6,119.744,0.758,24.2,24.7,26.2,28.2,3.398,0.309,4.04,119.744,12:04:33.915
885,25.9,1.5,51.6,119.875,0.774,26.3,26.1,24.7,28.2,4.38,0.293,3.814,119.875,12:04:35.082
886,26.1,1.5,51.6,120.439,0.798,24.2,24.7,24.7,28.2,4.342,0.321,3.7,120.439,12:04:36.245
887,25.0,1.5,51.6,119.741,0.746,24.2,24.7,26.2,28.6,3.172,0.278,4.38,119.741,12:04:37.415
888,25.7,1.5,51.6,119.774,0.753,24.2,24.7,26.2,28.2,4.305,0.281,3.927,119.774,12:04:38.567
889,25.0,1.5,51.6,120.829,0.781,26.2,26.1,24.7,28.8,4.229,0.298,3.852,120.829,12:04:39.737
890,25.4,1.5,51.6,119.943,0.85,24.2,24.7,24.7,28.2,4.078,0.393,3.852,119.943,12:04:40.890
