Log,ac_flowrate,mixer_motor_temperature_M2,mixer_pressure,mixer_torque_M2,cp_flowrate,mixer_torque_M1,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,mixer_speed_M2,cp_pressure,cp_temperature,mixer_speed_M1,mixer_temperature_Funnel,Time
445,111.0,20.7,0.281,3.021,3.0,3.549,18.2,23.9,119.873,0.671,23.4,119.873,22.6,09:47:29.066
446,111.0,20.4,0.273,3.059,3.0,3.587,18.2,23.8,121.236,0.692,23.4,121.236,22.5,09:47:30.205
447,111.0,20.7,0.228,3.21,3.0,2.417,17.9,23.8,120.312,0.601,23.4,120.312,22.5,09:47:31.341
448,111.0,20.2,0.298,2.794,3.0,4.078,18.6,23.9,119.217,0.682,24.8,119.217,22.5,09:47:32.467
449,111.0,20.7,0.275,3.361,3.0,3.549,18.4,23.9,119.913,0.668,24.8,119.913,22.6,09:47:33.606
450,111.0,21.1,0.278,4.267,3.0,3.965,18.4,25.9,120.053,0.691,23.4,120.053,22.5,09:47:34.724
451,111.0,20.7,0.255,3.625,3.0,3.247,17.9,25.9,119.786,0.735,23.4,119.786,22.6,09:47:35.861
452,111.0,20.7,0.255,3.096,3.0,3.323,18.2,25.9,119.907,0.63,23.4,119.907,22.5,09:47:37.000
453,111.0,21.1,0.295,3.285,3.0,3.021,18.2,25.9,120.3,0.673,23.4,120.3,22.6,09:47:38.144
454,111.0,20.9,0.356,4.003,3.0,3.134,17.9,23.9,120.698,0.687,24.8,120.698,22.6,09:47:39.286
455,111.0,21.1,0.298,3.096,3.0,3.474,18.4,25.9,119.786,0.641,23.4,119.786,22.6,09:47:40.423
456,111.0,20.7,0.266,2.87,3.0,4.04,17.9,25.9,118.987,0.668,23.4,118.987,22.6,09:47:41.559
457,111.0,21.1,0.27,2.945,3.0,3.663,18.8,25.9,119.52,0.656,23.4,119.52,22.6,09:47:42.697
458,111.0,21.1,0.278,3.663,3.0,2.832,18.4,23.9,120.321,0.643,23.4,120.321,24.0,09:47:43.830
459,111.0,20.7,0.299,3.096,3.0,2.87,17.7,25.9,119.986,0.692,23.4,119.986,24.0,09:47:44.974
460,111.0,21.1,0.256,3.361,3.0,3.398,18.4,25.9,120.502,0.678,23.4,120.502,24.1,09:47:46.115
461,111.0,20.9,0.266,2.87,3.0,3.549,18.4,23.9,119.975,0.664,23.4,119.975,24.0,09:47:47.252
462,111.0,20.7,0.216,3.361,3.0,2.605,18.8,25.9,119.72,0.709,23.4,119.72,22.6,09:47:48.405
463,111.0,21.1,0.269,3.361,3.0,3.021,18.4,25.9,120.04,0.684,23.4,120.04,24.1,09:47:49.540
464,111.0,21.1,0.226,3.285,3.0,3.927,18.4,25.9,119.868,0.659,23.4,119.868,24.1,09:47:50.677
465,111.0,21.1,0.286,3.965,3.0,3.096,18.6,23.9,120.383,0.714,23.4,120.383,24.1,09:47:51.812
466,111.0,20.7,0.304,2.379,3.0,3.549,18.4,23.9,120.328,0.648,23.4,120.328,22.6,09:47:52.950
467,111.0,21.6,0.256,2.945,3.0,3.398,18.6,23.9,120.009,0.707,24.9,120.009,22.6,09:47:54.072
468,111.0,20.9,0.248,3.247,3.0,2.794,18.6,23.9,120.193,0.702,23.4,120.193,22.6,09:47:55.226
469,111.0,20.9,0.295,3.059,3.0,2.832,18.8,26.0,120.286,0.654,23.4,120.286,24.1,09:47:56.379
470,111.0,20.7,0.26,2.832,3.0,3.021,17.9,26.0,120.021,0.698,23.4,120.021,24.1,09:47:57.517
471,111.0,20.7,0.293,4.267,3.0,3.21,18.4,26.0,119.991,0.668,23.4,119.991,24.1,09:47:58.657
472,111.0,21.1,0.266,2.908,3.0,3.021,18.6,26.0,120.095,0.638,23.4,120.095,24.1,09:47:59.813
473,111.0,21.1,0.28,2.605,3.0,2.908,18.2,26.0,120.529,0.671,23.5,120.529,24.1,09:48:00.952
474,111.0,21.1,0.217,3.512,3.0,2.756,18.6,26.0,120.041,0.684,23.4,120.041,24.1,09:48:02.091
475,111.0,20.7,0.345,3.776,3.0,2.908,18.2,26.0,120.566,0.635,23.5,120.566,24.1,09:48:03.227
476,111.0,20.7,0.288,3.134,3.0,2.87,18.2,26.0,120.074,0.693,23.4,120.074,24.1,09:48:04.366
477,111.0,21.1,0.281,2.719,3.0,3.247,18.2,26.0,120.54,0.691,23.5,120.54,22.6,09:48:05.502
478,111.0,21.1,0.298,2.681,3.0,3.247,18.2,26.0,119.828,0.678,23.4,119.828,24.1,09:48:06.643
479,111.0,20.9,0.293,4.003,3.0,3.096,18.4,26.0,120.011,0.715,23.5,120.011,24.1,09:48:07.793
480,111.0,20.9,0.283,3.172,3.0,3.398,19.3,26.0,119.577,0.673,23.5,119.577,24.1,09:48:08.931
481,111.0,20.7,0.276,2.794,3.0,3.096,18.8,26.0,120.025,0.631,23.4,120.025,24.1,09:48:10.082
482,111.0,21.1,0.288,4.154,3.0,3.059,18.2,26.0,119.649,0.724,23.5,119.649,24.1,09:48:11.223
483,111.0,21.1,0.314,3.927,3.0,3.021,18.8,23.9,119.893,0.678,23.5,119.893,24.1,09:48:12.369
484,111.0,21.1,0.264,2.605,3.0,3.474,18.6,26.0,119.66,0.676,23.5,119.66,24.1,09:48:13.495
485,111.0,21.6,0.261,3.096,3.0,3.512,18.4,26.0,119.797,0.707,23.5,119.797,22.7,09:48:14.633
486,111.0,21.1,0.261,2.794,3.0,2.568,18.4,26.0,120.446,0.667,23.4,120.446,22.7,09:48:15.769
487,111.0,21.1,0.303,3.738,3.0,2.303,18.4,26.0,119.785,0.658,23.5,119.785,22.7,09:48:16.912
488,111.0,21.1,0.305,2.945,3.0,3.587,19.3,23.9,119.833,0.691,23.5,119.833,22.7,09:48:18.082
489,111.0,21.1,0.271,3.361,3.0,2.945,18.2,23.9,120.8,0.676,23.5,120.8,22.7,09:48:19.234
490,111.0,21.1,0.28,2.945,3.0,2.945,18.8,23.9,119.753,0.667,23.5,119.753,22.7,09:48:20.366
491,111.0,20.9,0.25,2.756,3.0,3.889,18.6,23.9,119.036,0.663,23.5,119.036,22.7,09:48:21.502
492,111.0,21.1,0.273,3.21,3.0,3.361,18.2,23.9,120.227,0.645,23.5,120.227,22.7,09:48:22.639
493,111.0,21.1,0.266,3.549,3.0,3.625,18.6,23.9,119.656,0.753,23.5,119.656,22.7,09:48:23.791
494,111.0,21.1,0.271,3.625,3.0,3.398,18.4,23.9,119.973,0.654,23.5,119.973,22.7,09:48:24.929
495,111.0,21.1,0.24,3.285,3.0,3.436,18.8,24.0,120.312,0.669,23.5,120.312,24.2,09:48:26.058
496,111.0,21.6,0.317,2.681,3.0,3.247,18.6,23.9,120.843,0.706,23.5,120.843,24.2,09:48:27.196
497,111.0,20.9,0.299,3.512,3.0,2.454,18.8,24.0,120.06,0.653,23.5,120.06,22.7,09:48:28.345
498,111.0,21.1,0.275,2.983,3.0,3.059,18.8,23.9,120.424,0.676,23.5,120.424,22.7,09:48:29.485
499,111.0,21.1,0.313,3.398,3.0,3.512,18.6,24.0,120.018,0.66,23.5,120.018,24.2,09:48:30.622
500,111.0,21.6,0.256,3.474,3.0,4.229,19.3,24.0,119.465,0.646,23.5,119.465,24.2,09:48:31.762
501,111.0,20.9,0.278,3.134,3.0,3.247,18.8,24.0,119.064,0.701,23.5,119.064,24.2,09:48:32.900
502,111.0,21.1,0.259,4.418,3.0,3.852,18.8,24.0,119.405,0.641,23.5,119.405,24.2,09:48:34.038
503,111.0,21.3,0.271,3.814,3.0,3.663,18.4,24.0,119.855,0.654,23.5,119.855,22.8,09:48:35.191
504,111.0,20.9,0.293,2.983,3.0,2.983,18.6,24.0,120.572,0.703,23.5,120.572,22.8,09:48:36.327
505,111.0,21.1,0.248,2.568,3.0,3.738,18.6,24.0,119.333,0.71,23.5,119.333,22.8,09:48:37.470
506,111.0,21.1,0.281,3.7,3.0,3.474,19.1,23.9,119.955,0.641,23.5,119.955,24.2,09:48:38.607
507,111.0,21.3,0.305,2.643,3.0,3.512,18.8,24.0,120.686,0.701,23.5,120.686,24.2,09:48:39.744
508,111.0,21.6,0.316,4.984,3.0,2.719,18.4,24.0,120.007,0.641,23.5,120.007,24.2,09:48:40.879
509,111.0,21.6,0.289,3.059,3.0,2.53,18.6,24.0,120.008,0.664,23.5,120.008,24.2,09:48:42.020
510,111.0,21.1,0.24,4.38,3.0,3.021,18.4,24.0,119.932,0.721,23.5,119.932,24.2,09:48:43.158
511,111.0,21.6,0.276,2.794,3.0,2.945,19.1,24.0,120.481,0.656,23.5,120.481,24.2,09:48:44.308
512,111.0,20.9,0.264,2.492,3.0,4.003,18.6,24.0,119.48,0.687,23.5,119.48,22.8,09:48:45.462
513,111.0,21.3,0.269,3.059,3.0,3.776,18.8,24.0,119.788,0.709,24.9,119.788,22.8,09:48:46.613
514,111.0,21.3,0.28,2.719,3.0,3.625,18.8,24.0,119.731,0.636,24.9,119.731,22.8,09:48:47.754
515,111.0,20.9,0.251,3.852,3.0,3.096,18.6,24.0,119.97,0.693,24.9,119.97,22.8,09:48:48.898
516,111.0,21.1,0.245,3.398,3.0,3.474,19.3,24.0,119.398,0.645,24.9,119.398,22.8,09:48:50.050
517,111.0,21.8,0.295,2.945,3.0,4.493,18.4,24.0,119.831,0.643,24.9,119.831,22.8,09:48:51.186
518,111.0,21.1,0.298,3.512,3.0,2.832,18.4,24.0,120.549,0.706,24.9,120.299,22.8,09:48:52.323
519,111.0,21.1,0.3,2.756,3.0,3.361,18.8,24.0,119.642,0.641,24.9,119.642,22.8,09:48:53.465
520,111.0,21.1,0.271,3.625,3.0,3.096,18.8,24.0,120.075,0.678,23.5,120.075,22.8,09:48:54.599
521,111.0,21.3,0.288,4.984,3.0,3.625,18.4,24.0,119.852,0.707,23.5,119.852,22.8,09:48:55.737
522,111.0,21.6,0.28,2.908,3.0,3.247,19.3,24.0,120.134,0.651,24.9,120.134,22.8,09:48:56.885
523,111.0,21.1,0.27,2.568,3.0,3.7,19.3,24.0,119.734,0.679,23.5,119.734,22.8,09:48:58.014
524,111.0,21.1,0.283,3.21,3.0,3.776,19.3,24.0,120.135,0.71,24.9,120.135,22.8,09:48:59.167
525,111.0,21.3,0.266,3.285,3.0,2.983,18.4,24.0,120.313,0.621,24.9,120.313,22.8,09:49:00.307
526,111.0,21.1,0.276,2.908,3.0,3.21,18.8,24.0,120.233,0.648,23.5,120.233,22.8,09:49:01.442
527,111.0,21.3,0.28,3.738,3.0,3.247,19.3,24.0,119.629,0.682,23.5,119.629,22.8,09:49:02.582
528,111.0,21.3,0.245,3.361,3.0,3.285,19.3,24.0,120.623,0.63,23.5,120.623,22.8,09:49:03.714
529,111.0,21.8,0.231,3.663,3.0,3.587,19.3,24.0,119.432,0.697,23.5,119.432,22.8,09:49:04.857
530,111.0,21.3,0.28,2.53,3.0,3.436,19.1,24.0,119.52,0.706,23.5,119.52,22.8,09:49:05.994
531,111.0,21.8,0.251,3.965,3.0,3.361,18.6,24.0,120.073,0.631,23.5,120.073,22.8,09:49:07.146
532,111.0,21.6,0.273,3.059,3.0,2.756,18.8,24.0,121.127,0.757,23.5,121.127,22.8,09:49:08.282
533,111.0,21.6,0.266,3.096,3.0,4.229,18.8,24.0,119.846,0.697,23.5,119.846,22.8,09:49:09.432
534,111.0,21.6,0.273,2.681,3.0,2.756,19.1,26.1,119.933,0.651,24.9,119.933,22.8,09:49:10.585
535,111.0,21.3,0.27,2.945,3.0,3.398,19.8,26.0,119.484,0.702,24.9,119.484,22.8,09:49:11.725
536,111.0,21.6,0.251,3.663,3.0,2.228,19.1,26.1,119.663,0.686,25.0,119.663,22.8,09:49:12.865
537,111.0,21.8,0.242,2.832,3.0,2.983,18.6,26.1,121.417,0.649,24.9,121.417,22.8,09:49:14.004
538,111.0,21.6,0.276,3.361,3.0,2.605,18.8,26.0,120.223,0.707,24.9,120.223,22.8,09:49:15.144
539,111.0,21.3,0.316,3.587,3.0,2.794,18.8,26.1,120.05,0.649,24.9,120.05,22.8,09:49:16.291
540,111.0,21.6,0.264,3.021,3.0,3.021,19.3,24.0,119.367,0.682,23.5,119.367,22.8,09:49:17.422
541,111.0,21.3,0.266,3.663,3.0,3.738,18.8,24.0,119.875,0.707,23.5,119.875,22.8,09:49:18.548
542,111.0,21.6,0.27,3.398,3.0,2.945,19.1,24.0,120.013,0.664,23.5,120.013,22.8,09:49:19.689
543,111.0,21.6,0.275,3.323,3.0,2.832,18.8,24.0,119.751,0.664,23.5,119.751,22.8,09:49:20.838
544,111.0,21.6,0.261,2.983,3.0,3.247,19.3,26.1,119.823,0.719,25.0,119.823,22.8,09:49:21.985
545,111.0,22.3,0.299,4.38,3.0,3.323,19.1,26.1,120.016,0.591,25.0,120.016,22.8,09:49:23.126
546,111.0,21.6,0.237,2.719,3.0,3.21,19.3,24.0,121.087,0.688,23.5,121.087,22.8,09:49:24.256
547,111.0,22.0,0.314,3.059,3.0,2.908,18.8,26.1,119.659,0.702,24.9,119.659,22.8,09:49:25.414
548,111.0,22.0,0.245,3.398,3.0,3.172,18.8,26.1,120.146,0.659,23.5,120.146,22.8,09:49:26.552
549,111.0,21.6,0.286,6.117,3.0,3.096,18.6,24.0,120.517,0.712,23.5,120.517,22.8,09:49:27.715
550,111.0,21.6,0.31,4.38,3.0,2.908,19.3,24.0,119.974,0.687,25.0,119.974,22.8,09:49:28.857
551,111.0,21.6,0.284,2.832,3.0,2.832,20.0,24.0,119.847,0.667,23.5,119.847,24.3,09:49:30.026
552,111.0,21.8,0.271,3.398,3.0,3.7,19.1,24.0,120.787,0.702,23.5,120.787,24.3,09:49:31.179
553,111.0,22.0,0.299,3.436,3.0,3.323,18.8,24.0,119.884,0.667,23.5,119.884,24.3,09:49:32.316
554,111.0,21.6,0.261,2.719,3.0,3.059,19.3,26.1,120.024,0.668,23.5,120.024,22.8,09:49:33.469
555,111.0,22.0,0.242,3.247,3.0,3.285,18.8,26.1,119.81,0.724,25.0,119.81,22.8,09:49:34.626
556,111.0,21.8,0.269,3.096,3.0,3.247,18.8,26.1,119.896,0.692,23.5,119.896,22.8,09:49:35.762
557,111.0,21.8,0.304,3.889,3.0,3.134,19.1,26.1,120.298,0.709,23.5,120.298,22.8,09:49:36.902
558,111.0,22.3,0.28,3.549,3.0,3.587,19.3,26.1,119.284,0.659,23.5,119.284,22.8,09:49:38.040
559,111.0,21.6,0.271,2.341,3.0,3.21,19.1,24.0,120.116,0.643,25.0,120.263,22.8,09:49:39.193
560,111.0,22.3,0.341,2.794,3.0,3.134,19.5,26.1,119.919,0.686,23.5,119.919,22.8,09:49:40.329
561,111.0,22.0,0.25,3.776,3.0,2.568,19.1,24.0,120.248,0.712,25.0,120.248,22.8,09:49:41.478
562,111.0,21.8,0.275,3.7,3.0,3.889,18.8,26.1,119.883,0.641,23.5,119.883,22.8,09:49:42.609
563,111.0,22.3,0.273,3.172,3.0,3.549,18.6,26.1,120.056,0.688,23.5,120.056,22.8,09:49:43.752
564,111.0,22.0,0.298,3.549,3.0,3.134,19.1,24.0,120.115,0.631,25.0,120.115,22.8,09:49:44.905
565,111.0,21.8,0.358,2.908,3.0,3.965,19.3,24.0,119.282,0.612,25.0,119.282,22.8,09:49:46.059
566,111.0,22.0,0.288,2.568,3.0,3.587,19.3,24.0,120.072,0.671,25.0,120.072,22.8,09:49:47.190
567,111.0,22.0,0.259,4.078,3.0,2.756,19.3,24.0,120.073,0.696,25.0,120.073,22.8,09:49:48.325
568,111.0,21.6,0.255,2.756,3.0,3.625,19.3,24.0,119.326,0.703,25.0,119.84,22.8,09:49:49.463
569,111.0,21.6,0.273,3.512,3.0,2.983,19.8,24.0,119.917,0.703,25.0,119.917,22.8,09:49:50.598
570,111.0,22.0,0.211,3.247,3.0,3.625,19.5,24.0,119.827,0.654,23.5,119.827,22.8,09:49:51.737
571,111.0,21.8,0.281,3.21,3.0,3.059,19.3,24.0,119.743,0.663,23.5,119.743,22.8,09:49:52.878
572,111.0,22.0,0.238,3.134,3.0,3.663,19.5,24.0,119.302,0.717,23.5,119.302,22.8,09:49:54.019
573,111.0,21.8,0.261,4.644,3.0,3.285,18.8,24.0,120.505,0.648,23.6,120.505,22.8,09:49:55.156
574,111.0,22.5,0.326,3.361,3.0,3.436,19.8,24.0,119.526,0.686,23.5,119.526,22.8,09:49:56.294
575,111.0,22.0,0.328,2.53,3.0,3.059,19.1,24.0,120.411,0.671,25.0,120.411,22.8,09:49:57.445
576,111.0,22.5,0.273,3.587,3.0,3.323,19.1,24.0,120.066,0.624,23.5,120.066,22.8,09:49:58.577
577,111.0,21.8,0.265,3.625,3.0,3.021,19.3,26.1,120.429,0.668,23.5,120.429,22.8,09:49:59.712
578,111.0,22.3,0.291,3.512,3.0,2.643,19.8,26.1,120.341,0.674,23.5,120.341,22.8,09:50:00.851
579,111.0,21.8,0.286,3.436,3.0,3.096,19.3,24.0,120.032,0.651,25.0,120.032,22.8,09:50:02.004
580,111.0,22.3,0.25,5.588,3.0,3.285,19.8,24.0,119.928,0.717,23.5,119.928,22.8,09:50:03.139
581,111.0,21.6,0.284,3.549,3.0,3.21,19.8,24.1,119.991,0.641,23.5,119.991,22.8,09:50:04.289
582,111.0,22.3,0.289,3.738,3.0,3.663,19.3,24.1,119.7,0.656,23.5,119.7,22.8,09:50:05.425
583,111.0,22.3,0.266,2.908,3.0,3.549,19.3,24.0,120.318,0.703,23.6,120.318,22.8,09:50:06.564
584,111.0,22.3,0.275,2.719,3.0,2.87,19.5,24.0,119.942,0.668,23.5,119.942,22.8,09:50:07.701
585,111.0,22.0,0.295,3.625,3.0,2.832,19.5,24.1,120.721,0.674,25.0,120.721,22.8,09:50:08.855
586,111.0,22.3,0.308,2.756,3.0,3.587,20.0,24.1,120.419,0.703,25.0,120.419,22.8,09:50:09.996
587,111.0,21.6,0.275,2.983,3.0,3.625,18.8,24.1,119.735,0.621,25.0,119.735,22.9,09:50:11.137
588,111.0,22.3,0.381,2.908,3.0,2.832,19.5,24.1,119.89,0.66,25.0,119.89,22.9,09:50:12.276
589,111.0,22.3,0.288,3.247,3.0,2.605,19.5,24.1,119.846,0.646,25.0,119.846,22.9,09:50:13.414
590,111.0,22.5,0.281,4.833,3.0,4.267,19.5,24.1,119.233,0.641,25.0,119.233,22.9,09:50:14.564
591,111.0,22.3,0.271,3.096,3.0,3.361,19.1,24.0,120.002,0.724,25.0,120.002,22.9,09:50:15.721
592,111.0,22.3,0.27,3.889,3.0,2.719,18.8,24.1,119.713,0.673,23.6,120.086,22.9,09:50:16.873
593,111.0,22.3,0.26,2.832,3.0,3.285,20.0,24.1,119.999,0.687,25.0,119.999,22.9,09:50:18.001
594,111.0,22.3,0.254,3.247,3.0,3.776,19.8,24.1,120.004,0.691,25.0,120.004,22.9,09:50:19.153
595,111.0,22.0,0.291,2.983,3.0,3.172,19.8,26.1,119.998,0.693,23.6,119.998,22.9,09:50:20.305
596,111.0,22.3,0.25,2.719,3.0,3.927,19.5,24.1,119.438,0.679,23.6,119.438,22.9,09:50:21.438
597,111.0,21.8,0.278,3.814,3.0,3.134,19.8,24.1,121.051,0.703,25.0,121.051,22.9,09:50:22.573
598,111.0,22.0,0.243,3.738,3.0,2.643,19.3,24.1,119.986,0.674,25.0,119.986,22.9,09:50:23.706
599,111.0,22.3,0.31,3.663,3.0,3.625,19.3,24.1,119.365,0.651,25.0,119.365,22.9,09:50:24.851
600,111.0,21.8,0.294,2.643,3.0,3.172,19.5,24.1,119.992,0.729,23.6,119.992,22.9,09:50:25.994
601,111.0,22.0,0.294,3.625,3.0,3.7,19.8,26.2,119.182,0.62,23.6,119.182,22.9,09:50:27.147
602,111.0,22.3,0.291,3.965,3.0,2.87,19.5,26.2,120.033,0.687,23.6,120.033,22.9,09:50:28.282
603,111.0,22.0,0.261,2.568,3.0,3.323,18.8,26.2,119.92,0.709,23.6,119.92,22.9,09:50:29.435
604,111.0,22.3,0.254,3.059,3.0,2.832,18.8,26.2,120.059,0.626,23.6,120.059,24.4,09:50:30.588
605,111.0,22.3,0.293,3.285,3.0,3.134,19.3,24.1,120.272,0.736,23.6,120.272,24.4,09:50:31.739
606,111.0,22.5,0.273,2.87,3.0,2.756,19.8,24.1,119.788,0.724,23.6,119.788,22.9,09:50:32.896
607,111.0,22.5,0.251,3.361,3.0,3.247,20.0,24.1,119.375,0.64,25.0,119.375,22.9,09:50:34.048
608,111.0,22.3,0.288,3.927,3.0,3.814,18.8,24.1,119.94,0.706,23.6,119.94,22.9,09:50:35.180
609,111.0,22.0,0.284,4.04,3.0,3.587,20.0,24.1,120.154,0.658,23.6,120.154,22.9,09:50:36.321
610,111.0,22.3,0.243,2.87,3.0,2.681,19.5,24.1,119.911,0.634,25.0,119.911,22.9,09:50:37.475
611,111.0,22.5,0.294,3.776,3.0,3.814,20.4,24.1,119.736,0.663,23.6,119.736,22.9,09:50:38.613
612,111.0,22.3,0.295,3.247,3.0,3.663,20.0,24.1,119.759,0.658,25.0,119.759,22.9,09:50:39.764
613,111.0,22.5,0.294,3.7,3.0,2.681,20.2,24.1,119.697,0.712,25.0,119.697,22.9,09:50:40.904
614,111.0,22.0,0.255,2.983,3.0,3.172,20.0,26.2,120.449,0.712,23.6,120.449,22.9,09:50:42.059
615,111.0,22.0,0.26,3.474,3.0,3.323,20.0,26.2,119.904,0.574,25.0,119.904,22.9,09:50:43.201
616,111.0,22.3,0.294,4.796,3.0,2.454,19.8,26.2,119.986,0.692,25.0,119.986,23.0,09:50:44.334
617,111.0,22.3,0.283,2.756,3.0,2.605,19.1,24.1,120.309,0.743,25.0,120.309,22.9,09:50:45.455
618,111.0,22.7,0.286,4.154,3.0,3.21,19.8,24.1,119.725,0.624,25.0,119.725,22.9,09:50:46.598
619,111.0,22.5,0.242,3.096,3.0,3.549,19.8,24.1,121.404,0.686,25.0,121.404,22.9,09:50:47.734
620,111.0,22.3,0.316,3.663,3.0,2.719,19.3,24.2,119.804,0.631,25.0,119.804,23.0,09:50:48.875
621,111.0,22.3,0.256,3.398,3.0,3.096,19.8,26.2,119.893,0.593,25.0,119.893,23.0,09:50:50.041
622,111.0,22.7,0.276,3.172,3.0,3.587,19.8,26.2,120.07,0.706,25.0,120.07,23.0,09:50:51.182
623,111.0,22.9,0.27,3.436,3.0,3.21,19.5,26.2,120.475,0.651,25.0,120.475,23.0,09:50:52.317
624,111.0,22.7,0.243,2.568,3.0,2.605,20.2,26.2,120.187,0.681,25.0,120.187,23.0,09:50:53.453
625,111.0,22.7,0.25,3.852,3.0,3.021,19.8,26.2,120.045,0.719,25.0,120.045,23.0,09:50:54.596
626,111.0,22.5,0.299,2.756,3.0,3.927,19.5,26.2,120.099,0.691,23.6,120.099,23.0,09:50:55.752
627,111.0,22.3,0.28,3.21,3.0,2.945,19.8,26.2,120.025,0.664,23.6,120.025,23.0,09:50:56.902
628,111.0,22.7,0.294,2.983,3.0,3.134,20.2,24.1,120.233,0.701,23.6,120.233,24.4,09:50:58.060
629,111.0,22.3,0.291,2.492,3.0,3.21,19.5,24.1,120.182,0.636,23.6,120.182,24.5,09:50:59.194
630,111.0,22.5,0.269,3.247,3.0,2.87,20.0,24.2,120.052,0.701,23.6,120.052,23.0,09:51:00.360
631,111.0,22.5,0.276,2.87,3.0,2.983,20.4,24.1,119.788,0.653,23.6,119.788,23.0,09:51:01.511
632,111.0,22.5,0.26,3.398,3.0,2.908,19.8,24.2,121.029,0.638,23.6,121.029,23.0,09:51:02.649
633,111.0,22.9,0.291,3.172,3.0,3.096,20.4,26.2,120.112,0.714,25.0,120.112,23.0,09:51:03.821
634,111.0,22.3,0.266,2.87,3.0,2.983,20.2,26.2,120.388,0.688,23.6,120.388,23.0,09:51:04.969
635,111.0,22.3,0.326,3.474,3.0,3.021,20.2,26.2,120.105,0.602,25.0,120.105,23.0,09:51:06.095
636,111.0,22.0,0.338,3.663,3.0,2.87,19.8,26.2,120.098,0.693,25.0,120.098,23.0,09:51:07.235
637,111.0,22.7,0.26,3.7,3.0,2.87,20.7,26.2,120.73,0.673,25.0,120.73,23.0,09:51:08.364
638,111.0,22.7,0.238,3.361,3.0,2.794,19.8,26.2,121.335,0.641,25.0,121.335,23.0,09:51:09.509
639,111.0,22.5,0.291,3.398,3.0,3.398,19.5,26.2,120.283,0.682,25.0,120.283,23.0,09:51:10.665
640,111.0,22.7,0.28,3.134,3.0,2.945,20.4,26.2,119.935,0.676,25.0,119.935,23.0,09:51:11.803
641,111.0,22.7,0.317,2.87,3.0,3.474,20.4,24.2,119.52,0.649,23.6,119.52,23.0,09:51:12.956
642,111.0,22.7,0.288,3.965,3.0,3.512,20.2,24.2,120.063,0.698,23.6,120.063,23.0,09:51:14.111
643,111.0,22.5,0.245,3.059,3.0,3.587,19.8,24.2,120.219,0.641,23.6,120.219,23.0,09:51:15.245
644,111.0,22.7,0.25,2.643,3.0,2.832,20.7,24.2,120.592,0.739,23.6,120.592,23.0,09:51:16.381
645,111.0,22.7,0.278,2.794,3.0,3.512,20.0,24.2,119.304,0.731,23.6,119.304,23.0,09:51:17.518
646,111.0,22.7,0.327,3.663,3.0,3.21,20.4,24.2,119.725,0.629,23.6,119.725,23.0,09:51:18.663
647,111.0,22.7,0.288,4.229,3.0,3.474,19.3,24.2,119.289,0.71,25.0,119.289,23.0,09:51:19.801
648,111.0,22.7,0.266,2.908,3.0,3.021,20.4,24.1,119.871,0.712,23.6,119.871,23.0,09:51:20.950
649,111.0,22.7,0.243,4.607,3.0,3.738,19.8,24.2,120.036,0.643,23.6,120.036,24.5,09:51:22.116
650,111.0,22.9,0.35,2.832,3.0,3.776,20.4,24.2,119.855,0.676,23.6,119.855,24.5,09:51:23.252
651,111.0,22.9,0.289,2.756,3.0,2.983,20.0,24.2,119.873,0.684,23.6,119.873,24.5,09:51:24.386
652,111.0,22.7,0.273,2.945,3.0,2.605,20.4,24.2,119.761,0.651,23.6,119.761,23.0,09:51:25.522
653,111.0,22.7,0.309,2.908,3.0,3.247,20.2,24.2,120.609,0.696,23.6,120.609,24.5,09:51:26.671
654,111.0,22.7,0.26,2.87,3.0,3.285,20.4,24.2,120.015,0.638,23.6,120.015,24.5,09:51:27.820
655,111.0,22.7,0.254,2.756,3.0,3.323,20.4,24.2,119.892,0.688,23.6,119.892,24.5,09:51:28.959
656,111.0,22.7,0.299,3.247,3.0,3.512,19.8,26.2,119.924,0.719,23.6,119.924,23.0,09:51:30.113
657,111.0,22.7,0.276,4.418,3.0,2.719,20.4,26.2,120.793,0.625,23.6,120.793,23.0,09:51:31.266
658,111.0,22.7,0.283,3.323,3.0,3.361,20.4,26.2,119.29,0.691,23.6,119.29,23.0,09:51:32.412
659,111.0,22.9,0.265,3.663,3.0,3.852,20.0,24.2,119.87,0.691,25.0,119.87,23.0,09:51:33.566
660,111.0,22.7,0.278,3.21,3.0,2.87,20.0,24.2,120.228,0.669,25.0,120.228,23.0,09:51:34.707
661,111.0,22.9,0.305,3.436,3.0,2.794,20.4,24.2,119.997,0.719,23.6,119.997,23.0,09:51:35.871
662,111.0,22.7,0.276,2.568,3.0,4.305,19.3,24.2,120.778,0.707,23.6,120.778,23.0,09:51:37.006
663,111.0,22.7,0.269,2.87,3.0,3.738,20.4,24.2,119.694,0.669,25.0,119.694,23.1,09:51:38.141
664,111.0,23.2,0.273,3.059,3.0,2.643,20.4,24.2,120.313,0.706,25.0,120.313,23.0,09:51:39.283
665,111.0,23.2,0.281,2.983,3.0,2.983,19.8,24.2,119.652,0.681,25.0,119.652,23.1,09:51:40.419
666,111.0,22.7,0.314,2.945,3.0,2.643,20.4,24.2,120.799,0.616,23.6,120.799,23.1,09:51:41.573
667,111.0,22.7,0.3,3.927,3.0,3.134,20.2,24.2,120.092,0.669,23.6,120.092,23.1,09:51:42.722
